,Unnamed: 0,state,city,song,artist,uris,popularity,date,error,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
70,71, Massachusetts,Boston,The Ice of Boston,The Dismemberment Plan,spotify:track:2HgZBNeDPWBcIEFtqnYPgR,36,1997-01-01,,0.5,0.663,4.0,-7.976,1.0,0.217,0.00866,0.000105,0.105,0.744,109.651,audio_features,2HgZBNeDPWBcIEFtqnYPgR,spotify:track:2HgZBNeDPWBcIEFtqnYPgR,https://api.spotify.com/v1/tracks/2HgZBNeDPWBcIEFtqnYPgR,https://api.spotify.com/v1/audio-analysis/2HgZBNeDPWBcIEFtqnYPgR,295307.0,4.0
71,72, Massachusetts,Boston,I'm Shipping up to Boston,"Woody Guthrie and the Dropkick Murphys from The Warrior's Code 2005, music video filmed in East Boston, (Celtic punk)",spotify:track:588IRcX6dsPncZ3u6vk6gd,1,2014-03-04,,0.419,0.568,0.0,-16.284,1.0,0.436,0.789,0.869,0.704,0.553,125.616,audio_features,588IRcX6dsPncZ3u6vk6gd,spotify:track:588IRcX6dsPncZ3u6vk6gd,https://api.spotify.com/v1/tracks/588IRcX6dsPncZ3u6vk6gd,https://api.spotify.com/v1/audio-analysis/588IRcX6dsPncZ3u6vk6gd,180407.0,4.0
72,73, Massachusetts,Boston,I'm Yours Boston,Big D and the Kids Table,spotify:track:3knDVuYN1Bv9EhibhQ3Yef,4,2007-01-01,,0.435,0.928,5.0,-1.802,1.0,0.0834,0.0243,0.0,0.225,0.819,171.889,audio_features,3knDVuYN1Bv9EhibhQ3Yef,spotify:track:3knDVuYN1Bv9EhibhQ3Yef,https://api.spotify.com/v1/tracks/3knDVuYN1Bv9EhibhQ3Yef,https://api.spotify.com/v1/audio-analysis/3knDVuYN1Bv9EhibhQ3Yef,170627.0,4.0
73,74, Massachusetts,Boston,In Defense of Dorchester,the Street Dogs,spotify:track:5yKufQqhfr5yQ5HmcqCPTT,20,2005-03-25,,0.537,0.981,10.0,-3.707,0.0,0.0985,0.0177,1.19e-05,0.391,0.376,95.101,audio_features,5yKufQqhfr5yQ5HmcqCPTT,spotify:track:5yKufQqhfr5yQ5HmcqCPTT,https://api.spotify.com/v1/tracks/5yKufQqhfr5yQ5HmcqCPTT,https://api.spotify.com/v1/audio-analysis/5yKufQqhfr5yQ5HmcqCPTT,151947.0,4.0
74,75, Massachusetts,Boston,Jackson Mann,The Allstonians,spotify:track:61oQqSBI17VcPM1Qi9ovOG,2,1995-01-01,,0.944,0.435,2.0,-12.95,1.0,0.0652,0.737,0.000198,0.0915,0.926,116.014,audio_features,61oQqSBI17VcPM1Qi9ovOG,spotify:track:61oQqSBI17VcPM1Qi9ovOG,https://api.spotify.com/v1/tracks/61oQqSBI17VcPM1Qi9ovOG,https://api.spotify.com/v1/audio-analysis/61oQqSBI17VcPM1Qi9ovOG,251800.0,4.0
75,76, Massachusetts,Boston,Just Like Larry,Dispatch (subject of the song is former Boston Celtic and Basketball Hall of Famer Larry Bird),spotify:track:0Jdmml7BIis9qqtY4rwM54,13,2000-10-10,,0.657,0.952,9.0,-7.301,0.0,0.066,0.0154,0.169,0.0796,0.612,115.02,audio_features,0Jdmml7BIis9qqtY4rwM54,spotify:track:0Jdmml7BIis9qqtY4rwM54,https://api.spotify.com/v1/tracks/0Jdmml7BIis9qqtY4rwM54,https://api.spotify.com/v1/audio-analysis/0Jdmml7BIis9qqtY4rwM54,130067.0,4.0
76,77, Massachusetts,Boston,Knights of Bostonia,State Radio,spotify:track:4Iv6aD7QKCYOpo0X8AKHaP,31,2009-09-29,,0.339,0.952,7.0,-5.146,1.0,0.0741,0.0389,0.0,0.252,0.293,147.761,audio_features,4Iv6aD7QKCYOpo0X8AKHaP,spotify:track:4Iv6aD7QKCYOpo0X8AKHaP,https://api.spotify.com/v1/tracks/4Iv6aD7QKCYOpo0X8AKHaP,https://api.spotify.com/v1/audio-analysis/4Iv6aD7QKCYOpo0X8AKHaP,262987.0,4.0
77,78, Massachusetts,Boston,Logan to Government Center,Brand New,spotify:track:4wmYC29MFVUKV15GRNioEP,38,2001,,0.386,0.845,8.0,-4.152,1.0,0.0824,0.00137,5.44e-06,0.167,0.555,174.939,audio_features,4wmYC29MFVUKV15GRNioEP,spotify:track:4wmYC29MFVUKV15GRNioEP,https://api.spotify.com/v1/tracks/4wmYC29MFVUKV15GRNioEP,https://api.spotify.com/v1/audio-analysis/4wmYC29MFVUKV15GRNioEP,185720.0,4.0
78,79, Massachusetts,Boston,Lost in Boston,The Walkmen,spotify:track:2BNv35qgVQTuEbz6R5oqXH,16,2006-05-23,,0.315,0.946,2.0,-3.847,1.0,0.0548,0.000606,5.02e-06,0.398,0.403,109.342,audio_features,2BNv35qgVQTuEbz6R5oqXH,spotify:track:2BNv35qgVQTuEbz6R5oqXH,https://api.spotify.com/v1/tracks/2BNv35qgVQTuEbz6R5oqXH,https://api.spotify.com/v1/audio-analysis/2BNv35qgVQTuEbz6R5oqXH,217560.0,4.0
79,80, Massachusetts,Boston,M.T.A.,The Kingston Trio,spotify:track:7czDlyNEoVpFzh8A4bNSdS,37,1959-06-01,,0.713,0.548,9.0,-8.807,1.0,0.0455,0.261,0.0,0.197,0.901,144.623,audio_features,7czDlyNEoVpFzh8A4bNSdS,spotify:track:7czDlyNEoVpFzh8A4bNSdS,https://api.spotify.com/v1/tracks/7czDlyNEoVpFzh8A4bNSdS,https://api.spotify.com/v1/audio-analysis/7czDlyNEoVpFzh8A4bNSdS,193387.0,4.0
80,81, Massachusetts,Boston,Mass Ave,Willie Alexander,spotify:track:490mdppKU3IjR6C5zaWCyL,0,1995,,0.277,0.635,0.0,-14.238,1.0,0.317,0.711,0.89,0.111,0.0375,81.586,audio_features,490mdppKU3IjR6C5zaWCyL,spotify:track:490mdppKU3IjR6C5zaWCyL,https://api.spotify.com/v1/tracks/490mdppKU3IjR6C5zaWCyL,https://api.spotify.com/v1/audio-analysis/490mdppKU3IjR6C5zaWCyL,316160.0,4.0
81,82, Massachusetts,Boston,Mass Pike,The Get Up Kids,spotify:track:1YIecOW5WCDUU58UZjkoeP,29,2001-01-05,,0.451,0.881,2.0,-7.313,1.0,0.0375,0.0823,4.93e-05,0.328,0.822,124.331,audio_features,1YIecOW5WCDUU58UZjkoeP,spotify:track:1YIecOW5WCDUU58UZjkoeP,https://api.spotify.com/v1/tracks/1YIecOW5WCDUU58UZjkoeP,https://api.spotify.com/v1/audio-analysis/1YIecOW5WCDUU58UZjkoeP,224267.0,4.0
82,83, Massachusetts,Boston,Massachusetts Avenue,Amanda Palmer & The Grand Theft Orchestra,spotify:track:20MLKbSIpokn3id9mZfzEp,4,2012-09-11,,0.615,0.631,0.0,-6.846,1.0,0.0335,0.12,1.57e-05,0.0817,0.742,131.976,audio_features,20MLKbSIpokn3id9mZfzEp,spotify:track:20MLKbSIpokn3id9mZfzEp,https://api.spotify.com/v1/tracks/20MLKbSIpokn3id9mZfzEp,https://api.spotify.com/v1/audio-analysis/20MLKbSIpokn3id9mZfzEp,280933.0,4.0
83,84, Massachusetts,Boston,Mess,Noah Kahan,spotify:track:1BlQWQgGP84r4GYUVty4Ar,66,2019-06-14,,0.442,0.826,10.0,-5.32,1.0,0.0775,0.176,0.0,0.0978,0.601,80.848,audio_features,1BlQWQgGP84r4GYUVty4Ar,spotify:track:1BlQWQgGP84r4GYUVty4Ar,https://api.spotify.com/v1/tracks/1BlQWQgGP84r4GYUVty4Ar,https://api.spotify.com/v1/audio-analysis/1BlQWQgGP84r4GYUVty4Ar,213320.0,4.0
84,85, Massachusetts,Boston,Midnight Rambler,The Rolling Stones,spotify:track:3tIvHt7VaIenprWXrYzgwb,49,1969-12-05,,0.403,0.658,9.0,-10.285,1.0,0.118,0.772,3.96e-06,0.166,0.512,75.488,audio_features,3tIvHt7VaIenprWXrYzgwb,spotify:track:3tIvHt7VaIenprWXrYzgwb,https://api.spotify.com/v1/tracks/3tIvHt7VaIenprWXrYzgwb,https://api.spotify.com/v1/audio-analysis/3tIvHt7VaIenprWXrYzgwb,412760.0,4.0
85,86, Massachusetts,Boston,Modern World,Jonathan Richman (The Modern Lovers),spotify:track:1uDXwOtsdtQ5r7FwB9JvkI,0,2017-12-01,,0.835,0.4,4.0,-14.985,0.0,0.0426,0.00254,0.208,0.0886,0.681,120.016,audio_features,1uDXwOtsdtQ5r7FwB9JvkI,spotify:track:1uDXwOtsdtQ5r7FwB9JvkI,https://api.spotify.com/v1/tracks/1uDXwOtsdtQ5r7FwB9JvkI,https://api.spotify.com/v1/audio-analysis/1uDXwOtsdtQ5r7FwB9JvkI,206263.0,4.0
86,87, Massachusetts,Boston,A More Perfect Union,Titus Andronicus,spotify:track:515qE0YyUWivEobvHGpN7o,41,2010-03-09,,0.154,0.848,0.0,-5.093,1.0,0.0507,0.142,0.00102,0.395,0.241,175.848,audio_features,515qE0YyUWivEobvHGpN7o,spotify:track:515qE0YyUWivEobvHGpN7o,https://api.spotify.com/v1/tracks/515qE0YyUWivEobvHGpN7o,https://api.spotify.com/v1/audio-analysis/515qE0YyUWivEobvHGpN7o,429587.0,4.0
87,88, Massachusetts,Boston,My Boston,Big Shug,spotify:track:6gPvkcmPpyCnpg53lWDAW7,18,2009-09-22,,0.575,0.692,5.0,-7.924,0.0,0.346,0.126,2.28e-06,0.092,0.773,172.309,audio_features,6gPvkcmPpyCnpg53lWDAW7,spotify:track:6gPvkcmPpyCnpg53lWDAW7,https://api.spotify.com/v1/tracks/6gPvkcmPpyCnpg53lWDAW7,https://api.spotify.com/v1/audio-analysis/6gPvkcmPpyCnpg53lWDAW7,245067.0,4.0
88,89, Massachusetts,Boston,My Sister,Juliana Hatfield,spotify:track:6upqkKERHpzh514GLBdWBG,24,2006-05-02,,0.444,0.816,8.0,-7.843,0.0,0.0608,0.336,0.00421,0.911,0.359,138.816,audio_features,6upqkKERHpzh514GLBdWBG,spotify:track:6upqkKERHpzh514GLBdWBG,https://api.spotify.com/v1/tracks/6upqkKERHpzh514GLBdWBG,https://api.spotify.com/v1/audio-analysis/6upqkKERHpzh514GLBdWBG,217640.0,4.0
89,90, Massachusetts,Boston,Never Alone,Dropkick Murphys,spotify:track:578irIpfjyhKxYQaTPZ9mu,33,1998,,0.239,0.948,9.0,-3.466,1.0,0.0705,6.73e-05,0.0,0.15,0.868,168.425,audio_features,578irIpfjyhKxYQaTPZ9mu,spotify:track:578irIpfjyhKxYQaTPZ9mu,https://api.spotify.com/v1/tracks/578irIpfjyhKxYQaTPZ9mu,https://api.spotify.com/v1/audio-analysis/578irIpfjyhKxYQaTPZ9mu,174171.0,4.0
90,91, Massachusetts,Boston,No Future (Death or Jail),Mark Lind,spotify:track:1SleDmmbQCYbmwyptA2yr6,1,2006-05-02,,0.473,0.816,1.0,-5.953,1.0,0.0336,0.0319,0.00022,0.11,0.639,87.508,audio_features,1SleDmmbQCYbmwyptA2yr6,spotify:track:1SleDmmbQCYbmwyptA2yr6,https://api.spotify.com/v1/tracks/1SleDmmbQCYbmwyptA2yr6,https://api.spotify.com/v1/audio-analysis/1SleDmmbQCYbmwyptA2yr6,173547.0,4.0
91,92, Massachusetts,Boston,Normal Town,Better Than Ezra,spotify:track:0PFYDTeSWUyuaE0ZHHaX4K,22,1996-08-02,,0.564,0.876,0.0,-5.537,1.0,0.0378,0.000322,0.755,0.122,0.763,102.928,audio_features,0PFYDTeSWUyuaE0ZHHaX4K,spotify:track:0PFYDTeSWUyuaE0ZHHaX4K,https://api.spotify.com/v1/tracks/0PFYDTeSWUyuaE0ZHHaX4K,https://api.spotify.com/v1/audio-analysis/0PFYDTeSWUyuaE0ZHHaX4K,219440.0,4.0
92,93, Massachusetts,Boston,Pipe Bomb on Lansdowne Street,the Dropkick Murphys,error,error,error,,,,,,,,,,,,,,,,,,,
