,song_state,song_artist,song_name,uris,duration_ms,popularity,date
9256,New York,Kidz Bop Kids,Somebody,spotify:track:5621TQxRi7QCohe1x29lZ0,190493,30,2015-10-16
9257,New York,Chris Rock,Idols Become Rivals,spotify:track:5cQffjWJzgnmEtTzKW6dnh,341680,48,2017-03-17
9258,New York,Snoop Dogg,Let Bygones Be Bygones,spotify:track:54W5vqIQDhWvFXs5gjhNez,185358,37,2019-08-16
9259,New York,Drake,Deep Pockets,spotify:track:3IvMYBE7A3c7to1aEcfFJk,222928,69,2020-05-01
9260,New York,Them,(Get Your Kicks On) Route 66,spotify:track:7mjTxBvAFnILEl4IOnaRiQ,145346,15,1965-06-11
9261,New York,Lionrock,Rock Steady Romance,error,error,error,error
9262,New York,Twista,Get It How You Live,spotify:track:5XBo8yX7T4eRJ6J0DxqimB,241280,24,2005-10-03
9263,New York,Dr. John,Down in New Orleans,spotify:track:4tCdoXt7EiwZZhMevxmY8u,145426,54,2009-11-23
9264,New York,Randy Newman,Down in New Orleans [Finale],error,error,error,error
9265,New York,Dr. John,Down In New Orleans [From The Princess and the Frog],spotify:track:7mbdryqvLsJFwFndM9uVII,145440,8,2014-10-27
9266,New York,Angels & Airwaves,Surrender,spotify:track:2r9j0LiLd3124QbmmLhym9,270229,46,2011-11-01
9267,New York,Big Tiny Little,Third Man Theme,spotify:track:7a2Ddo9fpe3e6RjoRyvy7l,173266,5,1991
9268,New York,"Fat Trel, Tracy T, Rick Ross, Meek Mill",Shhh Remix,error,error,error,error
9269,New York,Big Sean,Guap,spotify:track:7G0PgkkbavF7Rh4zNrUxH0,271653,54,2013-01-01
9270,New York,Post Malone,No Option,spotify:track:6M0IsaUX4GNyto4niSegfI,179826,71,2016-12-09
9271,New York,"Wiz Khalifa, Warm Brew",Player Way,spotify:track:43nXNMMmm8RIlKGusmya3b,226235,48,2018-10-05
9272,New York,Daughter Darling,Sweet Shadows,spotify:track:3diyWJ7vnhiYP6l8atOZAV,209626,18,2003-01-01
9273,New York,Blaze Ya Dead Homie,Stick Ya Hands Up,spotify:track:0BKvIOWZQSy8gGg4CS4uQn,218653,12,2015-04-01
9274,New York,Steve Czarnecki,Cold Duck Time,spotify:track:4c2UOd3ueirmxWzw0ops2F,350902,0,1997
9275,New York,Upon a Burning Body,Straight From The Barrio (210),spotify:track:33G1Sk6BaAw1p8GpmX22WW,229958,32,2016-10-28
9276,New York,Hefner,The Greater London Radio,spotify:track:4qNeMXrF1s2GnGhlh2eETU,276666,5,2009-10-05
9277,New York,Strike Anywhere,In the Fingernails,spotify:track:3KimGr933XzRsHBxURNBhe,149706,18,2003-09-30
9278,New York,John Flansburgh,Hillbilly Drummer Girl,error,error,error,error
9279,New York,Oi Va Voi,Gypsy,spotify:track:0EWe5t8xEdkzNElGnW1ZbQ,286560,22,2003-09-29
9280,New York,The Cool Kids,Bundle Up,spotify:track:4Xa63duiW1dXRZJZV5JSmA,204853,13,2011-08-22
9281,New York,PRhyme,Streets At Night,spotify:track:1aeiZVOOgNf1baQmHxrT5v,209990,22,2018-03-16
9282,New York,M.I.A.,OHMNI 202091,error,error,error,error
9283,New York,Jørgen Ingmann,Third Man Theme,spotify:track:6DqHG0mLqifjYqDKlbc12v,132200,0,2005
9284,New York,Ginny & the Gallions,Third Man Theme,spotify:track:07J0jHfsHdh9uECDhX6baK,211906,3,2012-09-24
9285,New York,George Jones,Proud Mary,spotify:track:3UTZTNpS04xsazDtbvTqnk,169213,13,2014-03-28
9286,New York,Tru,Hard N's,spotify:track:711WfDztCZpnmJg7Uvwod3,314680,57,2016-06-24
9287,New York,Snoop Dogg,White Boyz,error,error,error,error
9288,New York,Dr. Dre,Blunt Time,spotify:track:1Bl5UnH9AzfYPelhuDG1Qs,94406,33,2020-04-21
9289,New York,Pharrell Williams,Tit 4 Tat,spotify:track:2m7dqc7BVCavV3ftPy1Eco,278053,24,2004-10-11
9290,New York,Rick Ross,For Da Low,spotify:track:7qqonljwcAKUKW5vmJw4om,260986,33,2006-01-01
9291,New York,Big Boi,In the A,spotify:track:1k6zWOqWZQibu6Oxi8UEFf,319613,31,2012-01-01
9292,New York,Dead Prez,GHN: Global Hood News,spotify:track:23EtG4PsFGjfFKL3KyNZsG,78706,11,2012-10-16
9293,New York,Leon Bridges,Ball Of Confusion,spotify:track:4NGIFPlQ7V9f3KOinhof4v,279493,46,2016-09-09
9294,New York,YoungBoy Never Broke Again,Murda Gang,spotify:track:550SU1DbpVjJmPDd1PWnde,174545,44,2017-08-04
9295,New York,Lil Baby,Global,spotify:track:7cW1wHpSLYgKWzoWlOCPFJ,169826,57,2018-11-30
9296,New York,Dreezy,Cash App,spotify:track:1hKJ9rIQuhVcU4ur6uH9zx,163737,35,2019-01-25
9297,New York,Quavo,Intro,spotify:track:6FuQofMpDPnaNTiQbjW0G3,146826,38,2017-12-08
9298,New York,Big City Rock,Human,spotify:track:2uybYWtO3wXWbnFfvBRPBP,241893,7,2006-03-14
9299,New York,The Perishers,Almost Pretty,spotify:track:3Yf53gg1DIgeWZpPZAgCs0,265706,12,2007-09-04
9300,New York,Rashad,Chevelle,spotify:track:1LQrkwAiPPvPqRKPiPZUQa,264026,16,2014-10-27
9301,New York,DJ Clue?,Come On,spotify:track:3nqObp1XiBb6ZKOxyNpqWd,272133,16,1998-01-01
9302,New York,Megan & Liz,Talk Dirty,spotify:track:1LSRle1oZwsg6I36wYQNLP,175093,30,2015-01-13
9303,New York,Shy Glizzy,Legend,spotify:track:3lffXmHlNXSMBjxRaXfiZk,230760,29,2014-12-02
9304,New York,Soler,Natural High,spotify:track:4Q2Z2v73DszSkVJQAjfD0k,298266,2,2005-01-01
9305,New York,Joey Bada$$,Piece of Mind,spotify:track:0pVxLnmqEphwVMRspv5N7Y,218634,46,2015-01-20
9306,New York,Freddie Gibbs,Cocaine Parties In LA,error,error,error,error
9307,New York,COLETTE DERAL,A LA GARE SAINT LAZARE,spotify:track:6Fuzrl9zALZMCS7cwJvssG,172000,3,1989-01-01
9308,New York,Laïoung,Check Hit My Line,spotify:track:6bcGFBIhIMHqjTdfQgRfUW,186666,14,2019-08-01
9309,New York,Yung Lean,Sauron,spotify:track:5UKJIGZbQ9WnA6Nbn94kqd,219164,37,2018-11-02
9310,New York,Dizzy Wright,New Generation,spotify:track:0jBOGExarjz7OnZMVQTvDR,278709,20,2014-04-15
9311,New York,Yungen,Miss Diva,spotify:track:3mTSAVBL7yd7iHAaglXUPY,174280,61,2019-05-30
9312,New York,De La Soul,Feel Good Inc.,spotify:track:1geGzmWSep434c46UTYAJc,216773,2,2009-08-13
9313,New York,Sinéad O'Connor,Emperor's New Clothes,spotify:track:0xGKuYwIum3qUbJ2NgnwY8,316493,44,1990-07-01
9314,New York,George Thorogood,Nadine,spotify:track:17tYbH69CjSubDxRkbYMcm,244666,10,1986
9315,New York,Sir Mix-A-Lot,I'm Your New God,spotify:track:5ZTR0M4rVlk1MW1SL7eYyl,283560,20,1992-01-01
9316,New York,Gorillaz,Feel Good Inc.,spotify:track:0d28khcov6AiegSCpG5TuT,222640,81,2005-05-23
9317,New York,Widespread Panic,Ball of Confusion (That's What the World Is Today),spotify:track:2zjaaZ0p44loptkAZnL9JJ,1007373,12,2004-09-28
9318,New York,Hugo Winterhalter,The Third Man Theme,spotify:track:03BYDx3B9jNliI19gbSJ6L,202680,1,1961-08-07
9319,New York,The Shadows,The Third Man Theme,spotify:track:6XzXeNu7FuUttdTwVl0rG1,127613,21,2012-10-01
9320,New York,The Waikikis,The Third Man Theme,spotify:track:5hKH6Rt7slX60fn4GH11X8,153866,0,2019-02-12
9321,New York,Blackbear,PINK ROLEX,spotify:track:62IynV9OBmcZZuvxlh4CSB,136764,47,2019-04-26
9322,New York,Asian Dub Foundation,Flyover,spotify:track:7Hv5otzOWhNp0Z2JfzNnfj,258992,38,2015-07-10
9323,New York,The Maccabees,Bicycles,spotify:track:5FP5vONZlcIPFTx1Nx4r0A,123186,32,2007-10-02
9324,New York,New Kids on the Block,"Funky, Funky, Xmas",spotify:track:6EnCqlsblOFFEkuyfJSPDx,306200,14,1989
9325,New York,Tech N9ne,Be Jealous,spotify:track:7FUznK9hBS2dq8gN1YLGzs,250906,30,2005-03-04
9326,New York,Michael Crawford,The Holy City,spotify:track:0VpTENqHcNXJH6eOTIczZx,252866,9,1998-02-17
9327,New York,Nas,Breathe,spotify:track:5a1fz2Nqh1jX5l2tZh3UAJ,214253,26,2008-01-01
9328,New York,Kid Cudi,Up Up & Away,spotify:track:1RUTIdTnFs8lHSc0Zr4UJB,227346,59,2009-01-01
9329,New York,The Roots,The Day,spotify:track:58vsA5Rs4OoZYFJMJW5et8,224106,35,2010-06-22
9330,New York,King Tee,Ya Better Bring a Gun,spotify:track:17NEqMvGDcEq9b7R3lYyUj,230034,13,2015-01-09
9331,New York,"Kidd Kidd, 50 Cent, Young Buck, G-Unit",Ahhh Shit,error,error,error,error
9332,New York,Big Sean,4th Quarter,spotify:track:4wL6dDN3b0pOtrgW8oExak,133758,42,2019-07-26
9333,New York,"B.o.B, Frenchie, Chanel West Coast",Ain't Goin' Nowhere,spotify:track:6I9Xt4AlsHnW5YGjbtBinf,155000,26,1971-10-29
9334,New York,Rick Ross,We Gon' Make It,spotify:track:4CNtVBT5Cw1d2SUW2ngeaN,309973,3,2013-03-20
9335,New York,"Snoop Dogg, Busta Rhymes, Stressmatic",Powder On My Clothes,error,error,error,error
9336,New York,Neil Diamond,Let the Little Boy Sing,spotify:track:7d2ByP9MQUISz6NUzSBO3A,206600,16,1977
9337,New York,Tanya Tucker,Thunder Rolls,spotify:track:5UTL5ewQjY44dsDmtAvUQn,244266,7,1994-10-18
9338,New York,Metallica,Seek & Destroy,spotify:track:5DrNFzZZZVfXaEZCaceKnp,414720,59,1983-07-25
9339,New York,Kendrick Lamar,Ronald Reagan Era (His Evils),error,error,error,error
9340,New York,"Andreena Mill, Drake",Closer,spotify:track:0d6xASrbOs8zyNSDm7mZDq,258160,30,2001-01-01
9341,New York,"Lil Wayne, Gudda Gudda",Grateful,spotify:track:0YVXJneukQ5qp0nsONKaeC,112941,25,2019-10-18
9342,New York,J. Cole,Revenge of the Dreamers,spotify:track:6MF4tRr5lU8qok8IKaFOBE,202040,74,2019-07-05
9343,New York,"Lil Wayne, Gudda Gudda",Boyz 2 Menace,error,error,error,error
9344,New York,"Yo Gotti, DJ Envy, 2 Chainz, Derez De'Shon",Hardaway [Remix],spotify:track:3FK4Em0yapGuii3qjKouwd,245453,36,2018-03-16
9345,New York,Sonic Lounge,The Third Man Theme,spotify:track:0SYHFDMo4T7FpjxNDhTL1K,125426,14,1996-01-01
9346,New York,Café Noir,The Third Man Theme,spotify:track:6wTKczxc9EHBGXGYXu0CIt,298906,0,1966-01-01
9347,New York,Kotaro Oshio,The Third Man Theme (Harry Lime Theme),error,error,error,error
9348,New York,Johnny Maddox,The Third Man Theme,error,error,error,error
9349,New York,Anton Karas,The Third Man Theme (Harry Lime Theme from the Movie),spotify:track:1iPrl5aZEHVzrd5ujs9TZJ,142718,7,2019-03-22
9350,New York,Don Baker Trio,The Third Man Theme,spotify:track:7bx1pRJ3ZynzCoNdzO1pAy,136020,38,2014-01-01
9351,New York,Big Bad Voodoo Daddy,Save My Soul,spotify:track:2euSu0KhXQg055y2FO45LG,394146,36,2003-01-01
9352,New York,Bowling for Soup,Get Happy,spotify:track:4p6Zf5RgxGA6bFIHpO2faG,176906,32,2004
9353,New York,B.G.,Down For My Stacks,spotify:track:7keJN0dx6m3W4RS8AjMIJv,305626,6,1995-07-28
9354,New York,Terry Allen,Salvation,spotify:track:0n2YhgIJO3LokWYWULt5gp,422009,2,2017-03-27
9355,New York,Rufus Wainwright,Poses,spotify:track:4JdHCZNdEfD4bLTdl7paB6,302533,30,2001
9356,New York,Ladytron,Weekend,spotify:track:4KflPR0WR6ipOrHgLsukjU,237400,12,2005
9357,New York,Ab-Soul,World Runners,spotify:track:4nVHpSgnqxniryRIozwmBQ,302342,30,2014-06-24
9358,New York,2 Live Crew,The Strip Club,spotify:track:07Vppz83abCZqOFSGumfd9,9360,0,1990-07-24
9359,New York,Men at Work,Everything I Need,spotify:track:3AzJso06se44RPcNiNmi7c,214853,41,1985-04-23
9360,New York,Lynn Anderson,Proud Mary,spotify:track:7E8lpCTQ0OG1heluBkV5sW,150000,3,1971
9361,New York,King Crimson,Neal and Jack and Me,spotify:track:2RpUDleigTMqbjiBf2fF95,262093,34,1982-01-01
9362,New York,Solomon Burke,Proud Mary,spotify:track:1DoB9qQAEHwV9s5BWofgUm,202266,31,2000-07-16
9363,New York,Horace Andy,Spying Glass,spotify:track:1PMuArrMWwTttx4zO2WyY7,306733,36,1996-01-01
9364,New York,Eazy-E,Eazy Street,spotify:track:1aRJdOBECp1kdkIwKSsBF3,266560,32,2007-01-01
9365,New York,Bobby Brown,Thug Lovin',spotify:track:2EhZdDMJBk529B7I57vJb8,290386,41,2002-01-01
9366,New York,"Alan Menken, Jeremy Jordan",Santa Fe,spotify:track:6fMKT35GrfKiCYcZizQ58P,229026,0,2008-05-23
9367,New York,Kevin Federline,Privilege,spotify:track:4IbS9zhp5ZaYnopTjmjdLb,171453,0,2018-03-14
9368,New York,The Autumn Offering,Doomed Generation,spotify:track:0fkuSAOZ3aGFWyQYun9t9Q,222266,3,2004
9369,New York,Vienna Teng,City Hall,spotify:track:13TqRc2ZbXb59wwH8XmnKp,288493,20,2006-07-25
9370,New York,Every Time I Die,Rendez-Voodoo,spotify:track:6zfxYPI1XhTM0seRjhnaaE,194800,29,2007-09-04
9371,New York,M.I.A.,A.M.P. (All My People),spotify:track:5TBmuk4O5fOsHirZUnSSzv,201213,35,2016-09-09
9372,New York,Marlo,Soakin Wet,spotify:track:66W6DcJ8xG0o8ows3P4QRe,177586,47,2019-08-16
9373,New York,Paul Wall,Cup Up Top Down,spotify:track:5y65hJuWUGqxSnG76MvMO0,349266,31,2013-08-12
9374,New York,Stefflon Don,Precious Heavy,spotify:track:5ngbvSnoZh1Kj5GUozoXfR,173072,24,2018-08-17
9375,New York,Nikki McKnight,First Name (feat. Lil Courtney),error,error,error,error
9376,New York,SHARKO,CINEMA TECH,spotify:track:4NVrOqrZjACpKvnvSHzRgj,259839,1,2009-04-20
9377,New York,Jul,N'importe quoi,spotify:track:3yeHw3K0mWz1eAEtEKCdf5,251958,34,2014-02-24
9378,New York,Christon Gray,Open Door (See You Later),spotify:track:6OtxcWnKrgxoFjcwV8WBBy,255786,38,2016-01-29
9379,New York,Redman,Lemme Get 2,spotify:track:0czTtwOC1ujtM55LgtMnB9,239973,15,2010-01-01
9380,New York,Erykah Badu,Cure,spotify:track:3Kdx2H8fJwBCrmk7rqoUzc,337247,11,2013-03-26
9381,New York,Juicy J,Shake It Fast,spotify:track:10UJwHwGSXnljKk4Nw3qrf,243800,44,2016-08-12
9382,New York,The Dayton Family,Flint Town,spotify:track:6TdYBEcPJesOcSTDaCnQlb,369449,33,1995-06-20
9383,New York,Ozomatli,City of Angels,spotify:track:54yKcXhzyC8Um5CLELf6l9,196133,18,2007-01-01
9384,New York,Ozomatli,City of Angels [DVD],error,error,error,error
9385,New York,Nelly,Jang a Lang,error,error,error,error
9386,New York,Marc Almond,Under Your Wing,spotify:track:0XlSNXWyY29s9H3Ryqes5r,325005,0,2016-10-28
9387,New York,Elvenking,The Loser's Ball,spotify:track:7yzTCkO445wOjJOmRL3kX4,109346,12,2004-04-19
9388,New York,Jennifer Castle,Pink City,spotify:track:3KYm15qo5r7qCx3L4hAWg8,163772,20,2014-09-02
9389,New York,O.T. Genasis,Ricky,spotify:track:1xkcMII1dt0ywCBudUzavu,260869,30,2015-04-28
9390,New York,Smoke DZA,Death of YOLO,error,error,error,error
9391,New York,Scarface,You Delinquent,spotify:track:7d9E3YZzj5LgHX2pYBL9N0,235023,11,2012-11-06
9392,New York,Cypress Hill,Checkmate,spotify:track:0UdUPWP3pyxgRN7n14IsIl,216893,22,1998-10-06
9393,New York,Steely Dan,Almost Gothic,spotify:track:1hBMuf9buRQkCxNrCS3Evt,249933,39,2000-02-29
9394,New York,Massive Attack,Spying Glass,spotify:track:6yzqdl5qv6BGu6BlRNWIDa,320973,39,1994-09-26
9395,New York,Redman,Wkya (Drop),spotify:track:3uRytee5BNgbkgsOnBoRNI,124200,12,2001-01-01
9396,New York,Kid Rock,Lay It on Me,spotify:track:1tl9EbiStnEiv9Rgqh8o7k,296120,37,2001-11-19
9397,New York,Redman,Smash Sumthin,spotify:track:4XuboB0rfVjyqUKqWOHX1D,214933,24,2001-01-01
9398,New York,Tech N9ne,Victory,spotify:track:2FBCZTYjezJJMy8JBDSdLA,306826,32,2005-03-04
9399,New York,The Roots,Push up Ya Lighter,spotify:track:4PIfVDOFSRh3jmcl2UhREg,276133,34,1996-09-24
9400,New York,Cypress Hill,Clash of the Titans/Dust,spotify:track:23SwoAN6k9Y5bLMXRl76X9,285600,19,1998-10-06
9401,New York,T.I.,Trap Star,spotify:track:1ynZEpoQPz0ylGFCUx7l9u,232106,48,2005
9402,New York,Coolio,Knight Fall [Amended LP Version; Version],error,error,error,error
9403,New York,The Roots,Push Up Ya Lighter,spotify:track:4PIfVDOFSRh3jmcl2UhREg,276133,34,1996-09-24
9404,New York,Mary Chapin Carpenter,Mrs. Hemingway,spotify:track:1Y5xvKqmO89uoAjioGnVCf,377920,14,2014-01-01
9405,New York,Redman,Smash Sumthin',spotify:track:4XuboB0rfVjyqUKqWOHX1D,214933,24,2001-01-01
9406,New York,The Roots,Right On,spotify:track:0QZkqy0yPdZ4KR8mroQ8CN,216026,47,2010-06-22
9407,New York,Wale,I Be Puttin' On,spotify:track:0WQepvpUGsrCzJEOIxwPQX,316506,33,2012-06-22
9408,New York,The Strokes,Tap Out,spotify:track:2ThdB23G9Rgf1ExndFGEEg,222360,54,2013-03-25
9409,New York,Young Thug,Hot,spotify:track:5Z8HZM6iQMhhqyPcCGY5g9,193026,77,2019-08-16
9410,New York,Snoop Dogg,Life of Da Party,spotify:track:4nicMoALjaYjuDGgl8mDkj,263906,29,2008-01-01
9411,New York,Back Yard Band,Pretty Girls,spotify:track:5IIu5JtVdXYaqvpCAz9Dis,251053,45,2009-01-01
9412,New York,Pharrell Williams,MMG the World is Ours,error,error,error,error
9413,New York,"Earth, Wind & Fire",System of Survival [DVD],error,error,error,error
9414,New York,Tyga,Do My Dance,spotify:track:7Hk12JkCFwLO4s1jRGBS6s,214293,59,2012-01-01
9415,New York,"Tyga, 2 Chainz",Do My Dance,spotify:track:7Hk12JkCFwLO4s1jRGBS6s,214293,59,2012-01-01
9416,New York,Rory Gallagher,At the Depot,spotify:track:6YNVUsLRFr0WVIDDuIieKJ,176199,26,1979-09-16
9417,New York,The Lemonheads,"Hey, Thats No Way to Say Goodbye",spotify:track:6pT22eHNB4aDW7x5q5j4Um,184146,15,2009-06-23
9418,New York,Big Tymers,On Top of the World,spotify:track:7whuAuroqEP14vE3fe3pRZ,301493,16,1998-01-01
9419,New York,Aesop Rock,Bracket Basher,spotify:track:4eEQSLOdqmunwV5lefDLwp,340360,20,2002-02-05
9420,New York,Kam,Watts Riot,error,error,error,error
9421,New York,Shaquille O'Neal,Heat It Up,error,error,error,error
9422,New York,Rodney Atkins,Family,spotify:track:21Uaq8vzfOiVWu9WAUNFP8,203613,33,2011-10-04
9423,New York,"SiR, Mez, Anderson .Paak",New LA,spotify:track:2b9eFUxPgyBmshXyNV3UIw,208780,46,2017-02-10
9424,New York,PARTYNEXTDOOR,Only For The Night,error,error,error,error
9425,New York,Joe Strummer & the Mescaleros,"At the Border, Guy",spotify:track:6MfLnb71rFaFlZbi3fvZag,421480,21,2001-07-24
9426,New York,Benjamin Orr,In Circles,spotify:track:7CcsGwt6tfMOQyYL7C1Meu,270840,17,1986
9427,New York,Benjamin Orr,The Lace,spotify:track:5fNJY8FFCWivCnlHIw8okv,259040,18,1986
9428,New York,Subhumans,Big City,spotify:track:5BMhE76QDcdGe5md6rwue6,108040,13,1984-05-01
9429,New York,Raf,Self Control,spotify:track:6h46NkEcMdIguqc1JXEKvN,240466,33,2005-12-02
9430,New York,D-WHY,Macchiato Music,error,error,error,error
9431,New York,Peter Sivo Band,New Jersey,spotify:track:6eaZfo1JStg1gh2ye2dUfB,157113,11,2018-07-27
9432,New York,Beltres,My Time,spotify:track:2j3s1vyKhs2lY1iZmPLCwp,182308,0,2017-09-03
9433,New York,Minutes Encounter With Heaven,Brand New Day,spotify:track:4zjNKsmFIXeVcNC6OmD0Jg,112039,0,2019-08-04
9434,New York,Dennis Edwards,Ball of Confusion (That's What the World Is Today),spotify:track:41PnOKs4liU2PGyigw3arY,199925,5,2010-11-22
9435,New York,A Perfect Circle,Let's Have  A War,spotify:track:1Wd7DTrQCKQ8LSs5IlJSDE,208146,35,2004-01-01
9436,New York,Ab-Soul,Dollar and a Dream,spotify:track:3UY1oaEBh4sDWmT7IwEoWG,352973,31,2016-01-22
9437,New York,Keb' Mo',God Trying to Get Your Attention,spotify:track:3VjX0crL7pPkwaVH8PgBUD,246360,26,1998-08-17
9438,New York,Jane's Addiction,Hypersonic,spotify:track:14eglrovmYr0LWeOZcv82b,212613,28,2003-01-01
9439,New York,Cyndi Lauper,The Wives Are in Connecticut,error,error,error,error
9440,New York,Lorde,Tennis Court,spotify:track:74fpNVAJrKGQuqHETi4WSt,198907,63,2013-09-27
9441,New York,Cole Swindell,Up,spotify:track:2icdid0XHQHpN7VVS9NV6y,194293,40,2016-05-06
9442,New York,Young Thug,Chanel (Go Get It),spotify:track:0kCBorRrKZkSztd9m0QI3r,201706,69,2018-08-17
9443,New York,Young Jeezy,This Is It,spotify:track:6lsTEhgjIZ4ojnOA4Kc4Gn,180106,33,2017-12-15
9444,New York,Young Thug,OUT WEST,spotify:track:6gi6y1xwmVszDWkUqab1qw,157712,85,2019-12-27
9445,New York,Ghostface Killah,Real Niggaz,spotify:track:71P3xp3C07USJIQ6cKpArR,146520,0,2020-05-08
9446,New York,Feist,"Hey, That's No Way To Say Goodbye",spotify:track:1frLfdzAN9vP7iryVFkchw,202558,40,2017-11-03
9447,New York,YoungBoy Never Broke Again,FREEDDAWG,spotify:track:1GeFOFZjBs91Dl9vXQSNOR,111882,64,2019-06-03
9448,New York,Pretty Willie,Roll Wit Me,spotify:track:2Ea8OA2vogk2U4MfulI1PT,214533,10,2020-03-26
9449,New York,Fugazi,Downed City,spotify:track:5CZFWxX4iw2hFohUsMnVGq,174080,20,1995
9450,New York,Paris,Thinka 'Bout It,spotify:track:2cebIgF2voPfUQ211VuscA,267133,16,1992
9451,New York,Fear,Let's Have a War,spotify:track:3FXDVUALipaatG5LIRiPcm,140760,37,1981-01-01
9452,New York,Steve Forbert,Baby,spotify:track:6E9bc1QhczRKqjKK4RjSGZ,254044,14,1979-12-07
9453,New York,Madcap,Downtown,spotify:track:3zmfcs1q7XHY7MrpNNg9vl,184306,2,2001-03-20
9454,New York,E-40,The Mail Man,spotify:track:4ixD6bSwnSlzuBrd2c80vI,288297,44,1993
9455,New York,Tech N9ne,I Been Dope,spotify:track:13sfV8YYHOTiKMuYMk1AG3,273850,40,2013-02-26
9456,New York,Method Man,2 Minutes of Your Time,spotify:track:7qC3TAI7xaLvfWheUQUmgf,126721,24,2015-08-21
9457,New York,Young Thug,Lesbian,spotify:track:6vG3Zv9VEA6YbJPJ6ar5Y7,206813,59,2018-11-06
9458,New York,NF,One Hundred,spotify:track:6vG3Zv9VEA6YbJPJ6ar5Y7,206813,59,2018-11-06
9459,New York,Method Man,Episode 6: The Lab,spotify:track:5ZiYIEHNDgXhEs9LIyL6yV,142653,28,2018-12-14
9460,New York,Tech N9ne,Nevermind Me,spotify:track:0O1Y7HjycnhE7QPX68Q72F,233688,33,2017-04-07
9461,New York,"Tech N9ne, Tech N9ne Collabos",Stone Interviews T9 (Skit),spotify:track:2ajeO14Oh32AmAadTXObrd,49228,14,2017-04-07
9462,New York,Beck,Fix Me,spotify:track:68VHAzUy9eyqfUl4mS4mft,193393,40,2017-10-13
9463,New York,Nada Surf,Amateur,spotify:track:55HxrkkouM7QspDK4kBz9O,241773,25,1998
9464,New York,Daniel O'Donnell,"I'll Take You Home Again, Kathleen",spotify:track:4ZntHaKMWh0iyArbBJ0gmG,241133,7,1987
9465,New York,NAV,I'm Up,spotify:track:5zKlUZrOViLs7W0L5o1gPp,167207,60,2020-05-11
9466,New York,Lostprophets,"We Are Godzilla, You Are Japan [Bonus Track]",error,error,error,error
9467,New York,Patrick Phinney Taylor,I Miss That Fog,spotify:track:5FQ56Hsj92URjfnd7niube,219690,0,2018-01-09
9468,New York,Revery,Turn Off the Radio,spotify:track:51C821kxAOsABcUCzEFLEw,223166,0,2017-08-31
9469,New York,Yung Leo,No Fear (feat. Nubis),error,error,error,error
9470,New York,Revery Glaube,Turn Off the Radio,spotify:track:51C821kxAOsABcUCzEFLEw,223166,0,2017-08-31
9471,New York,Gabriel Teodros & SoulChef,Outside Looking In,spotify:track:0gtZlpDerOKkZEc50UKOzt,174933,4,2014-10-28
9472,New York,The Swing Set,The Third Man Theme,spotify:track:6XzXeNu7FuUttdTwVl0rG1,127613,21,2012-10-01
9473,New York,Del Rubio Triplets,Third Man Theme,spotify:track:2742iIlaSD6nv4XhFYWKaU,174173,6,2015-05-19
9474,New York,Charming Horses,You Plus Me (Radio Edit) [Radio Edit],spotify:track:45iWWQum5HmmdizWagvpnu,187680,29,2016-09-23
9475,New York,Taylor Bennett,Singing The Blues,spotify:track:6UuGqKmNrVhIBEXnsHV1Mu,167800,18,2019-05-28
9476,New York,Conway Twitty,Wild Mountain Rose,error,error,error,error
9477,New York,O.G. Ron C.,Go Head,spotify:track:3G8VQO8aNgu66aNugmwn2n,330240,8,1994
9478,New York,Gucci Mane,Go Head (Shawty Got a Ass on Her),spotify:track:1dUOHM5GuwJyVgZphBuEpJ,298373,27,2006-10-10
9479,New York,Young Buck,Takin Pictures,spotify:track:5BoKPKk7OdpEzwPhowb2xU,267186,26,2007-12-03
9480,New York,Game,My Life,spotify:track:4GXH9A6fzuE0MNtqtzjhLg,320893,60,2008-01-01
9481,New York,Lil Wayne,My Life [Official Version],error,error,error,error
9482,New York,DJ Storm,My Life [Chopped & Screwed; Version],error,error,error,error
9483,New York,Drake,Closer to My Dreams,spotify:track:5QGXHP0PTevOUYJ1QyFEV4,279010,27,2016-03-15
9484,New York,T.I.,I'll Show You,spotify:track:4jo4ayBAdu99KQUDftAa0d,212026,21,2013-08-29
9485,New York,Bob Dylan,The Ghost of Tom Joad,spotify:track:46sA8W9EosDhoO6aGRLOql,261573,0,2014-10-02
9486,New York,Pentatonix,Can't Hold Us,spotify:track:00FaBIFXUfzaaVcsQmTTJY,198040,52,2013-11-05
9487,New York,Meek Mill,Make Me,spotify:track:2M08BGRwxPuiN2VLiSg4JM,285066,35,2013-09-29
9488,New York,Drake,My Faith,spotify:track:1zD0F9oVsVNPGsbBB9w9sh,229693,1,2013-06-07
9489,New York,Drake,Coming Up,spotify:track:0nxpWcScwO4Ljdv086pRe2,174464,2,2016-01-22
9490,New York,Drake,Jodeci,spotify:track:2xUHiyGeGrWmmfv7NbDTWC,254022,53,2019-08-02
9491,New York,Drake,Summer Sixteen,spotify:track:17Q87zeXgsAi9iQQbMu9v0,202450,57,2016-02-05
9492,New York,Lil Wayne,Man Of The Year,spotify:track:7wL0I5nOCgsngRfDQd26cI,142380,36,2019-03-22
9493,New York,T.I.,King,spotify:track:0cWmYmQ7OjAKiNnH7qtLKk,211186,53,2013-11-16
9494,New York,Snoop Dogg,Gaspar Yanga,spotify:track:5jd4jhBSIU14CKHN7gGl7x,135862,60,2020-02-07
9495,New York,Big Sean,"Once Bitten, Twice Shy",error,error,error,error
