,Unnamed: 0,city,state,artist,song,uris,popularity,date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,error,error.status,error.message
2415,2415,Carolina,Puerto Rico,Jason Aldean,Talk About Georgia,spotify:track:5ALPzPUKl3Np5BrYTFs4Pb,52,2019-11-22,0.434,0.889,2.0,-4.243,1.0,0.0649,0.0232,0.0,0.0464,0.527,154.088,audio_features,5ALPzPUKl3Np5BrYTFs4Pb,spotify:track:5ALPzPUKl3Np5BrYTFs4Pb,https://api.spotify.com/v1/tracks/5ALPzPUKl3Np5BrYTFs4Pb,https://api.spotify.com/v1/audio-analysis/5ALPzPUKl3Np5BrYTFs4Pb,164787.0,3.0,,,
2416,2416,Carolina,Puerto Rico,Lil Wayne,Happen To You,spotify:track:2vnjgzQ9ejuClaq8CixPHq,46,2020-05-29,0.768,0.658,11.0,-5.172,1.0,0.0737,0.0698,0.0,0.128,0.564,148.014,audio_features,2vnjgzQ9ejuClaq8CixPHq,spotify:track:2vnjgzQ9ejuClaq8CixPHq,https://api.spotify.com/v1/tracks/2vnjgzQ9ejuClaq8CixPHq,https://api.spotify.com/v1/audio-analysis/2vnjgzQ9ejuClaq8CixPHq,239113.0,4.0,,,
2417,2417,Carolina,Puerto Rico,Gal Costa,Baby,spotify:track:0k2r0sANKQvjLSQJu7IIMo,0,2020-08-07,0.394,0.428,2.0,-6.888,1.0,0.0349,0.494,8.46e-06,0.167,0.464,114.651,audio_features,0k2r0sANKQvjLSQJu7IIMo,spotify:track:0k2r0sANKQvjLSQJu7IIMo,https://api.spotify.com/v1/tracks/0k2r0sANKQvjLSQJu7IIMo,https://api.spotify.com/v1/audio-analysis/0k2r0sANKQvjLSQJu7IIMo,212733.0,4.0,,,
2418,2418,Carolina,Puerto Rico,Ramblin' Jack Elliott,East Virginia Blues,spotify:track:2cmJbcLnBCReZymUgR8RXk,2,1989-01-01,0.647,0.257,7.0,-17.261,1.0,0.0346,0.789,4.73e-06,0.22,0.679,105.824,audio_features,2cmJbcLnBCReZymUgR8RXk,spotify:track:2cmJbcLnBCReZymUgR8RXk,https://api.spotify.com/v1/tracks/2cmJbcLnBCReZymUgR8RXk,https://api.spotify.com/v1/audio-analysis/2cmJbcLnBCReZymUgR8RXk,217933.0,4.0,,,
2419,2419,Carolina,Puerto Rico,The Staple Singers,Long Walk To D.C.,spotify:track:5IeLMCo9h58NXZLaLUvGbh,27,1968-01-01,0.479,0.522,4.0,-11.421,1.0,0.0462,0.36,0.0,0.137,0.921,156.565,audio_features,5IeLMCo9h58NXZLaLUvGbh,spotify:track:5IeLMCo9h58NXZLaLUvGbh,https://api.spotify.com/v1/tracks/5IeLMCo9h58NXZLaLUvGbh,https://api.spotify.com/v1/audio-analysis/5IeLMCo9h58NXZLaLUvGbh,153133.0,4.0,,,
2420,2420,Carolina,Puerto Rico,Waylon Jennings,White Lightning,error,error,error,,,,,,,,,,,,,,,,,,,,,
2421,2421,Carolina,Puerto Rico,"Sonyae, Anderson .Paak, The Game",Crenshaw/80's and Cocaine,spotify:track:1NGjDByrngiuW5maj9dB7H,31,2015-10-16,0.495,0.952,10.0,-4.818,0.0,0.368,0.067,0.0,0.287,0.551,84.438,audio_features,1NGjDByrngiuW5maj9dB7H,spotify:track:1NGjDByrngiuW5maj9dB7H,https://api.spotify.com/v1/tracks/1NGjDByrngiuW5maj9dB7H,https://api.spotify.com/v1/audio-analysis/1NGjDByrngiuW5maj9dB7H,275947.0,4.0,,,
2422,2422,Carolina,Puerto Rico,Glenn Miller,Chattanooga Choo Choo,spotify:track:7a5VuzvBrtbqYT7kNlQlFd,43,1939,0.588,0.312,5.0,-10.461,1.0,0.074,0.947,2.07e-05,0.445,0.639,144.768,audio_features,7a5VuzvBrtbqYT7kNlQlFd,spotify:track:7a5VuzvBrtbqYT7kNlQlFd,https://api.spotify.com/v1/tracks/7a5VuzvBrtbqYT7kNlQlFd,https://api.spotify.com/v1/audio-analysis/7a5VuzvBrtbqYT7kNlQlFd,206800.0,4.0,,,
2423,2423,Carolina,Puerto Rico,Barry Manilow,Chattanooga Choo Choo,spotify:track:4Y2k6xSGRaGRksDz0Oymlv,7,1994-10-10,0.553,0.494,5.0,-7.465,0.0,0.0405,0.736,0.0,0.286,0.695,147.728,audio_features,4Y2k6xSGRaGRksDz0Oymlv,spotify:track:4Y2k6xSGRaGRksDz0Oymlv,https://api.spotify.com/v1/tracks/4Y2k6xSGRaGRksDz0Oymlv,https://api.spotify.com/v1/audio-analysis/4Y2k6xSGRaGRksDz0Oymlv,204093.0,4.0,,,
2424,2424,Carolina,Puerto Rico,LL Cool J,American Girl,spotify:track:0pu2UahwNaw4cPwoRgOmFV,8,2008-01-01,0.76,0.949,5.0,-3.424,0.0,0.212,0.146,0.0,0.608,0.654,119.976,audio_features,0pu2UahwNaw4cPwoRgOmFV,spotify:track:0pu2UahwNaw4cPwoRgOmFV,https://api.spotify.com/v1/tracks/0pu2UahwNaw4cPwoRgOmFV,https://api.spotify.com/v1/audio-analysis/0pu2UahwNaw4cPwoRgOmFV,265787.0,4.0,,,
2425,2425,Carolina,Puerto Rico,Kenny Chesney,I Go Back,spotify:track:57I7CUbXo4XlWuTVB8pXW6,61,2004-01-22,0.532,0.842,5.0,-5.754,1.0,0.0503,0.0409,0.0,0.217,0.67,90.187,audio_features,57I7CUbXo4XlWuTVB8pXW6,spotify:track:57I7CUbXo4XlWuTVB8pXW6,https://api.spotify.com/v1/tracks/57I7CUbXo4XlWuTVB8pXW6,https://api.spotify.com/v1/audio-analysis/57I7CUbXo4XlWuTVB8pXW6,243667.0,4.0,,,
2426,2426,Carolina,Puerto Rico,Pete Best,Sweet Georgia Brown,spotify:track:5Xo36u6kENk1XRdIbZh5nz,8,2006-12-12,0.634,0.431,7.0,-10.722,1.0,0.0985,0.788,0.0,0.318,0.886,94.103,audio_features,5Xo36u6kENk1XRdIbZh5nz,spotify:track:5Xo36u6kENk1XRdIbZh5nz,https://api.spotify.com/v1/tracks/5Xo36u6kENk1XRdIbZh5nz,https://api.spotify.com/v1/audio-analysis/5Xo36u6kENk1XRdIbZh5nz,124933.0,4.0,,,
2427,2427,Carolina,Puerto Rico,T.I.,Ride Wit Me,spotify:track:1NTQbm1B08q3YW6AefylFo,45,2006-03-26,0.754,0.6,5.0,-4.582,0.0,0.253,0.233,0.0,0.437,0.778,156.932,audio_features,1NTQbm1B08q3YW6AefylFo,spotify:track:1NTQbm1B08q3YW6AefylFo,https://api.spotify.com/v1/tracks/1NTQbm1B08q3YW6AefylFo,https://api.spotify.com/v1/audio-analysis/1NTQbm1B08q3YW6AefylFo,244533.0,4.0,,,
2428,2428,Carolina,Puerto Rico,Keith Urban,She's Like,spotify:track:2SMm61WydVkqHGeIydwuvF,35,2014-07-01,0.488,0.911,10.0,-3.932,0.0,0.0709,0.078,0.0,0.318,0.772,159.943,audio_features,2SMm61WydVkqHGeIydwuvF,spotify:track:2SMm61WydVkqHGeIydwuvF,https://api.spotify.com/v1/tracks/2SMm61WydVkqHGeIydwuvF,https://api.spotify.com/v1/audio-analysis/2SMm61WydVkqHGeIydwuvF,225756.0,4.0,,,
2429,2429,Carolina,Puerto Rico,Glenn Miller,Chatanooga Choo Choo,spotify:track:1SPKJbEVN3mzVCVODFluMR,28,2011-03-15,0.509,0.573,8.0,-6.569,1.0,0.0539,0.845,0.151,0.054,0.774,145.034,audio_features,1SPKJbEVN3mzVCVODFluMR,spotify:track:1SPKJbEVN3mzVCVODFluMR,https://api.spotify.com/v1/tracks/1SPKJbEVN3mzVCVODFluMR,https://api.spotify.com/v1/audio-analysis/1SPKJbEVN3mzVCVODFluMR,150160.0,4.0,,,
2430,2430,Carolina,Puerto Rico,Ludacris,Vices,spotify:track:62SPQYJxZ6ZPXqruevTRk4,42,2017-10-04,0.767,0.772,1.0,-8.03,1.0,0.0528,0.0353,0.0,0.773,0.472,120.009,audio_features,62SPQYJxZ6ZPXqruevTRk4,spotify:track:62SPQYJxZ6ZPXqruevTRk4,https://api.spotify.com/v1/tracks/62SPQYJxZ6ZPXqruevTRk4,https://api.spotify.com/v1/audio-analysis/62SPQYJxZ6ZPXqruevTRk4,250713.0,4.0,,,
2431,2431,Carolina,Puerto Rico,Fairport Convention,I Don't Know Where I Stand,spotify:track:585YtkwUVC97oZTLmO72XD,22,1968-06-01,0.464,0.379,5.0,-13.127,1.0,0.0296,0.936,0.00018,0.179,0.268,109.576,audio_features,585YtkwUVC97oZTLmO72XD,spotify:track:585YtkwUVC97oZTLmO72XD,https://api.spotify.com/v1/tracks/585YtkwUVC97oZTLmO72XD,https://api.spotify.com/v1/audio-analysis/585YtkwUVC97oZTLmO72XD,223347.0,4.0,,,
2432,2432,Carolina,Puerto Rico,Kate Wolf,Carolina Pines,spotify:track:4C8TDoWmCQJXwHvYIMLLQ9,17,1985,0.572,0.0428,7.0,-19.021,1.0,0.0319,0.902,0.000298,0.097,0.199,90.566,audio_features,4C8TDoWmCQJXwHvYIMLLQ9,spotify:track:4C8TDoWmCQJXwHvYIMLLQ9,https://api.spotify.com/v1/tracks/4C8TDoWmCQJXwHvYIMLLQ9,https://api.spotify.com/v1/audio-analysis/4C8TDoWmCQJXwHvYIMLLQ9,346667.0,3.0,,,
2433,2433,Carolina,Puerto Rico,The Harmonizing Four,Chattanooga Choo Choo,spotify:track:5yNglG2EXkdIN3O5id4iFt,23,1996-01-01,0.799,0.24,10.0,-11.497,1.0,0.092,0.975,0.0,0.0932,0.758,74.332,audio_features,5yNglG2EXkdIN3O5id4iFt,spotify:track:5yNglG2EXkdIN3O5id4iFt,https://api.spotify.com/v1/tracks/5yNglG2EXkdIN3O5id4iFt,https://api.spotify.com/v1/audio-analysis/5yNglG2EXkdIN3O5id4iFt,171067.0,4.0,,,
2434,2434,Carolina,Puerto Rico,C-Lo,A Song for Assata,spotify:track:6dhfqStWHETvJWNhhLO1Qc,31,2000-01-01,0.589,0.562,5.0,-8.248,0.0,0.281,0.399,0.0,0.381,0.503,89.607,audio_features,6dhfqStWHETvJWNhhLO1Qc,spotify:track:6dhfqStWHETvJWNhhLO1Qc,https://api.spotify.com/v1/tracks/6dhfqStWHETvJWNhhLO1Qc,https://api.spotify.com/v1/audio-analysis/6dhfqStWHETvJWNhhLO1Qc,408532.0,4.0,,,
2435,2435,Carolina,Puerto Rico,Osborne Brothers,White Lightnin',spotify:track:5iMTJ1f5XXWw6bqewduVlT,2,1997-01-01,0.434,0.968,9.0,-3.961,1.0,0.108,0.0631,0.00195,0.266,0.82,148.184,audio_features,5iMTJ1f5XXWw6bqewduVlT,spotify:track:5iMTJ1f5XXWw6bqewduVlT,https://api.spotify.com/v1/tracks/5iMTJ1f5XXWw6bqewduVlT,https://api.spotify.com/v1/audio-analysis/5iMTJ1f5XXWw6bqewduVlT,181227.0,4.0,,,
2436,2436,Carolina,Puerto Rico,C-Lo,A Song for Assata,spotify:track:6dhfqStWHETvJWNhhLO1Qc,31,2000-01-01,0.589,0.562,5.0,-8.248,0.0,0.281,0.399,0.0,0.381,0.503,89.607,audio_features,6dhfqStWHETvJWNhhLO1Qc,spotify:track:6dhfqStWHETvJWNhhLO1Qc,https://api.spotify.com/v1/tracks/6dhfqStWHETvJWNhhLO1Qc,https://api.spotify.com/v1/audio-analysis/6dhfqStWHETvJWNhhLO1Qc,408532.0,4.0,,,
2437,2437,Carolina,Puerto Rico,Ramsey Lewis,Function at the Junction,spotify:track:6g1vutg5ncuRliYMuN3Y7Y,16,1973-01-01,0.733,0.879,2.0,-7.127,0.0,0.0339,0.763,0.0782,0.0685,0.817,128.167,audio_features,6g1vutg5ncuRliYMuN3Y7Y,spotify:track:6g1vutg5ncuRliYMuN3Y7Y,https://api.spotify.com/v1/tracks/6g1vutg5ncuRliYMuN3Y7Y,https://api.spotify.com/v1/audio-analysis/6g1vutg5ncuRliYMuN3Y7Y,183133.0,4.0,,,
2438,2438,Carolina,Puerto Rico,David Allan Coe,"Houston, Dallas, San Antone",spotify:track:0HDPr87VjrqVe088IGIK6K,11,1978-04-01,0.514,0.591,7.0,-9.278,1.0,0.0406,0.355,0.0,0.0244,0.757,104.244,audio_features,0HDPr87VjrqVe088IGIK6K,spotify:track:0HDPr87VjrqVe088IGIK6K,https://api.spotify.com/v1/tracks/0HDPr87VjrqVe088IGIK6K,https://api.spotify.com/v1/audio-analysis/0HDPr87VjrqVe088IGIK6K,217267.0,4.0,,,
2439,2439,Carolina,Puerto Rico,The Stanley Brothers,That Happy Night,spotify:track:15qUBVWOi2T5zzgK54fzuY,2,1959,0.632,0.159,5.0,-14.014,1.0,0.031,0.884,1.21e-05,0.224,0.616,105.016,audio_features,15qUBVWOi2T5zzgK54fzuY,spotify:track:15qUBVWOi2T5zzgK54fzuY,https://api.spotify.com/v1/tracks/15qUBVWOi2T5zzgK54fzuY,https://api.spotify.com/v1/audio-analysis/15qUBVWOi2T5zzgK54fzuY,133653.0,3.0,,,
2440,2440,Carolina,Puerto Rico,Steve Taylor,We Don't Need No Colour Code,spotify:track:4ahBpaEJxqvpSH6hAembtd,10,1984,0.733,0.742,9.0,-13.378,1.0,0.037,0.0266,0.0,0.031,0.899,117.447,audio_features,4ahBpaEJxqvpSH6hAembtd,spotify:track:4ahBpaEJxqvpSH6hAembtd,https://api.spotify.com/v1/tracks/4ahBpaEJxqvpSH6hAembtd,https://api.spotify.com/v1/audio-analysis/4ahBpaEJxqvpSH6hAembtd,163027.0,4.0,,,
2441,2441,Carolina,Puerto Rico,Asleep at the Wheel,Chattanooga Choo Choo,spotify:track:1AZBi4AxpHM1JEK0v12wxR,14,1988-11-01,0.498,0.388,2.0,-15.151,0.0,0.075,0.469,0.0,0.0548,0.632,164.458,audio_features,1AZBi4AxpHM1JEK0v12wxR,spotify:track:1AZBi4AxpHM1JEK0v12wxR,https://api.spotify.com/v1/tracks/1AZBi4AxpHM1JEK0v12wxR,https://api.spotify.com/v1/audio-analysis/1AZBi4AxpHM1JEK0v12wxR,201000.0,4.0,,,
2442,2442,Carolina,Puerto Rico,"John Hammond, Jr.",Chattanooga Choo Choo,spotify:track:2mcFPxGI3UbRH4MVFTW4AZ,1,2001,0.721,0.303,7.0,-13.619,1.0,0.133,0.85,1.15e-06,0.261,0.678,84.941,audio_features,2mcFPxGI3UbRH4MVFTW4AZ,spotify:track:2mcFPxGI3UbRH4MVFTW4AZ,https://api.spotify.com/v1/tracks/2mcFPxGI3UbRH4MVFTW4AZ,https://api.spotify.com/v1/audio-analysis/2mcFPxGI3UbRH4MVFTW4AZ,141000.0,1.0,,,
2443,2443,Carolina,Puerto Rico,Hootie & the Blowfish,Not Even the Trees,spotify:track:6LxdD5p7EX9rTPcOqfmFtq,38,1994-07-01,0.392,0.856,2.0,-7.075,1.0,0.0387,0.166,0.0,0.105,0.474,153.847,audio_features,6LxdD5p7EX9rTPcOqfmFtq,spotify:track:6LxdD5p7EX9rTPcOqfmFtq,https://api.spotify.com/v1/tracks/6LxdD5p7EX9rTPcOqfmFtq,https://api.spotify.com/v1/audio-analysis/6LxdD5p7EX9rTPcOqfmFtq,279720.0,4.0,,,
2444,2444,Carolina,Puerto Rico,Connie Francis,Clementine,spotify:track:73LdGGljIS2HCPcF9q98hK,15,2019-06-07,0.389,0.292,6.0,-12.815,0.0,0.0338,0.49,0.308,0.405,0.235,100.302,audio_features,73LdGGljIS2HCPcF9q98hK,spotify:track:73LdGGljIS2HCPcF9q98hK,https://api.spotify.com/v1/tracks/73LdGGljIS2HCPcF9q98hK,https://api.spotify.com/v1/audio-analysis/73LdGGljIS2HCPcF9q98hK,664507.0,3.0,,,
2445,2445,Carolina,Puerto Rico,Fairport Convention,I Don't Know Where I Stand [Radio Session],error,error,error,,,,,,,,,,,,,,,,,,,,,
2446,2446,Carolina,Puerto Rico,Daddy Yankee,Sabor a Melao,spotify:track:0RCYZ7YKJRY1titgA7cKc1,46,2004-07-13,0.804,0.951,0.0,-3.992,0.0,0.0652,0.0667,0.157,0.154,0.873,96.007,audio_features,0RCYZ7YKJRY1titgA7cKc1,spotify:track:0RCYZ7YKJRY1titgA7cKc1,https://api.spotify.com/v1/tracks/0RCYZ7YKJRY1titgA7cKc1,https://api.spotify.com/v1/audio-analysis/0RCYZ7YKJRY1titgA7cKc1,223600.0,4.0,,,
2447,2447,Carolina,Puerto Rico,Deep Purple,A Castle Full of Rascals,error,error,error,,,,,,,,,,,,,,,,,,,,,
2448,2448,Carolina,Puerto Rico,Common,A  Song for Assata,spotify:track:6dhfqStWHETvJWNhhLO1Qc,31,2000-01-01,0.589,0.562,5.0,-8.248,0.0,0.281,0.399,0.0,0.381,0.503,89.607,audio_features,6dhfqStWHETvJWNhhLO1Qc,spotify:track:6dhfqStWHETvJWNhhLO1Qc,https://api.spotify.com/v1/tracks/6dhfqStWHETvJWNhhLO1Qc,https://api.spotify.com/v1/audio-analysis/6dhfqStWHETvJWNhhLO1Qc,408532.0,4.0,,,
2449,2449,Carolina,Puerto Rico,Doc Watson,Wabash Cannonball,spotify:track:6yMzjlwzkw0aXFYC4vc8Y8,24,2018-02-09,0.541,0.597,7.0,-10.517,1.0,0.471,0.769,0.0,0.823,0.954,110.628,audio_features,6yMzjlwzkw0aXFYC4vc8Y8,spotify:track:6yMzjlwzkw0aXFYC4vc8Y8,https://api.spotify.com/v1/tracks/6yMzjlwzkw0aXFYC4vc8Y8,https://api.spotify.com/v1/audio-analysis/6yMzjlwzkw0aXFYC4vc8Y8,227498.0,4.0,,,
2450,2450,Carolina,Puerto Rico,The Staple Singers,Long Walk To D.C.,spotify:track:5IeLMCo9h58NXZLaLUvGbh,27,1968-01-01,0.479,0.522,4.0,-11.421,1.0,0.0462,0.36,0.0,0.137,0.921,156.565,audio_features,5IeLMCo9h58NXZLaLUvGbh,spotify:track:5IeLMCo9h58NXZLaLUvGbh,https://api.spotify.com/v1/tracks/5IeLMCo9h58NXZLaLUvGbh,https://api.spotify.com/v1/audio-analysis/5IeLMCo9h58NXZLaLUvGbh,153133.0,4.0,,,
2451,2451,Carolina,Puerto Rico,"Hugh Masekela, Ojah",Afro Beat Blues,spotify:track:4xclRUqjOM5HMzDZQyRaPo,42,2006-03-13,0.776,0.828,10.0,-7.076,0.0,0.0692,0.434,0.289,0.143,0.9,96.501,audio_features,4xclRUqjOM5HMzDZQyRaPo,spotify:track:4xclRUqjOM5HMzDZQyRaPo,https://api.spotify.com/v1/tracks/4xclRUqjOM5HMzDZQyRaPo,https://api.spotify.com/v1/audio-analysis/4xclRUqjOM5HMzDZQyRaPo,408107.0,4.0,,,
2452,2452,Carolina,Puerto Rico,Johnny Cash,White Lightning,spotify:track:3XPXu7ibllf7BxX6EBzonZ,3,2004-01-20,0.581,0.532,2.0,-9.761,1.0,0.0487,0.889,0.296,0.187,0.964,109.633,audio_features,3XPXu7ibllf7BxX6EBzonZ,spotify:track:3XPXu7ibllf7BxX6EBzonZ,https://api.spotify.com/v1/tracks/3XPXu7ibllf7BxX6EBzonZ,https://api.spotify.com/v1/audio-analysis/3XPXu7ibllf7BxX6EBzonZ,190880.0,4.0,,,
2453,2453,Carolina,Puerto Rico,Public Enemy,Live and Undrugged (Pt. 1-2),spotify:track:1IT01EH4BDzbJX6kpw1c84,11,1994-08-23,0.59,0.961,7.0,-2.746,1.0,0.321,0.0426,0.0,0.126,0.556,98.612,audio_features,1IT01EH4BDzbJX6kpw1c84,spotify:track:1IT01EH4BDzbJX6kpw1c84,https://api.spotify.com/v1/tracks/1IT01EH4BDzbJX6kpw1c84,https://api.spotify.com/v1/audio-analysis/1IT01EH4BDzbJX6kpw1c84,354667.0,4.0,,,
2454,2454,Carolina,Puerto Rico,Public Enemy,I Stand Accused,spotify:track:4JSpE0u8MQbNcV0NwTEVj7,11,1994-08-23,0.611,0.973,10.0,-4.264,0.0,0.36,0.174,0.0,0.954,0.509,174.336,audio_features,4JSpE0u8MQbNcV0NwTEVj7,spotify:track:4JSpE0u8MQbNcV0NwTEVj7,https://api.spotify.com/v1/tracks/4JSpE0u8MQbNcV0NwTEVj7,https://api.spotify.com/v1/audio-analysis/4JSpE0u8MQbNcV0NwTEVj7,236960.0,4.0,,,
2455,2455,Carolina,Puerto Rico,Wyclef Jean,Thug Angels,spotify:track:2h8aEYGxohlvOKBimrMJBw,23,2000-08-14,0.553,0.718,1.0,-8.011,1.0,0.363,0.0876,1.44e-06,0.451,0.66,154.269,audio_features,2h8aEYGxohlvOKBimrMJBw,spotify:track:2h8aEYGxohlvOKBimrMJBw,https://api.spotify.com/v1/tracks/2h8aEYGxohlvOKBimrMJBw,https://api.spotify.com/v1/audio-analysis/2h8aEYGxohlvOKBimrMJBw,395867.0,4.0,,,
2456,2456,Carolina,Puerto Rico,Kid Rock,What I Learned out on the Road,spotify:track:4tslkjUCCD0LQG1GBcfxHp,43,2001-11-19,0.728,0.794,9.0,-4.109,1.0,0.0525,0.0892,0.0,0.0852,0.494,91.981,audio_features,4tslkjUCCD0LQG1GBcfxHp,spotify:track:4tslkjUCCD0LQG1GBcfxHp,https://api.spotify.com/v1/tracks/4tslkjUCCD0LQG1GBcfxHp,https://api.spotify.com/v1/audio-analysis/4tslkjUCCD0LQG1GBcfxHp,298667.0,4.0,,,
2457,2457,Carolina,Puerto Rico,Busta Rhymes,Everybody Rise Again,spotify:track:6nJyg6asDkAqfJNSbKaW9z,33,2001-11-07,0.756,0.912,6.0,-2.776,0.0,0.317,0.0962,0.0,0.296,0.702,92.214,audio_features,6nJyg6asDkAqfJNSbKaW9z,spotify:track:6nJyg6asDkAqfJNSbKaW9z,https://api.spotify.com/v1/tracks/6nJyg6asDkAqfJNSbKaW9z,https://api.spotify.com/v1/audio-analysis/6nJyg6asDkAqfJNSbKaW9z,253773.0,4.0,,,
2458,2458,Carolina,Puerto Rico,Jenni Rivera,Mi Vida Loca,spotify:track:1B9pWWgEJEb5YD8h1xnAjq,49,2012-12-01,0.556,0.778,0.0,-3.52,1.0,0.105,0.779,1.71e-06,0.25,0.966,133.969,audio_features,1B9pWWgEJEb5YD8h1xnAjq,spotify:track:1B9pWWgEJEb5YD8h1xnAjq,https://api.spotify.com/v1/tracks/1B9pWWgEJEb5YD8h1xnAjq,https://api.spotify.com/v1/audio-analysis/1B9pWWgEJEb5YD8h1xnAjq,211947.0,4.0,,,
2459,2459,Carolina,Puerto Rico,Don Omar,Intro,spotify:track:79Y9OfQ7IOZotCAONeajB3,33,2003-01-01,0.593,0.293,9.0,-8.8,0.0,0.212,0.192,7.46e-06,0.123,0.33,149.705,audio_features,79Y9OfQ7IOZotCAONeajB3,spotify:track:79Y9OfQ7IOZotCAONeajB3,https://api.spotify.com/v1/tracks/79Y9OfQ7IOZotCAONeajB3,https://api.spotify.com/v1/audio-analysis/79Y9OfQ7IOZotCAONeajB3,159213.0,4.0,,,
2460,2460,Carolina,Puerto Rico,Don Omar,Caserios #2,spotify:track:2bwC6HQd8BqUhCu6vqGWxE,39,2003-01-01,0.773,0.867,2.0,-6.782,1.0,0.256,0.308,7.1e-06,0.176,0.636,91.039,audio_features,2bwC6HQd8BqUhCu6vqGWxE,spotify:track:2bwC6HQd8BqUhCu6vqGWxE,https://api.spotify.com/v1/tracks/2bwC6HQd8BqUhCu6vqGWxE,https://api.spotify.com/v1/audio-analysis/2bwC6HQd8BqUhCu6vqGWxE,245400.0,4.0,,,
2461,2461,Carolina,Puerto Rico,George Hamilton IV,East Virginia,error,error,error,,,,,,,,,,,,,,,,,,,,,
2462,2462,Carolina,Puerto Rico,"The Firm, AZ, Nas",Affirmative Action,spotify:track:5ZSl7wZWVr3wBKpt72xOGw,26,2007-01-01,0.714,0.479,7.0,-13.968,0.0,0.94,0.693,0.0,0.654,0.313,122.43,audio_features,5ZSl7wZWVr3wBKpt72xOGw,spotify:track:5ZSl7wZWVr3wBKpt72xOGw,https://api.spotify.com/v1/tracks/5ZSl7wZWVr3wBKpt72xOGw,https://api.spotify.com/v1/audio-analysis/5ZSl7wZWVr3wBKpt72xOGw,313000.0,3.0,,,
2463,2463,Carolina,Puerto Rico,Lil Jon,Real Nigga Roll Call,spotify:track:5foeBkhka71GGN7QTA5ei9,0,2018-03-02,0.756,0.624,1.0,-13.124,0.0,0.0742,0.45,0.0,0.0822,0.572,130.054,audio_features,5foeBkhka71GGN7QTA5ei9,spotify:track:5foeBkhka71GGN7QTA5ei9,https://api.spotify.com/v1/tracks/5foeBkhka71GGN7QTA5ei9,https://api.spotify.com/v1/audio-analysis/5foeBkhka71GGN7QTA5ei9,208980.0,4.0,,,
2464,2464,Carolina,Puerto Rico,Aventura,Ella y Yo,spotify:track:6G4U9avyBNEfP0fAIduev3,74,2005-04-26,0.732,0.708,9.0,-7.905,0.0,0.262,0.534,0.0,0.237,0.717,175.924,audio_features,6G4U9avyBNEfP0fAIduev3,spotify:track:6G4U9avyBNEfP0fAIduev3,https://api.spotify.com/v1/tracks/6G4U9avyBNEfP0fAIduev3,https://api.spotify.com/v1/audio-analysis/6G4U9avyBNEfP0fAIduev3,267787.0,4.0,,,
2465,2465,Carolina,Puerto Rico,The Cardinals,When Will You Come Back Home,spotify:track:4fvsvoupQr9aneMPqROyGF,25,2005,0.645,0.57,4.0,-7.84,1.0,0.0262,0.691,0.00676,0.0955,0.654,106.108,audio_features,4fvsvoupQr9aneMPqROyGF,spotify:track:4fvsvoupQr9aneMPqROyGF,https://api.spotify.com/v1/tracks/4fvsvoupQr9aneMPqROyGF,https://api.spotify.com/v1/audio-analysis/4fvsvoupQr9aneMPqROyGF,292027.0,4.0,,,
2466,2466,Carolina,Puerto Rico,Ryan Adams,Let It Ride,spotify:track:2WePimRfUpg2Aru9jE4nVh,46,2005,0.434,0.843,2.0,-4.916,0.0,0.0315,0.0823,0.000463,0.216,0.89,154.226,audio_features,2WePimRfUpg2Aru9jE4nVh,spotify:track:2WePimRfUpg2Aru9jE4nVh,https://api.spotify.com/v1/tracks/2WePimRfUpg2Aru9jE4nVh,https://api.spotify.com/v1/audio-analysis/2WePimRfUpg2Aru9jE4nVh,203533.0,4.0,,,
2467,2467,Carolina,Puerto Rico,AZ,Affirmative Action [Remix],spotify:track:2WePimRfUpg2Aru9jE4nVh,46,2005,0.434,0.843,2.0,-4.916,0.0,0.0315,0.0823,0.000463,0.216,0.89,154.226,audio_features,2WePimRfUpg2Aru9jE4nVh,spotify:track:2WePimRfUpg2Aru9jE4nVh,https://api.spotify.com/v1/tracks/2WePimRfUpg2Aru9jE4nVh,https://api.spotify.com/v1/audio-analysis/2WePimRfUpg2Aru9jE4nVh,203533.0,4.0,,,
2468,2468,Carolina,Puerto Rico,Stéphane Grappelli,Chattanooga Choo Choo,spotify:track:02ANPolauG92g2ezogxPE9,5,2019-12-11,0.404,0.577,0.0,-10.705,1.0,0.0644,0.713,0.367,0.966,0.653,93.557,audio_features,02ANPolauG92g2ezogxPE9,spotify:track:02ANPolauG92g2ezogxPE9,https://api.spotify.com/v1/tracks/02ANPolauG92g2ezogxPE9,https://api.spotify.com/v1/audio-analysis/02ANPolauG92g2ezogxPE9,158019.0,4.0,,,
2469,2469,Carolina,Puerto Rico,Dwight Yoakam,Intentional Heartache,spotify:track:1tX8TGL5sKNM8Msdhn85E9,23,2005-06-14,0.512,0.924,9.0,-8.074,1.0,0.0694,0.125,0.0,0.205,0.764,146.672,audio_features,1tX8TGL5sKNM8Msdhn85E9,spotify:track:1tX8TGL5sKNM8Msdhn85E9,https://api.spotify.com/v1/tracks/1tX8TGL5sKNM8Msdhn85E9,https://api.spotify.com/v1/audio-analysis/1tX8TGL5sKNM8Msdhn85E9,265893.0,4.0,,,
