,Unnamed: 0,city,state,artist,song,uris,popularity,date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,error,error.status,error.message
535,535,Puerto Rico,Puerto Rico,Offset,Interview,spotify:track:3EH4OrDntqbOmknacF0GQg,42,2017-12-08,0.867,0.648,10.0,-6.361,0.0,0.168,0.0287,0.0,0.11,0.35,131.99,audio_features,3EH4OrDntqbOmknacF0GQg,spotify:track:3EH4OrDntqbOmknacF0GQg,https://api.spotify.com/v1/tracks/3EH4OrDntqbOmknacF0GQg,https://api.spotify.com/v1/audio-analysis/3EH4OrDntqbOmknacF0GQg,174195.0,4.0,,,
536,536,Puerto Rico,Puerto Rico,Wisin,No Te Vas [Remix],spotify:track:0UU6IOw7aZcUIu0iW7EfVW,49,2018-04-03,0.701,0.772,8.0,-5.458,1.0,0.184,0.0515,1.1e-06,0.0959,0.801,187.971,audio_features,0UU6IOw7aZcUIu0iW7EfVW,spotify:track:0UU6IOw7aZcUIu0iW7EfVW,https://api.spotify.com/v1/tracks/0UU6IOw7aZcUIu0iW7EfVW,https://api.spotify.com/v1/audio-analysis/0UU6IOw7aZcUIu0iW7EfVW,226947.0,4.0,,,
537,537,Puerto Rico,Puerto Rico,De la Ghetto,Miss Lonely [Remix],spotify:track:1ndlOUUT3Eq1SDCSdKJASw,69,2019-04-19,0.651,0.711,0.0,-5.461,1.0,0.164,0.176,0.0,0.024,0.719,81.907,audio_features,1ndlOUUT3Eq1SDCSdKJASw,spotify:track:1ndlOUUT3Eq1SDCSdKJASw,https://api.spotify.com/v1/tracks/1ndlOUUT3Eq1SDCSdKJASw,https://api.spotify.com/v1/audio-analysis/1ndlOUUT3Eq1SDCSdKJASw,240366.0,4.0,,,
538,538,Puerto Rico,Puerto Rico,Wisin,Todo el Amor,spotify:track:6s4B7PI38N8xmKdCqc14Q8,48,2018-09-28,0.747,0.873,8.0,-2.925,1.0,0.0775,0.205,0.0,0.0915,0.762,91.07,audio_features,6s4B7PI38N8xmKdCqc14Q8,spotify:track:6s4B7PI38N8xmKdCqc14Q8,https://api.spotify.com/v1/tracks/6s4B7PI38N8xmKdCqc14Q8,https://api.spotify.com/v1/audio-analysis/6s4B7PI38N8xmKdCqc14Q8,213898.0,4.0,,,
539,539,Puerto Rico,Puerto Rico,"Ñejo, Lito Kirino, Ele A El Dominio, Jamby El Favo",Flow de Kilero,spotify:track:63O4ew7TGbr4tz63R1gKRD,47,2018-03-21,0.814,0.613,10.0,-4.87,0.0,0.27,0.162,0.000569,0.0617,0.427,133.019,audio_features,63O4ew7TGbr4tz63R1gKRD,spotify:track:63O4ew7TGbr4tz63R1gKRD,https://api.spotify.com/v1/tracks/63O4ew7TGbr4tz63R1gKRD,https://api.spotify.com/v1/audio-analysis/63O4ew7TGbr4tz63R1gKRD,303445.0,4.0,,,
540,540,Puerto Rico,Puerto Rico,RZA,Banksta'z,spotify:track:0ZTTohcTVDaoXq9LjRNI2w,1,2003-09-03,0.466,0.591,11.0,-8.265,0.0,0.321,0.00267,0.0,0.132,0.573,139.147,audio_features,0ZTTohcTVDaoXq9LjRNI2w,spotify:track:0ZTTohcTVDaoXq9LjRNI2w,https://api.spotify.com/v1/tracks/0ZTTohcTVDaoXq9LjRNI2w,https://api.spotify.com/v1/audio-analysis/0ZTTohcTVDaoXq9LjRNI2w,310440.0,4.0,,,
541,541,Puerto Rico,Puerto Rico,Aaron Carter,Life Is a Party,spotify:track:0smbtqLMY26ylRXCrDk4yq,0,2011-09-10,0.757,0.853,4.0,-3.282,1.0,0.312,0.0131,0.0,0.628,0.558,174.007,audio_features,0smbtqLMY26ylRXCrDk4yq,spotify:track:0smbtqLMY26ylRXCrDk4yq,https://api.spotify.com/v1/tracks/0smbtqLMY26ylRXCrDk4yq,https://api.spotify.com/v1/audio-analysis/0smbtqLMY26ylRXCrDk4yq,337987.0,4.0,,,
542,542,Puerto Rico,Puerto Rico,Avant,Flickin,spotify:track:75LIUWyb7ZuYx5F2ykakHu,17,2003-01-01,0.864,0.679,11.0,-3.798,1.0,0.288,0.00847,0.0,0.0555,0.761,160.195,audio_features,75LIUWyb7ZuYx5F2ykakHu,spotify:track:75LIUWyb7ZuYx5F2ykakHu,https://api.spotify.com/v1/tracks/75LIUWyb7ZuYx5F2ykakHu,https://api.spotify.com/v1/audio-analysis/75LIUWyb7ZuYx5F2ykakHu,242013.0,4.0,,,
543,543,Puerto Rico,Puerto Rico,N'Klabe,I Love Salsa!,spotify:track:2fhcGmlZZ0j3oAKTaiuk91,46,2005-10-18,0.725,0.876,10.0,-4.227,1.0,0.0445,0.636,2.04e-06,0.342,0.961,110.213,audio_features,2fhcGmlZZ0j3oAKTaiuk91,spotify:track:2fhcGmlZZ0j3oAKTaiuk91,https://api.spotify.com/v1/tracks/2fhcGmlZZ0j3oAKTaiuk91,https://api.spotify.com/v1/audio-analysis/2fhcGmlZZ0j3oAKTaiuk91,254947.0,4.0,,,
544,544,Puerto Rico,Puerto Rico,"FrankPal, Sergito y El Dany",Un Plan,spotify:track:12b1RP9LBdYkJ3oPawq0fn,0,2019-08-23,0.805,0.758,4.0,-8.002,0.0,0.112,0.0582,3.83e-05,0.0943,0.51,115.986,audio_features,12b1RP9LBdYkJ3oPawq0fn,spotify:track:12b1RP9LBdYkJ3oPawq0fn,https://api.spotify.com/v1/tracks/12b1RP9LBdYkJ3oPawq0fn,https://api.spotify.com/v1/audio-analysis/12b1RP9LBdYkJ3oPawq0fn,212069.0,4.0,,,
545,545,Puerto Rico,Puerto Rico,Boni & Kelly,Un Pasito Por América,spotify:track:0ETslSTLxz9qht5Cjpy8RR,20,2017-06-23,0.816,0.94,5.0,-4.304,1.0,0.0992,0.175,0.0,0.339,0.961,94.003,audio_features,0ETslSTLxz9qht5Cjpy8RR,spotify:track:0ETslSTLxz9qht5Cjpy8RR,https://api.spotify.com/v1/tracks/0ETslSTLxz9qht5Cjpy8RR,https://api.spotify.com/v1/audio-analysis/0ETslSTLxz9qht5Cjpy8RR,218360.0,4.0,,,
546,546,Puerto Rico,Puerto Rico,Arcángel,I Got Flow (2070),spotify:track:0C84p5rRe9YrYYg2R1P8T9,31,2008-12-09,0.782,0.85,9.0,-5.93,1.0,0.327,0.0332,0.0,0.0724,0.64,91.998,audio_features,0C84p5rRe9YrYYg2R1P8T9,spotify:track:0C84p5rRe9YrYYg2R1P8T9,https://api.spotify.com/v1/tracks/0C84p5rRe9YrYYg2R1P8T9,https://api.spotify.com/v1/audio-analysis/0C84p5rRe9YrYYg2R1P8T9,234613.0,4.0,,,
547,547,Puerto Rico,Puerto Rico,Ana Tijoux,Somos Sur,spotify:track:7Ke2pX91o8sYw220ZY0whv,49,2014-04-15,0.646,0.826,1.0,-6.951,1.0,0.213,0.0666,0.000741,0.11,0.684,179.996,audio_features,7Ke2pX91o8sYw220ZY0whv,spotify:track:7Ke2pX91o8sYw220ZY0whv,https://api.spotify.com/v1/tracks/7Ke2pX91o8sYw220ZY0whv,https://api.spotify.com/v1/audio-analysis/7Ke2pX91o8sYw220ZY0whv,226923.0,4.0,,,
548,548,Puerto Rico,Puerto Rico,"Químico Ultra Mega, Moncho Chavea, Original Elias",Vivimos Bien,spotify:track:3y2u4FD7mbnqmqwqdW8UA7,33,2020-02-19,0.855,0.501,2.0,-13.867,1.0,0.296,0.44,0.0,0.0729,0.783,140.092,audio_features,3y2u4FD7mbnqmqwqdW8UA7,spotify:track:3y2u4FD7mbnqmqwqdW8UA7,https://api.spotify.com/v1/tracks/3y2u4FD7mbnqmqwqdW8UA7,https://api.spotify.com/v1/audio-analysis/3y2u4FD7mbnqmqwqdW8UA7,195429.0,4.0,,,
549,549,Puerto Rico,Puerto Rico,J Alvarez,El Tiempo,spotify:track:1OPGYvr0lipTQ6G3coJPXz,19,2017-02-24,0.708,0.713,6.0,-6.328,1.0,0.107,0.367,0.0,0.139,0.692,172.026,audio_features,1OPGYvr0lipTQ6G3coJPXz,spotify:track:1OPGYvr0lipTQ6G3coJPXz,https://api.spotify.com/v1/tracks/1OPGYvr0lipTQ6G3coJPXz,https://api.spotify.com/v1/audio-analysis/1OPGYvr0lipTQ6G3coJPXz,214693.0,4.0,,,
550,550,Puerto Rico,Puerto Rico,J Alvarez,Los del Torque,spotify:track:4X0dr2eRrNBiI3B1TPSW6y,18,2016-09-23,0.784,0.662,10.0,-8.077,0.0,0.267,0.0259,0.0,0.125,0.815,93.002,audio_features,4X0dr2eRrNBiI3B1TPSW6y,spotify:track:4X0dr2eRrNBiI3B1TPSW6y,https://api.spotify.com/v1/tracks/4X0dr2eRrNBiI3B1TPSW6y,https://api.spotify.com/v1/audio-analysis/4X0dr2eRrNBiI3B1TPSW6y,263720.0,4.0,,,
551,551,Puerto Rico,Puerto Rico,"Kevin Roldan, Alexis & Fido, Fonseca",Una en un Millón [Remix],error,error,error,,,,,,,,,,,,,,,,,,,,,
552,552,Puerto Rico,Puerto Rico,J Alvarez,Despierta Bien,spotify:track:3FUhTfp9x6eC9M3RbI2GOp,18,2018-03-30,0.81,0.893,9.0,-3.209,0.0,0.0744,0.245,0.0,0.139,0.935,100.042,audio_features,3FUhTfp9x6eC9M3RbI2GOp,spotify:track:3FUhTfp9x6eC9M3RbI2GOp,https://api.spotify.com/v1/tracks/3FUhTfp9x6eC9M3RbI2GOp,https://api.spotify.com/v1/audio-analysis/3FUhTfp9x6eC9M3RbI2GOp,218896.0,4.0,,,
553,553,Puerto Rico,Puerto Rico,"Kevin Roldan, Bryant Myers, Almighty, Noriel, Bad Bunny",Me Llueven 3.0,spotify:track:7b59ZUw0TkGZuE0HNeiuc4,50,2017-03-10,0.848,0.644,4.0,-4.365,0.0,0.153,0.275,0.0,0.791,0.645,121.946,audio_features,7b59ZUw0TkGZuE0HNeiuc4,spotify:track:7b59ZUw0TkGZuE0HNeiuc4,https://api.spotify.com/v1/tracks/7b59ZUw0TkGZuE0HNeiuc4,https://api.spotify.com/v1/audio-analysis/7b59ZUw0TkGZuE0HNeiuc4,290013.0,4.0,,,
554,554,Puerto Rico,Puerto Rico,"Maluma, Jory Boy",Desafío,spotify:track:3pk19nKnFSl9E4X7gqq10A,40,2016-12-02,0.838,0.678,11.0,-5.183,0.0,0.0762,0.154,2.16e-06,0.18,0.887,89.011,audio_features,3pk19nKnFSl9E4X7gqq10A,spotify:track:3pk19nKnFSl9E4X7gqq10A,https://api.spotify.com/v1/tracks/3pk19nKnFSl9E4X7gqq10A,https://api.spotify.com/v1/audio-analysis/3pk19nKnFSl9E4X7gqq10A,210827.0,4.0,,,
555,555,Puerto Rico,Puerto Rico,Ricardo Ray,Bella Es la Navidad,spotify:track:1zGrKEYNND198RgqpyZqvv,26,1998,0.663,0.676,9.0,-7.545,0.0,0.0386,0.519,0.000161,0.0898,0.527,91.162,audio_features,1zGrKEYNND198RgqpyZqvv,spotify:track:1zGrKEYNND198RgqpyZqvv,https://api.spotify.com/v1/tracks/1zGrKEYNND198RgqpyZqvv,https://api.spotify.com/v1/audio-analysis/1zGrKEYNND198RgqpyZqvv,301853.0,4.0,,,
556,556,Puerto Rico,Puerto Rico,"El Micha, J Alvarez",Tú Quieres,spotify:track:0vKiBmy2RNqiVR8ArvPdyl,22,2018-03-30,0.735,0.79,7.0,-4.01,1.0,0.18,0.098,0.0,0.146,0.803,171.862,audio_features,0vKiBmy2RNqiVR8ArvPdyl,spotify:track:0vKiBmy2RNqiVR8ArvPdyl,https://api.spotify.com/v1/tracks/0vKiBmy2RNqiVR8ArvPdyl,https://api.spotify.com/v1/audio-analysis/0vKiBmy2RNqiVR8ArvPdyl,193055.0,4.0,,,
557,557,Puerto Rico,Puerto Rico,"KB, GabrielRodriquezEMC, Yariel",Long Live The Champion,spotify:track:6fUxgWa744fqILNOVFrysp,51,2018-07-17,0.691,0.795,8.0,-4.082,0.0,0.0972,0.00795,0.0,0.0878,0.628,137.994,audio_features,6fUxgWa744fqILNOVFrysp,spotify:track:6fUxgWa744fqILNOVFrysp,https://api.spotify.com/v1/tracks/6fUxgWa744fqILNOVFrysp,https://api.spotify.com/v1/audio-analysis/6fUxgWa744fqILNOVFrysp,263118.0,4.0,,,
558,558,Puerto Rico,Puerto Rico,"Randy, J Alvarez, Carlitos Rossy, Anonimus, Darkiel, Lito Kirino",6 De La Morning [Reloaded],spotify:track:4rbCwMqFCuBCm9wD2EJqgy,28,2019-04-19,0.702,0.755,6.0,-5.568,0.0,0.0891,0.111,0.0,0.375,0.277,143.971,audio_features,4rbCwMqFCuBCm9wD2EJqgy,spotify:track:4rbCwMqFCuBCm9wD2EJqgy,https://api.spotify.com/v1/tracks/4rbCwMqFCuBCm9wD2EJqgy,https://api.spotify.com/v1/audio-analysis/4rbCwMqFCuBCm9wD2EJqgy,383600.0,4.0,,,
559,559,Puerto Rico,Puerto Rico,"Mark B., Arcángel, De la Ghetto, Bad Bunny, Amenazzy",Me Llamas,spotify:track:3LgtCt7CVhMvNSMGoQD9i1,52,2016-11-09,0.799,0.595,2.0,-7.015,1.0,0.193,0.259,0.0,0.344,0.555,120.06,audio_features,3LgtCt7CVhMvNSMGoQD9i1,spotify:track:3LgtCt7CVhMvNSMGoQD9i1,https://api.spotify.com/v1/tracks/3LgtCt7CVhMvNSMGoQD9i1,https://api.spotify.com/v1/audio-analysis/3LgtCt7CVhMvNSMGoQD9i1,328000.0,4.0,,,
560,560,Puerto Rico,Puerto Rico,"Maluma, Cosculluela",Solo a Solas,spotify:track:4iKuG50iHNBaybQOo11yrN,53,2017-10-27,0.766,0.646,6.0,-4.83,0.0,0.281,0.187,1.24e-05,0.107,0.646,86.928,audio_features,4iKuG50iHNBaybQOo11yrN,spotify:track:4iKuG50iHNBaybQOo11yrN,https://api.spotify.com/v1/tracks/4iKuG50iHNBaybQOo11yrN,https://api.spotify.com/v1/audio-analysis/4iKuG50iHNBaybQOo11yrN,204224.0,4.0,,,
561,561,Puerto Rico,Puerto Rico,Hector el Father,Vamos Pa La Calle,spotify:track:23mxI8WrJJx5SF1M5HirFX,50,2018-08-21,0.728,0.877,6.0,-3.552,0.0,0.176,0.544,0.0,0.316,0.78,88.024,audio_features,23mxI8WrJJx5SF1M5HirFX,spotify:track:23mxI8WrJJx5SF1M5HirFX,https://api.spotify.com/v1/tracks/23mxI8WrJJx5SF1M5HirFX,https://api.spotify.com/v1/audio-analysis/23mxI8WrJJx5SF1M5HirFX,207480.0,4.0,,,
562,562,Puerto Rico,Puerto Rico,Morgan Heritage,Give It to Me,spotify:track:01DDTfqYbhVjrJyNnJ15kN,5,2019-08-02,0.727,0.849,0.0,-4.241,0.0,0.239,0.0155,0.0,0.053,0.818,99.979,audio_features,01DDTfqYbhVjrJyNnJ15kN,spotify:track:01DDTfqYbhVjrJyNnJ15kN,https://api.spotify.com/v1/tracks/01DDTfqYbhVjrJyNnJ15kN,https://api.spotify.com/v1/audio-analysis/01DDTfqYbhVjrJyNnJ15kN,158539.0,4.0,,,
563,563,Puerto Rico,Puerto Rico,"Anonimus, Shelow Shaq",Pónteme Así,spotify:track:239eludTy9rVXjDxIs0nL5,8,2018-10-19,0.748,0.706,4.0,-4.591,0.0,0.351,0.149,0.0,0.0405,0.173,140.939,audio_features,239eludTy9rVXjDxIs0nL5,spotify:track:239eludTy9rVXjDxIs0nL5,https://api.spotify.com/v1/tracks/239eludTy9rVXjDxIs0nL5,https://api.spotify.com/v1/audio-analysis/239eludTy9rVXjDxIs0nL5,168529.0,4.0,,,
564,564,Puerto Rico,Puerto Rico,Animaniacs,Yakko's World,spotify:track:4SMxjek0kCThUdebOZBji0,31,2020-07-01,0.592,0.42,6.0,-12.387,1.0,0.114,0.567,0.0,0.0745,0.958,69.783,audio_features,4SMxjek0kCThUdebOZBji0,spotify:track:4SMxjek0kCThUdebOZBji0,https://api.spotify.com/v1/tracks/4SMxjek0kCThUdebOZBji0,https://api.spotify.com/v1/audio-analysis/4SMxjek0kCThUdebOZBji0,102909.0,4.0,,,
565,565,Puerto Rico,Puerto Rico,Dead Prez,Behind Enemy Lines,spotify:track:7g1BtOqah1avrCqq3zRaF4,37,2000-02-08,0.558,0.773,4.0,-5.661,1.0,0.532,0.299,0.0,0.713,0.738,93.328,audio_features,7g1BtOqah1avrCqq3zRaF4,spotify:track:7g1BtOqah1avrCqq3zRaF4,https://api.spotify.com/v1/tracks/7g1BtOqah1avrCqq3zRaF4,https://api.spotify.com/v1/audio-analysis/7g1BtOqah1avrCqq3zRaF4,183733.0,4.0,,,
566,566,Puerto Rico,Puerto Rico,Tego Calderón,No Me la Explota,spotify:track:42coXpyBiqtsoEYnyRrEPi,35,2003-07-01,0.815,0.722,4.0,-4.495,0.0,0.365,0.38,5.43e-06,0.14,0.864,92.032,audio_features,42coXpyBiqtsoEYnyRrEPi,spotify:track:42coXpyBiqtsoEYnyRrEPi,https://api.spotify.com/v1/tracks/42coXpyBiqtsoEYnyRrEPi,https://api.spotify.com/v1/audio-analysis/42coXpyBiqtsoEYnyRrEPi,279920.0,4.0,,,
567,567,Puerto Rico,Puerto Rico,Tego Calderón,Cambumbo,spotify:track:0cog8n6942onRBaNJ6vTqH,45,2003-07-01,0.886,0.603,2.0,-3.587,1.0,0.175,0.195,0.000251,0.0456,0.953,90.998,audio_features,0cog8n6942onRBaNJ6vTqH,spotify:track:0cog8n6942onRBaNJ6vTqH,https://api.spotify.com/v1/tracks/0cog8n6942onRBaNJ6vTqH,https://api.spotify.com/v1/audio-analysis/0cog8n6942onRBaNJ6vTqH,179413.0,4.0,,,
568,568,Puerto Rico,Puerto Rico,Tego Calderón,Los Difuntos,spotify:track:2FNnYfU9gmHTs3sUHz0aoB,37,2003-07-01,0.65,0.696,1.0,-5.354,1.0,0.494,0.502,0.0,0.333,0.733,88.049,audio_features,2FNnYfU9gmHTs3sUHz0aoB,spotify:track:2FNnYfU9gmHTs3sUHz0aoB,https://api.spotify.com/v1/tracks/2FNnYfU9gmHTs3sUHz0aoB,https://api.spotify.com/v1/audio-analysis/2FNnYfU9gmHTs3sUHz0aoB,185667.0,4.0,,,
569,569,Puerto Rico,Puerto Rico,Pato Banton,Go Pato,spotify:track:4f1EdNgsnvVz6K5Qbu5JS0,54,2008-01-01,0.793,0.821,4.0,-7.5,0.0,0.0454,0.0176,4.59e-06,0.317,0.798,92.836,audio_features,4f1EdNgsnvVz6K5Qbu5JS0,spotify:track:4f1EdNgsnvVz6K5Qbu5JS0,https://api.spotify.com/v1/tracks/4f1EdNgsnvVz6K5Qbu5JS0,https://api.spotify.com/v1/audio-analysis/4f1EdNgsnvVz6K5Qbu5JS0,275400.0,4.0,,,
570,570,Puerto Rico,Puerto Rico,George Chakiris,America,spotify:track:1RZ6jzlPeEaDeKYe7IJ792,46,1961,0.413,0.559,2.0,-8.938,0.0,0.217,0.653,2.05e-05,0.565,0.7,158.812,audio_features,1RZ6jzlPeEaDeKYe7IJ792,spotify:track:1RZ6jzlPeEaDeKYe7IJ792,https://api.spotify.com/v1/tracks/1RZ6jzlPeEaDeKYe7IJ792,https://api.spotify.com/v1/audio-analysis/1RZ6jzlPeEaDeKYe7IJ792,299000.0,3.0,,,
571,571,Puerto Rico,Puerto Rico,Patrick Juvet,I Love America,spotify:track:4ONHdpr9p6TwUMt8W2UT7g,0,2011-01-18,0.428,0.81,9.0,-5.984,0.0,0.0271,0.00229,0.149,0.0354,0.703,121.162,audio_features,4ONHdpr9p6TwUMt8W2UT7g,spotify:track:4ONHdpr9p6TwUMt8W2UT7g,https://api.spotify.com/v1/tracks/4ONHdpr9p6TwUMt8W2UT7g,https://api.spotify.com/v1/audio-analysis/4ONHdpr9p6TwUMt8W2UT7g,209347.0,4.0,,,
572,572,Puerto Rico,Puerto Rico,Leonard Bernstein,America,spotify:track:2LtrbpAkLRflC69sjay7Z2,36,1961,0.505,0.468,2.0,-12.349,0.0,0.165,0.623,2.18e-05,0.229,0.637,77.411,audio_features,2LtrbpAkLRflC69sjay7Z2,spotify:track:2LtrbpAkLRflC69sjay7Z2,https://api.spotify.com/v1/tracks/2LtrbpAkLRflC69sjay7Z2,https://api.spotify.com/v1/audio-analysis/2LtrbpAkLRflC69sjay7Z2,299507.0,3.0,,,
573,573,Puerto Rico,Puerto Rico,Peter More,Cuando,spotify:track:10LEObiMkLNp3t92t2EwgV,1,2018-08-24,0.682,0.684,1.0,-6.585,1.0,0.0284,0.0927,0.000198,0.15,0.545,118.983,audio_features,10LEObiMkLNp3t92t2EwgV,spotify:track:10LEObiMkLNp3t92t2EwgV,https://api.spotify.com/v1/tracks/10LEObiMkLNp3t92t2EwgV,https://api.spotify.com/v1/audio-analysis/10LEObiMkLNp3t92t2EwgV,231360.0,4.0,,,
574,574,Puerto Rico,Puerto Rico,Frost,Mamacita,spotify:track:4jgKd1FFIBEZfiLq76qU46,20,1999-12-14,0.807,0.884,1.0,-6.564,0.0,0.269,0.0281,0.0,0.0623,0.841,94.875,audio_features,4jgKd1FFIBEZfiLq76qU46,spotify:track:4jgKd1FFIBEZfiLq76qU46,https://api.spotify.com/v1/tracks/4jgKd1FFIBEZfiLq76qU46,https://api.spotify.com/v1/audio-analysis/4jgKd1FFIBEZfiLq76qU46,287200.0,4.0,,,
575,575,Puerto Rico,Puerto Rico,Mexicano 777,I Feel Like Crying,error,error,error,,,,,,,,,,,,,,,,,,,,,
576,576,Puerto Rico,Puerto Rico,Frost,Mamacita,spotify:track:4jgKd1FFIBEZfiLq76qU46,20,1999-12-14,0.807,0.884,1.0,-6.564,0.0,0.269,0.0281,0.0,0.0623,0.841,94.875,audio_features,4jgKd1FFIBEZfiLq76qU46,spotify:track:4jgKd1FFIBEZfiLq76qU46,https://api.spotify.com/v1/tracks/4jgKd1FFIBEZfiLq76qU46,https://api.spotify.com/v1/audio-analysis/4jgKd1FFIBEZfiLq76qU46,287200.0,4.0,,,
577,577,Puerto Rico,Puerto Rico,Zion & Lennox,Delirio,spotify:track:3tCMkWXH8WdzyVQWDrBz52,37,2019-10-25,0.709,0.615,11.0,-5.041,1.0,0.212,0.31,0.0,0.105,0.629,184.187,audio_features,3tCMkWXH8WdzyVQWDrBz52,spotify:track:3tCMkWXH8WdzyVQWDrBz52,https://api.spotify.com/v1/tracks/3tCMkWXH8WdzyVQWDrBz52,https://api.spotify.com/v1/audio-analysis/3tCMkWXH8WdzyVQWDrBz52,195493.0,4.0,,,
578,578,Puerto Rico,Puerto Rico,"Mozart La Para, Farina, Sech",Ojalá,spotify:track:3d2JQX7krunAaZ07gtQhCG,55,2018-12-06,0.531,0.667,6.0,-5.778,1.0,0.192,0.176,0.0,0.0523,0.816,126.509,audio_features,3d2JQX7krunAaZ07gtQhCG,spotify:track:3d2JQX7krunAaZ07gtQhCG,https://api.spotify.com/v1/tracks/3d2JQX7krunAaZ07gtQhCG,https://api.spotify.com/v1/audio-analysis/3d2JQX7krunAaZ07gtQhCG,215723.0,5.0,,,
579,579,Puerto Rico,Puerto Rico,DJ Luigi,Carnavales 2017,spotify:track:3tO4RQEPkWguLlLs8Qb9Rz,28,2017-03-07,0.463,0.886,7.0,-5.27,1.0,0.1,0.0734,0.0,0.342,0.735,99.452,audio_features,3tO4RQEPkWguLlLs8Qb9Rz,spotify:track:3tO4RQEPkWguLlLs8Qb9Rz,https://api.spotify.com/v1/tracks/3tO4RQEPkWguLlLs8Qb9Rz,https://api.spotify.com/v1/audio-analysis/3tO4RQEPkWguLlLs8Qb9Rz,3669107.0,4.0,,,
580,580,Puerto Rico,Puerto Rico,"Slogan , Evan Spikes",Avaro,spotify:track:4UqN9DAUKlN5NwwRnTNWGD,41,2019-08-02,0.72,0.792,5.0,-7.808,0.0,0.0707,0.00153,0.000261,0.104,0.677,75.012,audio_features,4UqN9DAUKlN5NwwRnTNWGD,spotify:track:4UqN9DAUKlN5NwwRnTNWGD,https://api.spotify.com/v1/tracks/4UqN9DAUKlN5NwwRnTNWGD,https://api.spotify.com/v1/audio-analysis/4UqN9DAUKlN5NwwRnTNWGD,150375.0,4.0,,,
581,581,Puerto Rico,Puerto Rico,Wavy Kids,Melón,spotify:track:7b2rYsAaUHvr205BHlUXqF,2,2019-08-02,0.784,0.745,1.0,-8.626,1.0,0.0373,0.411,0.0534,0.149,0.417,109.982,audio_features,7b2rYsAaUHvr205BHlUXqF,spotify:track:7b2rYsAaUHvr205BHlUXqF,https://api.spotify.com/v1/tracks/7b2rYsAaUHvr205BHlUXqF,https://api.spotify.com/v1/audio-analysis/7b2rYsAaUHvr205BHlUXqF,181097.0,4.0,,,
582,582,Puerto Rico,Puerto Rico,Merengue Latin Band,Don´t Worry Be Happy (Merengue Version),spotify:track:47HHdngYmT4PZxLulDkqXv,13,2010-08-27,0.765,0.899,4.0,-4.044,1.0,0.15,0.135,0.0991,0.0485,0.962,163.966,audio_features,47HHdngYmT4PZxLulDkqXv,spotify:track:47HHdngYmT4PZxLulDkqXv,https://api.spotify.com/v1/tracks/47HHdngYmT4PZxLulDkqXv,https://api.spotify.com/v1/audio-analysis/47HHdngYmT4PZxLulDkqXv,266493.0,4.0,,,
583,583,Puerto Rico,Puerto Rico,Carl Thomas,I Love My Life,spotify:track:4j4I2rnCNJHXdqRvEaPqAN,32,1998-07-07,0.722,0.729,1.0,-5.972,1.0,0.237,0.0073,7.24e-06,0.043,0.431,172.536,audio_features,4j4I2rnCNJHXdqRvEaPqAN,spotify:track:4j4I2rnCNJHXdqRvEaPqAN,https://api.spotify.com/v1/tracks/4j4I2rnCNJHXdqRvEaPqAN,https://api.spotify.com/v1/audio-analysis/4j4I2rnCNJHXdqRvEaPqAN,277000.0,4.0,,,
584,584,Puerto Rico,Puerto Rico,M.O.P.,New York Giants,spotify:track:2pmsuhR9b0oe6Sgdn1cFfL,29,2000-03-01,0.516,0.856,0.0,-3.031,0.0,0.343,0.0264,0.0,0.359,0.743,84.155,audio_features,2pmsuhR9b0oe6Sgdn1cFfL,spotify:track:2pmsuhR9b0oe6Sgdn1cFfL,https://api.spotify.com/v1/tracks/2pmsuhR9b0oe6Sgdn1cFfL,https://api.spotify.com/v1/audio-analysis/2pmsuhR9b0oe6Sgdn1cFfL,210507.0,4.0,,,
585,585,Puerto Rico,Puerto Rico,Sisqó,Got to Get It,spotify:track:5z17Oquw4RhTv8VaqOvDt0,44,1999-01-01,0.761,0.782,10.0,-6.58,0.0,0.0601,0.139,0.0,0.0648,0.766,101.886,audio_features,5z17Oquw4RhTv8VaqOvDt0,spotify:track:5z17Oquw4RhTv8VaqOvDt0,https://api.spotify.com/v1/tracks/5z17Oquw4RhTv8VaqOvDt0,https://api.spotify.com/v1/audio-analysis/5z17Oquw4RhTv8VaqOvDt0,174667.0,4.0,,,
586,586,Puerto Rico,Puerto Rico,Big Punisher,Live at Jimmy's,spotify:track:0O6fVjTTejTNoS5Bbacw5x,6,2004-06-19,0.698,0.327,2.0,-14.257,1.0,0.0435,0.825,1.93e-06,0.073,0.686,93.105,audio_features,0O6fVjTTejTNoS5Bbacw5x,spotify:track:0O6fVjTTejTNoS5Bbacw5x,https://api.spotify.com/v1/tracks/0O6fVjTTejTNoS5Bbacw5x,https://api.spotify.com/v1/audio-analysis/0O6fVjTTejTNoS5Bbacw5x,168040.0,4.0,,,
