state,city,song,artist,uris,duration_ms,popularity,date
New York,New York City,Brooklyn in the Blood,(from the musical Brooklyn),spotify:track:5aC8DP5QDBQgrv21sDWreT,326093,13,2012-10-23
New York,New York City,Brooklyn in the Summer,Aloe Blacc,spotify:track:5bTysxqGHXdSGiZVgljzCY,208214,61,2018-05-11
New York,New York City,Brooklyn (In the Heart of),3 the Hard Way,spotify:track:0xhmw0KlpWxY0NwKKcWcDn,449308,0,1997-03-24
New York,New York City,Brooklyn Is A Submarine,Nick Monaco,spotify:track:7dxOA7cLQ0nZM3oM1NNc9B,189450,8,2014-09-08
New York,New York City,Brooklyn Is Burning,Head Automatica,spotify:track:0pufN3jW0d6cQK9R9wtiKo,234986,33,2004-08-10
New York,New York City,Brooklyn Keeps On Takin' It,Chop Shop,error,234986,33,2004-08-10
New York,New York City,Brooklyn Kids,Pete Townshend,spotify:track:6zTViBJuTQbnQsXwluc53u,291226,6,1987-07-08
New York,New York City,A Brooklyn Kind Of Life,Widow Prizum (hip hop),error,291226,6,1987-07-08
New York,New York City,Brooklyn King,Masta Killa,spotify:track:4lsu5Z4gNeM2emG5Vf2uHW,159800,12,2006-01-01
New York,New York City,Brooklyn Kisses,Janice Robinson,spotify:track:6ghQjEJaXXwNmPPZFVRwKZ,252187,10,2010-11-16
New York,New York City,Brooklyn Miracle,Mike Heron,spotify:track:3TRJsQ8j5wQhj9gsHJchFJ,321293,0,2016-03-14
New York,New York City,Brooklyn Movements,Da Bush Babees,spotify:track:7mKSr9j6XeRpLP3No7kPfb,243960,4,2007-03-26
New York,New York City,Brooklyn Music,"DJ Cinema, Fabolous, Memphis Bleek",spotify:track:6zo52JP3T62BJWN1Fd802D,364800,51,2005-10-11
New York,New York City,Brooklyn N.Y.C.,James Tragas,spotify:track:1arh29Ntn5kd0GeO9bqig0,350666,40,1995-06-27
New York,New York City,Brooklyn Nights,Gregg Karukas,spotify:track:7FmnuFY4BdrnVbtKSfBFNI,293600,13,2002-03-15
New York,New York City,Brooklyn on a Saturday Night,Neil Diamond,spotify:track:3TdU4tHuiKVq716XQevQcb,221066,6,1984-01-01
New York,New York City,Brooklyn on My Mind,The Blam,spotify:track:7omnvliBjRNX0nGJTxitNq,143933,5,2002-09-10
New York,New York City,Brooklyn (Original Old School),3 the Hard Way,spotify:track:6UPXOhnf6dWbEsUdrX76sF,383002,0,1997-03-24
New York,New York City,Brooklyn (Owes the Charmer Under Me),Steely Dan,spotify:track:5w6AGoRTmtlLK89lhrupBR,259333,44,1972-01-01
New York,New York City,BrooklynParis (Transatlantikonexion),La Conspiration Featuring Widow Prizum (hip hop),error,259333,44,1972-01-01
New York,New York City,Brooklyn Polka,Bill Gale (polka artist},spotify:track:3RbpwH3XzgFDIxRQHuqWvk,162005,0,2019-04-08
New York,New York City,Brooklyn Queens,3rd Bass,spotify:track:2mNGQ9uJH4VqCSrCPS2hBw,217240,24,1989
New York,New York City,Brooklyn Recycles,Brooklyn Funk Essentials,spotify:track:5DAEowMEmzqko8kYMsTqob,324373,19,1995-06-27
New York,New York City,Brooklyn Roads,Neil Diamond,spotify:track:2xCfhGqLL1QcGGzkqfdxN7,218680,41,2017-03-31
New York,New York City,Brooklyn Rock,Joe Sydenham & Nikola Gala,spotify:track:6koE5FFJprje8UUL8Gbbm2,137933,31,2018-04-27
New York,New York City,Brooklyn Rock,Lord Kitchener (calypsonian),spotify:track:6koE5FFJprje8UUL8Gbbm2,137933,31,2018-04-27
New York,New York City,Brooklyn Sky,Digable Planets,spotify:track:5ahdrER5j4oKsch2VCABjr,149415,17,2018-05-25
New York,New York City,Brooklyn Slide,Los Straitjackets,spotify:track:0YJ8oHche3u5Fbogm6mCCn,196026,16,2012-08-07
New York,New York City,Brooklyn Special,R Zee Jackson (reggae),spotify:track:2oLV3S6L99KLmjVbj9FJtm,197250,18,2011-02-14
New York,New York City,Brooklyn Stars,Matt Pond PA,spotify:track:63JDuqZw2jXfYQyDdHwdGE,229320,14,2005
New York,New York City,Brooklyn Steakhouse,Bumblefoot,spotify:track:2bbwAmLutFWCGOevxEL5tB,242493,3,1998-01-01
New York,New York City,Brooklyn Style,Ossie Hibbert,spotify:track:3H5sO46M1UoxBEX6ZJDUDq,235960,19,1994-01-01
New York,New York City,Brooklyn Style,Choice MC's,spotify:track:4jGo5m4kYSiUTsZbWhkiTc,314853,0,1985-02-02
New York,New York City,Brooklyn Style...Laid Out,Big Daddy Kane,spotify:track:3H5sO46M1UoxBEX6ZJDUDq,235960,19,1994-01-01
New York,New York City,Brooklyn to Broadway,Pino Donaggio,spotify:track:5i5oI0SHAN7RKXXSAk7HHh,549720,12,2000-04-03
New York,New York City,Brooklyn To L.A.,Doctor Ice,spotify:track:0a4KX5j4fKAedaZZLGQ6TC,221440,0,1989-01-01
New York,New York City,Brooklyn to TNeck,Das EFX,spotify:track:4R49vyyOJhf4QULunsAhzU,243840,22,1992-04-07
New York,New York City,Brooklyn Took It,Jeru The Damaja,spotify:track:2F8I7MsqHj583E3pFa2Fx9,203466,26,1994-05-24
New York,New York City,Brooklyn Tourist,Chalkdust,spotify:track:4bFvTG1C95kFrFcBpcJOFo,333960,0,2006-07-03
New York,New York City,Brooklyn TwoStep,Jimmy Shand,error,333960,0,2006-07-03
New York,New York City,Brooklyn Uncompromised,Jeff Berlin,spotify:track:7f2odzPuyNNXKkOhBTbrNa,348000,0,2007-07-17
New York,New York City,Brooklyn We Go Hard,JayZ,spotify:track:4MZh3QgdiRYTjWz0vUqmXu,226586,24,2015-01-25
New York,New York City,Brooklyn Woman,Lord Kitchener (calypsonian),spotify:track:5aZsRVl7V7Wn8GKYCtqtkf,265760,46,1997-06-12
New York,New York City,Brooklyn Zoo,Ol' Dirty Bastard,spotify:track:2FWmKZ3kNbVsKGhuNHsltW,217506,59,1995
New York,New York City,Brooklynonga,(from Argentine Nights),spotify:track:2N91aUb3z4m3pWD0ugyMKt,165480,28,2018-12-21
New York,New York City,Brooklyn's Finest,JayZ feat. The Notorious B.I.G.,spotify:track:68WCiBa9dfDU5PBhTl6MYe,275640,51,1996-06-25
New York,New York City,Brooklyn's Here,(from Newsies),spotify:track:0HMmRjleY5EvXTJwxKTiML,114640,3,2019-04-26
New York,New York City,Brooklyn's on Fire,Nicole Atkins,spotify:track:1kcCzN1P4lvEhh7m2qk45g,221826,16,2007-10-30
New York,New York City,Brooklyn's the Borough,Tony Touch,spotify:track:13EWEB0SHGyDQKXlKry1gq,169253,0,2008-01-01
New York,New York City,The Brooklynites,Soul Coughing,spotify:track:0b9Rn8nIPcJ2ynpg0KbhIv,217466,3,2007-03-26
New York,New York City,Brother,Gil ScottHeron,spotify:track:53sSvO4tgcqgLs3ej6c688,154324,18,1970
New York,New York City,Brought Up in New York (Brought Down in L.A.),Paul Anka,error,154324,18,1970
New York,New York City,Brownsville,Queen Latifah,spotify:track:3xU09j1QTG5s7Dfk64bz4P,280693,7,1998-01-01
New York,New York City,Bruno's Christmas On The Mall,Tom Chapin,spotify:track:1YaG6fWSFQbu4e1CJ5828m,318866,3,2009-12-21
New York,New York City,Bucktown,SmifNWessun,spotify:track:5fyRqeycMofUoGmDis5Gu6,236936,56,1995
New York,New York City,Buffalo Gals,Malcolm McLaren,spotify:track:4gCo2r1gCEw70OAq9cF1uW,259426,41,1983
New York,New York City,A Buffalo In New York City,Brandywine Bridge,spotify:track:6waq99KeRtFq3LIJDmcJhc,172133,0,1990-01-01
New York,New York City,Bulletproof Weeks,Matt Nathanson,spotify:track:4ytcnBQOoAHtHiIQ4zXPWe,241306,40,2007-01-01
New York,New York City,Bullets Under Broadway,(from the revue Forbidden Broadway),spotify:track:4nG38zkukXKpVNmqELW7B2,168453,1,2014-07-22
New York,New York City,Bulls in Brooklyn,The Academy Is...,spotify:track:10nNkqpddkR0VUvOLWGqAc,207026,23,2007-04-02
New York,New York City,Bulls in the Bronx,Pierce the Veil,spotify:track:23UoI3jlFiWdo5jadUYo69,267866,61,2012-07-17
New York,New York City,Bully of New York,Ana Egge,spotify:track:01tk20Msd3RwoIbRnFI1VU,204240,1,2009-01-01
New York,New York City,Burning Hot (Trans Brooklyn Express),Brooklyn Express,error,204240,1,2009-01-01
New York,New York City,Bushwick Blues,Delta Spirit,spotify:track:0xV0YnO4o2D6vsj4OrFuxY,220266,40,2010-01-01
New York,New York City,Bushwick To ShinJuku,Finsta Bundy,error,220266,40,2010-01-01
New York,New York City,But I Was Born In New York City,Paul Evans (musician),error,220266,40,2010-01-01
New York,New York City,BX Warrior,Tim Dog,spotify:track:3DrbwgEwmcir3le2fffjqQ,154640,1,2006-10-05
New York,New York City,BX We Invented Hip Hop,Tim Dog,error,154640,1,2006-10-05
New York,New York City,ByeBye Dear Old Broadway,from Zeigfeld Follies of 1907,error,154640,1,2006-10-05
New York,New York City,C.R.E.A.M.,WuTang Clan,spotify:track:119c93MHjrDLJTApCVGpvx,252186,73,1993-11-09
New York,New York City,Cab,Train,spotify:track:4QkntDKmTwoZRS4IJLXAnU,202626,32,2018-11-09
New York,New York City,Cabbies on Crack,Ramones,spotify:track:4OX5sFiOrGz1kSgI0tl3sf,179861,13,1992-01-01
New York,New York City,Cantaloop,Us3,spotify:track:2AnTuxahfcAS7dGxGZnihY,279360,44,1993-01-01
New York,New York City,Cafe Manhattan,(from Lady Sings the Blues),spotify:track:6heEBab4kl4Nrq7A9jiHyZ,228066,34,2016-07-08
New York,New York City,Cafe Manhattan Party,(from Lady Sings the Blues),spotify:track:18fb2sMt1ahcVaq3oqbRIj,98200,5,1972-10-01
New York,New York City,Cafe Regio's,Isaac Hayes,spotify:track:38TjGLRAXPOcrQZzBATY6O,369786,20,1971
New York,New York City,The Cafes (Including The Automat),Harry Geller And His Orchestra,error,369786,20,1971
New York,New York City,Cai neve em Nova Iorque,José Cid,error,369786,20,1971
New York,New York City,Cali to New York,The Black Eyed Peas,spotify:track:7zRjHhdMEVyEOgSUgptmsE,287906,26,2000-09-26
New York,New York City,California Dreamin',The Mamas & The Papas,spotify:track:4s6LhHAV5SEsOV0lC2tjvJ,162373,77,1966-03
New York,New York City,The Call of Broadway,(music  Maurie Rubens; lyrics  Ted Lewis (musician) and Jack Osterman),spotify:track:63UVJ1hQMFoc6Jeg6g7nLF,204773,37,2019-04-05
New York,New York City,The Camera Eye,Rush,spotify:track:0hBby0yygBY1u3m6tSpZgC,658986,44,1981-02-12
New York,New York City,Camino Al Barrio,Willie Colón,spotify:track:3wyodhWgHK9k8DovEfTX4D,214653,23,1977-01-01
New York,New York City,Can Broadway Do Without Me?,(from the musical Show Girl),spotify:track:5dcmS8pDROGBPSlxdLjxWt,188894,0,2011-06-24
New York,New York City,Canal Street,Love as Laughter,spotify:track:6061H67lLRiT87F8o34Xwa,267200,3,2005-04-26
New York,New York City,Canal Street Cantata,Harry Geller And His Orchestra,error,267200,3,2005-04-26
New York,New York City,Canarsie,Spanking Charlene,spotify:track:77shVn3rlhstbeD6MOdnSs,141760,1,2012-01-17
New York,New York City,The Candy Kid (From the Mission on the Bowery),The Cowsills,error,141760,1,2012-01-17
New York,New York City,Can't Explain (42nd Street Happenstance),Jill Scott,spotify:track:4emn95gx9O3BIGelWdv5tC,279600,26,2004-08-31
New York,New York City,"Canzone Per Loretta  Addio, Mulberry Street",Dick Hyman,spotify:track:1LyuhtMlCtH9FCNregaTEk,172506,31,1988-01-01
New York,New York City,Capricious Harlem,Joan Morris,error,172506,31,1988-01-01
New York,New York City,Captain Jack,Billy Joel,spotify:track:3igkLltDaiFiMl83IdDBfm,437040,50,1973-11-09
New York,New York City,Carmelita,Warren Zevon,spotify:track:7hIdRDgUBPbqiQ7duhCyux,214746,51,1976
New York,New York City,Carmine Vattelly (N.Y.N.Y.C.),Celibate Rifles,spotify:track:7BDf81UGP3SlP8ZZNM6ncD,106626,0,1986-11-03
New York,New York City,Carnegie Blues,Duke Ellington,spotify:track:4tevx4vVPD6hVYWHY95L8t,184653,1,2003-01-01
New York,New York City,Carnegie Hall Blues,Lionel Hampton,spotify:track:3nvcaIrxtKlUo1z12H3yEQ,210400,4,1996-03-12
New York,New York City,Carnegie Hall Pavane (DoDoReDo),(from the musical On the Town),error,210400,4,1996-03-12
New York,New York City,Carnegie Horizons,George Shearing,spotify:track:74OLcUZ0qb6CImUhEXpGqT,173746,2,1950-01-01
New York,New York City,Carnival,Natalie Merchant,spotify:track:4QXhRjZacZ1gZUeL7Ukktw,361106,51,1995
New York,New York City,Carnival in Harlem,Tito Puente,spotify:track:4Vv6ezJu7puChodLCXjwUL,208253,3,1966-12-31
New York,New York City,Carousel in the Park,from Up in Central Park (film),spotify:track:6vcijFWAMxXdLosAyMjzJL,229777,17,2011-04-12
New York,New York City,Carry Me Back To Old Manhattan,Mabel Mercer,spotify:track:0asqiL9yVqs3kd97DATKh0,167693,0,2003
New York,New York City,The Cars That Ate New York,Paul Roland,spotify:track:64hjxehKPdvHAf3r3r2Zih,122826,0,2016-02-26
New York,New York City,Castles in Spain (On a Roof in Manhattan),Irving Berlin,error,122826,0,2016-02-26
New York,New York City,Catch Us At The Met,Adolph Green and Betty Comden,error,122826,0,2016-02-26
New York,New York City,CBGB's,Syd Straw,spotify:track:3LzURFCMSSrWT7KFHoH5m8,80829,30,2016-08-26
New York,New York City,C'est Magnifique,Santa Esmeralda,spotify:track:5nRYOuYInJeQWZR3r65wfJ,217306,37,2008-01-01
New York,New York City,Ceilings in the Sky,Tammany Hall NYC,spotify:track:2hjxhHuPxAQ0wNHdeo4JYE,252426,1,2005-01-01
New York,New York City,Central Park,Chick Corea,spotify:track:5DBbXdgB56EIi0y7Mx4us2,321866,9,1978-01-01
New York,New York City,Central Park,David Hess,spotify:track:2W8WNNATZ9Fz5Nbxg7NiJP,151466,0,2005-03-14
New York,New York City,Central Park,Harry Geller And His Orchestra,spotify:track:1rF9DJW5UaoGxGAouyizws,219644,52,2020-05-18
New York,New York City,Central Park,Harvey Averne Band,spotify:track:1rF9DJW5UaoGxGAouyizws,219644,52,2020-05-18
New York,New York City,Central Park,Jackie Davies,spotify:track:1rF9DJW5UaoGxGAouyizws,219644,52,2020-05-18
New York,New York City,Central Park,Francis Lai,spotify:track:5Lh752917v8gXipkTN2Zv1,182800,26,1970-01-01
New York,New York City,Central Park,Kazumasa Akiyama,spotify:track:1rF9DJW5UaoGxGAouyizws,219644,52,2020-05-18
New York,New York City,Central Park,King Curtis,spotify:track:25SID8y0CQkbIFwjqCTKlX,245906,2,2005-04-26
New York,New York City,Central Park,Les Dudek,spotify:track:3rWDDWLkudWFrukrrjxZyP,318306,6,1978-11-01
New York,New York City,Central Park,Martina,spotify:track:1rF9DJW5UaoGxGAouyizws,219644,52,2020-05-18
New York,New York City,Central Park,Maynard Ferguson,spotify:track:1wKEotvIjhV3QHbcTcEgkf,293586,4,2016-03-11
New York,New York City,Central Park,Mr Hudson,spotify:track:2cxe4BEbIaP5zGX8KMEYRr,171866,7,2009
New York,New York City,Central Park,Nina Simone,spotify:track:5cribVsRJpB0mK7eYs6Sxx,184195,20,2018-02-09
New York,New York City,Central Park,Paul Hardcastle,spotify:track:15cbHOIwpkzkqiLvgI7liW,240106,14,1985-01-01
New York,New York City,Central Park,Pete Miser,spotify:track:1rF9DJW5UaoGxGAouyizws,219644,52,2020-05-18
New York,New York City,Central Park,Phil Medley,spotify:track:1rF9DJW5UaoGxGAouyizws,219644,52,2020-05-18
New York,New York City,Central Park,Skip Battin,spotify:track:1rF9DJW5UaoGxGAouyizws,219644,52,2020-05-18
New York,New York City,Central Park,Spizzenergi (as Athletico Spizz 80),spotify:track:1rF9DJW5UaoGxGAouyizws,219644,52,2020-05-18
New York,New York City,Central Park,Union J,spotify:track:0RvbLRinQL7dspZQ3r1v78,255080,19,2017-12-25
New York,New York City,Central Park Arrest,Thunderthighs,error,255080,19,2017-12-25
New York,New York City,Central Park Blues,Nina Simone,spotify:track:5cribVsRJpB0mK7eYs6Sxx,184195,20,2018-02-09
New York,New York City,Central Park New York,The Wiggles,spotify:track:20vfT4OJd8IP5fFL4eyuW4,90836,8,2003-12-03
New York,New York City,Central Park North,Thad Jones Mel Lewis Jazz Orchestra,spotify:track:6742DFLS3ImdjUgM6poonl,312173,24,2004-01-01
New York,New York City,Central Park Serenade,Renée Fleming,spotify:track:326bOVsgW0UNI8l9061uDg,252047,1,2013-01-01
New York,New York City,Central Park Stroll,Mark Snow,spotify:track:4PM5ps2NsWJCcANhKSCoBa,61679,3,2019-02-17
New York,New York City,Central Park Sue,Bohanna,spotify:track:2E3NkkzKuGAsUbfsCrihyZ,331546,23,2007-03-05
New York,New York City,Central Park West,John Coltrane,spotify:track:3m0pro98is58H4UJfDo7ZE,251293,38,2018-05-17
New York,New York City,Central Park West,Kenyon Hopkins,spotify:track:2xQXiZ9b5HrD90fHzZ705e,86693,0,1963-12-31
New York,New York City,Central Park 'n' West,Ian Hunter,spotify:track:3rr0bA6c8XXWH2mj4JOqqa,240826,15,1981-08-29
New York,New York City,Chanteur de jazz,Michel Sardou,spotify:track:73rdSdXmVo02WBgUMIvh9L,281813,35,2004-01-01
New York,New York City,Charanga pa Nueva York,Tito Puente Jr.,spotify:track:5qSRhJKSPzrcl09nYDBMWS,224906,2,2010-04-13
New York,New York City,Chase Across the 69th Street Bridge,John Carpenter & Alan Howarth,error,224906,2,2010-04-13
New York,New York City,Chase Manhattan,Paul Haig,spotify:track:7mvXjRQI8yZ5gtxKiaEkJz,253402,11,2020-06-29
New York,New York City,Chasing the Sun,Sara Bareilles,spotify:track:6lzlRAp5VqLLF78PwnfHjq,268840,47,2013-07-16
New York,New York City,Chattanooga Choo Choo,Glenn Miller,spotify:track:7a5VuzvBrtbqYT7kNlQlFd,206800,42,1939
New York,New York City,Chelsea,Counting Crows,spotify:track:3zCjtwnZFgVQhzd9edphzF,375866,21,1998-01-01
New York,New York City,Chelsea,The Stiffs,spotify:track:3ItzRpwvKtkDSNdRSjXu7Z,215173,59,2007-01-01
New York,New York City,Chelsea Avenue,Patti Scialfa,spotify:track:2SZBamyaM7AFPBc0sG9VUF,295440,8,2004-05-21
New York,New York City,Chelsea Drugs,Frank Strozier Quintet,spotify:track:647qkLFSnfTdtXUNa8IWLY,227509,2,2016-06-09
New York,New York City,Chelsea Girls,Nico,spotify:track:6LQ3yf5WVLOCmtiYWewfWZ,442733,34,1967-10-09
New York,New York City,Chelsea Girls,Spirit,spotify:track:58jFLgFcO6Ezd8W4pJyTsp,207560,8,1972
New York,New York City,Chelsea Hotel,Dan Bern,spotify:track:4tHUvwYTzp7aKxtCFFY1Km,296100,9,2007-08-13
New York,New York City,Chelsea Hotel,The Destructors,spotify:track:0I2asmiI4Qn88qWhq6wceW,144973,0,2014-01-27
New York,New York City,The Chelsea Hotel,Graham Nash,spotify:track:1eT1HbvurLNZrMFYePJ7p3,423213,30,2001-09-03
New York,New York City,Chelsea Hotel Nights,Ryan Adams,spotify:track:45EnbdDSEyfNd4xbGSLaBM,310346,26,2004-01-01
New York,New York City,Chelsea Hotel No 2,Leonard Cohen,spotify:track:7nlbvD4fO9D3aocMGkiYxq,225213,38,2006-01-01
New York,New York City,The Chelsea Hotel Oral Sex Song,Jeffrey Lewis,spotify:track:1eT1HbvurLNZrMFYePJ7p3,423213,30,2001-09-03
New York,New York City,Chelsea Morning,Joni Mitchell,spotify:track:5G0q5jtbxFCoqfbIDCIGky,151600,45,1969-05-01
New York,New York City,Chelsea RendezVous,Joe Lovano Quintet,spotify:track:1PH3mv5vn4am03wQb0sARi,552866,1,1993-01-01
New York,New York City,Cherry Street Cafe,(from the musical Rags),spotify:track:7C0FneunBvqVSvRMxjvw2K,62933,2,1991-06-18
New York,New York City,"Chicago, New York",The Aislers Set,spotify:track:1z9qvZfQZAAZwdPjDMZwPo,141226,31,2000-05-01
New York,New York City,Chicago (That Toddlin' Town),Frank Sinatra,spotify:track:0cYb4VNM7HFNaSTprcFWFQ,127533,14,1994-03-22
New York,New York City,Chill out,Black Uhuru,spotify:track:5eo1EQvM0Sjg1AiL45RELx,294240,21,1982-01-01
New York,New York City,Chimes On 42nd Street,Truth,error,294240,21,1982-01-01
New York,New York City,Chinatown,Dave Grusin,spotify:track:4XLCFFvRG1qQ8kT4uzwYZC,172669,67,2020-05-15
New York,New York City,Chinatown,Eric Andersen,spotify:track:2EWNXt87RLZSxhb1gx8f0O,402693,0,1999-09-03
New York,New York City,Chinatown Hustler,Notorious MSG,spotify:track:4FWPtzNVE45nXhfQY6xQH2,221280,15,2007-04-03
New York,New York City,"Chinatown, My Chinatown",Al Jolson,spotify:track:0G1j97j9MFZofDBIjN0X9C,137535,0,2013-04-30
New York,New York City,Chopin Visits Brooklyn,Mike Garson,error,137535,0,2013-04-30
New York,New York City,Chorus Picking Time on Broadway,music  James F. Hanley; lyrics  Eddie Dowling,error,137535,0,2013-04-30
New York,New York City,Christmas God of New York,Ba Bird,spotify:track:7cRTHzxgqCC169Fktbo7Xx,131240,4,1960
New York,New York City,Christmas in Brooklyn,Erik Frandsen,spotify:track:5nvRJofSJwv0tNyUkUG3c9,199506,0,2010-10-19
New York,New York City,Christmas in Harlem,Kanye West and CyHi Da Prynce and Teyana Taylor,spotify:track:00HMEiBMDkbNCHLJL6zqVk,236213,35,2010-01-01
New York,New York City,Christmas in Hollis,RunD.M.C.,spotify:track:41onDks2UPbyjer5fMeUWf,178613,39,1988-09-16
New York,New York City,Christmas in Manhattan,Toni Arden,spotify:track:1uAG3yt6Wkaa6BQutgASBW,231280,14,2009-11-03
New York,New York City,Christmas in New York,Donald Jones (actor),spotify:track:6ojf8Uq0jgu9zJggnifDHg,195906,29,2019-10-25
New York,New York City,Christmas in New York,Lea Michele,spotify:track:6ojf8Uq0jgu9zJggnifDHg,195906,29,2019-10-25
New York,New York City,Christmas in New York,Lou Christie,spotify:track:6tWJVBu3r1FNDeoVaA6J7u,174506,0,2009-03-11
New York,New York City,Christmas in N.Y.,Dr. Buzzard's Savannah Band,spotify:track:4feI9L5yOV7QSHlULq2AEc,243200,0,2020-07-10
New York,New York City,Christmas in Washington Square,Wayne Newton,spotify:track:6nB6tiZQte8vrKgVsM7SDC,183106,1,2009-01-01
New York,New York City,Christmas Night in Harlem,"Mitchell Parish and Raymond Scott, performed  Louis Armstrong, Jack Teagarden, and others",spotify:track:1oE2ZJOWfLrKU8R18OzFrI,162720,13,2016-01-01
New York,New York City,Christmas on Riverside Drive,Kid Creole,spotify:track:66bgh0gH06ITB5aFdM12WU,305520,1,2018-10-19
New York,New York City,Christmas Rappin',Kurtis Blow,spotify:track:3elP66qkaTnPpnLDTrVHik,237733,23,1980-01-01
New York,New York City,Christopher Columbus,Guy Mitchell,spotify:track:43VazSxaGBdmuStL6PHnmM,190293,9,1991-09-03
New York,New York City,Christopher Street,(from the musical Wonderful Town),spotify:track:3VkfMnr5uZnQuUDqF8ddDs,402521,0,2020-06-28
New York,New York City,Church on White,Pavement,spotify:track:7n8UnhZRdmTV37ZV0R5KPy,200266,26,2001-02-13
New York,New York City,Church Street Blues,Norman Blake (American musician),spotify:track:6fbgWiXF0bNlihr7s1eIrX,188200,40,1993-01-01
New York,New York City,Cinderella Beautiful,Peter Cincotti,spotify:track:2pVhR9j1gOCK71mKLwPkeR,256053,15,2007-09-04
New York,New York City,Cinderella On Broadway,music  Bert Grant; lyrics  Harold Atteridge,spotify:track:5ko4YJg5NAS0Nzr4Ty6B0F,189400,2,2013-06-11
New York,New York City,The Circle at Fifth,David Chesky,spotify:track:7j6WDGbKGjdPT0nbaeteTf,141000,0,2013-03-12
New York,New York City,The City,Fleetwood Mac,spotify:track:3isxH73IAtslp0gEftrwoD,216640,26,1973-10-15
New York,New York City,The City,MarkAlmond,spotify:track:7kFyGT5ln0HWUiSq33wDE1,178493,18,1971-09-05
New York,New York City,City Bound (,"E"" Train)""  Novo Combo",spotify:track:6MaG9no5eaAgob6b0p0C82,414804,2,1982-08-16
New York,New York City,City In Heat,Desmond Child,spotify:track:4XHEvxFKoXErFpzTZIPlSw,164560,1,2020-07-03
New York,New York City,City Lights,The Flamin' Groovies,spotify:track:6Wo7dscOR93BPWqZJT7puw,264733,21,1971
New York,New York City,City Love,John Mayer,spotify:track:5O3fUsQQBFxW8SH1kHthDH,240200,48,2001-08-16
New York,New York City,City of Blinding Lights,U2[1],spotify:track:6OSovJ8w191AEOZ5fCqL0o,365013,0,2011-01-04
New York,New York City,City of Immigrants,Steve Earle,spotify:track:5hjwQvz9UNxfeiEulAS6FW,258560,22,2007-09-25
New York,New York City,City Of New York,Raymond Scott,spotify:track:5AJbg2wXORQH13ZKihPMJK,165866,0,2002
New York,New York City,City of the Dead,The Clash,spotify:track:744eHv8kvVhIYc4le3NEvt,167240,34,1999
New York,New York City,Citysong,Luscious Jackson,spotify:track:7x6pL1xqLD6vBwDRhzEfYB,261973,31,1994-01-01
New York,New York City,City Sunday Morning Day,BJ Thomas,spotify:track:2WcFcAugS0HWn2nGKJmh1w,244560,11,2015-11-06
New York,New York City,Calling Out Names,Kurupt,spotify:track:4WvWg9Wzeknes6hSu0tGL1,236026,42,2012-10-24
New York,New York City,C.L.A.T.,"Peppermint (drag queen), Sasha Velour, Aja and Alexis Michelle",spotify:track:1Q9w2a5dvoIpE8fkP8mUK6,250903,41,2017-04-21
New York,New York City,Clinton Parkview,Ernie Watts Quartet,spotify:track:2bEFKYVHqTDCzkj7lzJrLj,419146,0,2007-01-01
New York,New York City,Clinton St. Girl,Wakey Wakey,spotify:track:5c9qeyoEgS3k4n0ZLvDQse,191866,16,2009-12-07
New York,New York City,Close To Perfection,Miquel Brown,spotify:track:4X9GSsmTJRf85S32NebIsp,493960,17,2006-10-31
New York,New York City,Cobble Hil,Gordon Grdina Gary Peacock Paul Motian,spotify:track:4Jox3cCv5KkptTkfvYNnV4,258374,0,2014-01-26
New York,New York City,Cobwebs,Ryan Adams,spotify:track:0ESE87656QFxh0GK1NVg6W,236733,24,2008-01-01
New York,New York City,Cocaine in My Brain,Dillinger (musician),spotify:track:2Ykl0Rx2vw6rRBkTnrxOC7,308639,41,2006-08-24
New York,New York City,Cold As Ice (NYC Blues),Prince Charles and the City Beat Band,spotify:track:2x1DMm6LmoKup6homs43pr,409320,7,1982-01-01
New York,New York City,Cold Again,Freedy Johnston,spotify:track:7dXByiSdR2DdP775FvjInN,157386,10,1994-06-07
New York,New York City,Cold Hands from New York,Gordon Lightfoot,spotify:track:1vWwK1GTegqOsgxIKBYzOO,318733,10,1968-11-01
New York,New York City,Cold Sweat,(Full Version)  James Brown,spotify:track:13JsAjGGrdEgFse6KF5aMR,180325,0,2013-04-29
New York,New York City,Cold Wild Strong Isle,Too Nice,error,180325,0,2013-04-29
New York,New York City,Cold World,GZA w/ Life,spotify:track:07HdMNLJMbukt8qBXQQvHF,108062,46,2019-07-14
New York,New York City,Collect to NYC,Heatmiser,spotify:track:5tDjzPHHJcfjBwqDYBUXCy,175426,14,1994
New York,New York City,A Colloquial Dream [Scenes In The City],Charles Mingus,error,175426,14,1994
New York,New York City,The Colours Of A Soul (Symphony No. 2),Lee Johnson,spotify:track:0UQxCXF7hl7WpgchMdfNSk,293906,0,2003
New York,New York City,Columbus Avenue,Bill O'Connell,spotify:track:5wzdaXVadPAGwkgtcR1dLB,174133,28,2013-01-05
New York,New York City,Columbus Avenue Sunset,Stan Bronstein/Elephant's Memory,error,174133,28,2013-01-05
New York,New York City,Come Down Sister,The Throbs,spotify:track:31Eino4YwuoQlORmBExbdK,244546,7,1991
New York,New York City,Come On Down (To the World's Fair),Dean Parrish,error,244546,7,1991
New York,New York City,Come to New York,Paramount Styles,spotify:track:4rVPKI9gjkL7AVjcY39Brn,226680,4,2008-03-17
