song_state,song_artist,song_name
New York,"Pharrell Williams, Big Sean, Detail",What A Year
New York,Nicki Minaj,Black Barbies
New York,"Travis Scott, Sauce Walka",Texas Cyclone
New York,Swizz Beatz,You Know Your Boy Did That
New York,Wet Wet Wet,Wishing I Was Lucky [Live]
New York,Love and Rockets,Ball of Confusion (That's What the World Is Today) [USA Mix]
New York,Ry Cooder,Billy the Kid
New York,Love and Rockets,"Ball of Confusion [7"" Mix]"
New York,Michel Petrucciani,Home
New York,Al Stewart,Helen and Cassandra
New York,Romeo,Say It to My Face
New York,Asleep at the Wheel,Route 66 [DVD; Live]
New York,Lil Wayne,Breakin' My Heart
New York,Drake,Say What's Real
New York,Bo Diddley,Route 66
New York,Future,Screwed Up
New York,The Sounds,Fire
New York,The Fall,Bourgeois Town
New York,Kidd Keo,Foreign
New York,Solomon Burke,Good Rockin' Tonight
New York,Amos Lee,Street Corner Preacher
New York,Mayday!,New Years Day
New York,Murs,G Is For Gentrify
New York,Mad Caddies,Destro
New York,Akbar,Mothaship
New York,Grits,We Don't Play
New York,Weerd Science,How to Be A...
New York,Fashawn,Guess Who's Back
New York,King Trill,Keep It Trill
New York,"Phlake, Mercedes the Virus, Awinbeh",Sleepwalker
New York,Mystro,Again
New York,Clairmont the Second,Owning the City
New York,Timbaland,Tell 'Em It's On
New York,Mac Miller,My Team
New York,Glenn Frey,Route 66
New York,PnB Rock,MIDDLE CHILD
New York,Roses Are Red,Giving It All Tonight
New York,Falco,Expocityvisions
New York,The Outfield,Raintown Boys
New York,"Camp Lo, Aesop Rock",Limelighters
New York,Aesop Rock,Freeze
New York,The Champs,The Third Man Theme
New York,Kardinal Offishall,Nina
New York,Lloyd,Turn Heads
New York,King Kofi,Walter Mitty
New York,Simple Minds,Kick It In
New York,Dream Theater,Scene Six: Home
New York,Anthrax,Ball of Confusion (That's What the World Is Today)
New York,Neville Brothers,Ball of Confusion
New York,Colt Ford,Twisted
New York,Madeleine Peyroux,Somethin' Grand
New York,Blues Traveler,Traveler's Suite
New York,DJ Premier,Buckshot
New York,Sole,Center City
New York,Joe Strummer,London Is Burning
New York,Ying Yang Twins,Ms. New Booty [Edit]
New York,Ying Yang Twins,Ms. New Booty [Edited Version; Edit]
New York,Boosie Badazz,Bg Shit
New York,"Andrea Burns, Lin-Manuel Miranda, Christopher Jackson, Karen Olivo, In The Heights (Original Broadway Cast), Janet Dacal, Robin De Jesús, Seth Stewart","96,000"
New York,Wyclef Jean,Gunpowder
New York,Young Jeezy,Gold Bottles
New York,Chance the Rapper,We Go High
New York,Buffy Sainte-Marie,Cho Cho Fire
New York,Shadow Gallery,The Queen of the City of Ice
New York,Cannibal Corpse,A Skeletal Domain
New York,Eddie from Ohio,Our Fair City
New York,L.A. Guns,City of Angels
New York,Spearhead,Life in the City
New York,Burlap to Cashmere,The Other Country
New York,Dawn Richard,Shades
New York,Destroyer,City of Daughters
New York,Redman,Da Bulls**t
New York,B.J. Thomas,Take a Walk Through Bethlehem
New York,Kid Rock,Rock N Roll Jesus
New York,Redman,Da Bullshit
New York,Redman,Let It Go
New York,Andre Nickatina,Falcon and the Snowman
New York,Courtney Marie Andrews,Two Cold Nights in Buffalo
New York,Girls Under Glass,New Gold Dream
New York,Orazio Ricci,Day One's
New York,Leonard Cohen,"Hey, That's No Way to Say Goodbye"
New York,Supertramp,Lover Boy
New York,Twista,The Come Up
New York,T-Pain,We the Mob
New York,Cee Lo Green,Get Up 2 Come Down
New York,Lil Baby,Fit In
New York,Da Band,They Know
New York,Josh Rouse,His Majesty Rides
New York,Willie Nelson,My Blue Ridge Mountain Boy
New York,Dolly Parton,My Blue Ridge Mountain Boy
New York,Chuck Berry,Nadine
New York,Johnny Cash,Rockabilly Blues (Texas 1955)
New York,Nas,You Know My Style
New York,Nas,You Know My Style [Bonus Track]
New York,All-Star,We Gangsta
New York,Lil Uzi Vert,Futsal Shuffle 2020
New York,The Command All-Stars,Third Man Theme
New York,Reese & Bigalow,What's the Deal
New York,Al Kapone,What's the Deal
New York,Buddy Merrill,Third Man Theme
New York,David Banner,What's the Deal
New York,"Lupe Fiasco, Nikki Jean, Ab-Soul",World Runners
New York,Asleep at the Wheel,Route 66 [Live]
New York,"Chance The Rapper, Lil Yachty",Atlanta House Freestyle
New York,Tech N9ne,On Our Way to L.A.
New York,Lupe Fiasco,Quotations from Chairman Fred
New York,Chris de Burgh,Sin City
New York,Madcap,Situation Breakdown
New York,Future,2Pac
New York,Rick Ross,Pinky Ring
New York,Nicki Minaj,The Way Life Goes [Remix]
New York,Gang Starr,The Planet
New York,Tori Amos,Pandora's Aquarium
New York,Tom Waits,Had Me a Girl
New York,Joe Jackson,Statue of Liberty
New York,Matisyahu,Refuge
New York,Robbie Williams,The Actor
New York,Styles P,Kick It Like That
New York,Faithless,Dirty Ol Man
New York,Queen Latifah,I Love Being Here with You
New York,Bonnie Tyler,Streets of Little Italy
New York,Take That,Pretty Things
New York,De La Soul,Bionix
New York,The Time,The Walk
New York,Robert Maxwell,The Third Man Theme
New York,Don Costa,Third Man Theme
New York,Don Cherry,Third Man Theme [From the Third Man]
New York,Kevin Gates,I Do This On The Regular
New York,Aminé,Wedding Crashers
New York,邵兵,伤心地铁
New York,Tubaína,Bom Partido / Bijuteria
New York,Tegan and Sara,Come on Kids [Bonus Track]
New York,Whoopi Goldberg,Ball of Confusion (That's What the World Is Today)
New York,Shy Glizzy,You Know What
New York,"Nines, Jay Midge",Trapper Of The Year
New York,Why Don't We,Choose
New York,JWAN,Burn Tonight (feat. Corey Horn)
New York,Philthy Rich,Hometown Hero
New York,"Earth, Wind & Fire","System of Survival (Narration) [With Narration - 7"" Version]"
New York,Mahalia Jackson,The Holy City
New York,The Doors,The Soft Parade
New York,Travis Scott,STARGAZING
New York,Redman,Slide and Rock On
New York,Birdman,We Gangsta
New York,Young Jeezy,Never Settle
New York,k-os,Fly Paper
New York,MoneyBagg Yo,They Madd
New York,Lil Durk,Public Housing
New York,Reason,The Soul
New York,Kayo,Winter in St Lucia (feat. Smallz)
New York,"Canon, Deraj, Aaron Cole",Watching
New York,"Snotty Nose Rez Kids, Boslen",Creator Made an Animal
New York,Snotty Nose Rez Kids,Creator Made an Animal
New York,Therapy?,Six Mile Water
New York,Creedence Clearwater Revival,Proud Mary
New York,Garth Brooks,The Thunder Rolls
New York,The Temptations,Ungena Za Ulimwengu (Unite the World)
New York,OutKast,Snappin' & Trappin'
New York,Pearl Jam,Wash
New York,Bruce Springsteen,The Ghost of Tom Joad
New York,A Tribe Called Quest,Everything Is Fair
New York,The Temptations,"Runaway Child, Running Wild"
New York,Bob Dylan,Caribbean Wind
New York,The Temptations,"Run Away Child, Running Wild"
New York,Johnny Paycheck,Proud Mary
New York,The Temptations,Ball of Confusion
New York,U2,Bullet the Blue Sky [Live]
New York,Lil' Flip,The Ghetto
New York,Aesop Rock,Rickety Rackety
New York,Jude Cole,Start the Car
New York,El-P,We're Famous
New York,DMC,Cold
New York,Red Car Wire,Kids In Love
New York,Squarehead,Soldiersinmycity
New York,Big Daddy Kane,"Here Comes Kane, Scoob and Scrap"
New York,Iggy Pop,Mixin' the Colors
New York,Ani DiFranco,Pale Purple
New York,Fabolous,Bring It Back
New York,Vybz Kartel,Can't Say No
New York,Nav,WOLVES
New York,Reba McEntire,Muddy Mississippi
New York,Everlast,Take the Money and Run
New York,Big Sean,Platinum and Wood
New York,Barry Manilow,Border Train
New York,"Earth, Wind & Fire","System of Survival [12"" Version]"
New York,The Golden Palominos,The Ambitions Are
New York,Hank Garland,Third Man Theme
New York,Buju Banton,'Til I'm Laid to Rest
New York,Neil Young,"Crime in the City (Sixty to Zero, Pt. 1)"
New York,Electric Light Orchestra,Tightrope
New York,The Charlie Daniels Band,Passing Lane
New York,Frank Sinatra,The House I Live In (That's America to Me)
New York,Neil Young,Crime in the City
New York,Buju Banton,Til I'm Laid to Rest
New York,"RZA, Jay-Z, Kanye West, Swizz Beatz, Pusha T, RZ, Prynce Cy Hi",So Appalled
New York,George Benson,Nadine (Is It You)
New York,Ol' Dirty Bastard,For the Money
New York,Dr. Demento,I'm a Nut
New York,Lee Greenwood,God Bless the USA
New York,Insane Clown Posse,Intro [1998 Hollowicked Concert Intro]
New York,Talib Kweli,The Beast
New York,Fat Joe,Deep Cover
New York,Mike Jones,Who I Is
New York,Ghostface Killah,Walk Around
New York,Ghostface Killah,Supa GFK
New York,The Verve,Judas
New York,Mary J. Blige,Walk Around
New York,Ghostface Killah,Kilo Remix [Mix]
New York,The Fall,Rainmaster [Live]
New York,The Genius,Money I Made
New York,Aesop Rock,Nickel Plated Pockets
New York,Mos Def,A  Ha
New York,"Lil' Kim, Maino",I Did It For Brooklyn
New York,Tory Lanez,Talk To Me Nice / Fargo Season
New York,Public Enemy,Check What You're Listening To
New York,Public Enemy,Check What Youre Listening To
New York,"Yo Gotti, Blac Youngsta",Heavy
New York,Vincent Poag,New Orleans
New York,Ace Volar,Afraid
New York,Lilo Key,NEW Favors
New York,Black Prez & K!NG KVNG,Lemon
New York,"DaBoyVonn, MigoDeuce",No Cap (feat. DaBoyVonn)
New York,Skepta,Pure Water
New York,Trina,She Bad
New York,AirlineJay,Pardon
New York,Ice Cube,We Had to Tear This Motha----- Up
New York,Ice Cube,We Had to Tear This Mothafucka Up
New York,Drake,Jodeci Freestyle
New York,John Anderson,The Last Country Song
New York,Jay-Z,Bring 'Em Out
New York,Kanye West,Big Brother
New York,Drama,Takin Pictures
New York,Wu-Tang Clan,Windmill
New York,R.E.M.,Sing for the Submarine
New York,Ja Rule,Thug Lovin'
New York,Big Sean,My House
New York,Wiz Khalifa,I Be Puttin' On
New York,Zac Brown Band,The Wind
New York,Rick Ross,Paradise Lost
New York,Trey Songz,I Luv This Shit [Remix]
New York,Carpenters,Winter Wonderland/Silver Bells/White Christmas
New York,Nelly,Ride Wit Me
New York,Phonte,One Too Many
New York,Bill Anderson,Movie Queen
New York,Yo Gotti,Touchdown
New York,Asleep at the Wheel,(Get Your Kicks On) Route 66 [DVD]
New York,Sinéad O'Connor,The Emperor's New Clothes
New York,Benjamin Zephaniah,The Emperor's New Clothes
New York,Stray Cats,Good Rockin' Tonight
New York,Roddy Ricch,Feed the Streets 2 (Intro)
New York,Anton Karas,The Third Man Theme
New York,Too Short,Tell the Feds
New York,Master P,So Much Pain
New York,Pitbull,Across the World
New York,Method Man,What the Beat
New York,Darren Hayes,The Future Holds a Lion's Heart
New York,The Wallflowers,Everybody Out of the Water (New Frontier)
New York,Sunrise Avenue,I Don't Dance
New York,Kermit Ruffins,Tremé Mardi Gras
New York,Organized Konfusion,The Extinction Agenda
New York,Code,Riot
New York,"GENERATIONS from EXILE TRIBE, FANTASTICS from EXILE TRIBE",Supersonic
New York,"Ce$, Greeny",Sowieso
New York,Yung Stet,Only Girl
New York,Roy Woods,How I Feel
New York,リサイタルズ	,俺らリサイタルズ
New York,Denzel Curry,NO PEN NO PAD
New York,Neil Farmer and Broke Road,The Nor' Easta
New York,No Money Enterprise,German
New York,"Miniminter, Randy",The Helium Song
New York,Fila Phil,Da Game Is Cold
New York,96ix,Beat Bounce
New York,Marx,Live & Direct
New York,2fang,Want Me (feat. Casper TNG & Moeski)
New York,Rey Leon,Someday
New York,Sbn3,Carson Carson Carson
New York,Mick Lawless & the Reckless Hearts,Hey Mat Ramone
New York,Maybe_grady,Mount Hood
New York,Nina Ricci,Folk City
New York,A Protest Against Futility,Nothing Else
New York,AceKidd,Bounce Back
New York,Soulfly,Prophecy
New York,Dave Alvin,New Highway [Previously Unreleased Track]
New York,The Dubliners,James Larkin
New York,Jay-Z,Meet the Parents
New York,Rick Ross,Coke Like The 80’s
New York,Drake,10 Bands
New York,Ice-T,Pain
New York,Twista,Hit the Floor
New York,Kidz Bop Kids,Feel Good Inc
New York,Eminem,There He Is
New York,Bobby Creekwater,There He Is
New York,Lil Wayne,My Life
New York,Gucci Mane,Go Head
New York,Billy Cook,Rock Star
New York,Rick Ross,Coke Like the 80s
New York,Young Thug,Chariot
New York,Rick Ross,Gold Roses
New York,"Birdman, Gucci Mane",Ball Till Ya Fall
New York,Jay-Z,In My Lifetime [Remix]
New York,Chris Webby,Best In The Burbs
New York,Sinéad O'Connor,"Emperor's New Clothes [7"" Mix]"
New York,RZA,Be a Man
New York,Edwin Starr,Ball of Confusion (That's What the World Is Today)
New York,Elbow,Forget Myself
New York,One OK Rock,Letting Go [International Version]
New York,One OK Rock,Letting Go [Japanese Version]
New York,Bone Thugs-N-Harmony,Handle the Vibe
New York,Nelly,Cool wit It
New York,Snoop Dogg,Out of Town B's
New York,Jay-Z,Minority Report
New York,Joe Budden,F 'Em All
New York,Hawkwind,Fall of Earth City
New York,Shop Boyz,Rollin'
New York,Tinchy Stryder,"Bright Lights (Good Life, Pt. 2"
New York,Boslen,PURPLE & BLUE
New York,Giovanni Davinci,Unwind
New York,KountUp,Nino Brown (Prod. Don G)
New York,DIRTYRIXH,MAX Bigga RN
New York,Biddl3,Stay True (Prod. By P. Soul)
New York,YNE,Juice
New York,Archie Bleyer,Third Man Theme
New York,The Rockin' Rebels,The Third Man Theme
New York,The Virtues,Third Man Theme
New York,Guy Lombardo & His Royal Canadians,Third Man Theme
New York,Granville Williams,Third Man Theme
New York,M.O.P.,New Jack City
New York,Maybees,Third Man Theme
New York,Willy Mason,Riptide
New York,Kool Keith,Diamonds
New York,Non-Phixion,The Full Monty
New York,Arcade Fire,Wasted Hours
New York,Calexico,Sunken Waltz
New York,Kottonmouth Kings,Outcast
New York,The Living End,We Want More
New York,Cobra Starship,It's Amateur Night at the Appollo Creed!
New York,The Cuf,Sacramento
New York,Sudden Death,Superfriends
New York,Midlake,Golden Hair
New York,88GLAM,12
New York,T.I.,Who Gone Check Me
New York,Ja Rule,Story to Tell
New York,Bon Jovi,Fear
New York,Neil Young,Get Gone
New York,Guru,The Traveler
New York,Elton John,Good Morning Freedom
New York,Dr. Dre,The Wash
New York,Conway Twitty,Proud Mary
New York,Brenda Lee,Proud Mary
New York,Bone Thugs-N-Harmony,Still the Greatest
New York,The Notorious B.I.G.,Victory 2004
New York,Master P,6 'N Tha Mornin'
New York,Luke Bryan,Country Man
New York,Kidz Bop Kids,Billionaire
New York,Jay Rock,Hood Gone Love It
New York,Migos,Intro No Label II
New York,Kidz Bop Kids,Somebody
New York,Chris Rock,Idols Become Rivals
New York,Snoop Dogg,Let Bygones Be Bygones
New York,Drake,Deep Pockets
New York,Them,(Get Your Kicks On) Route 66
New York,Lionrock,Rock Steady Romance
New York,Twista,Get It How You Live
New York,Dr. John,Down in New Orleans
New York,Randy Newman,Down in New Orleans [Finale]
New York,Dr. John,Down In New Orleans [From The Princess and the Frog]
New York,Angels & Airwaves,Surrender
New York,Big Tiny Little,Third Man Theme
New York,"Fat Trel, Tracy T, Rick Ross, Meek Mill",Shhh Remix
New York,Big Sean,Guap
New York,Post Malone,No Option
New York,"Wiz Khalifa, Warm Brew",Player Way
New York,Daughter Darling,Sweet Shadows
New York,Blaze Ya Dead Homie,Stick Ya Hands Up
New York,Steve Czarnecki,Cold Duck Time
New York,Upon a Burning Body,Straight From The Barrio (210)
New York,Hefner,The Greater London Radio
New York,Strike Anywhere,In the Fingernails
New York,John Flansburgh,Hillbilly Drummer Girl
New York,Oi Va Voi,Gypsy
New York,The Cool Kids,Bundle Up
New York,PRhyme,Streets At Night
New York,M.I.A.,OHMNI 202091
New York,Jørgen Ingmann,Third Man Theme
New York,Ginny & the Gallions,Third Man Theme
New York,George Jones,Proud Mary
New York,Tru,Hard N's
New York,Snoop Dogg,White Boyz
New York,Dr. Dre,Blunt Time
New York,Pharrell Williams,Tit 4 Tat
New York,Rick Ross,For Da Low
New York,Big Boi,In the A
New York,Dead Prez,GHN: Global Hood News
New York,Leon Bridges,Ball Of Confusion
New York,YoungBoy Never Broke Again,Murda Gang
New York,Lil Baby,Global
New York,Dreezy,Cash App
New York,Quavo,Intro
New York,Big City Rock,Human
New York,The Perishers,Almost Pretty
New York,Rashad,Chevelle
New York,DJ Clue?,Come On
New York,Megan & Liz,Talk Dirty
New York,Shy Glizzy,Legend
New York,Soler,Natural High
New York,Joey Bada$$,Piece of Mind
New York,Freddie Gibbs,Cocaine Parties In LA
New York,COLETTE DERAL,A LA GARE SAINT LAZARE
New York,Laïoung,Check Hit My Line
New York,Yung Lean,Sauron
New York,Dizzy Wright,New Generation
New York,Yungen,Miss Diva
New York,De La Soul,Feel Good Inc.
New York,Sinéad O'Connor,Emperor's New Clothes
New York,George Thorogood,Nadine
New York,Sir Mix-A-Lot,I'm Your New God
New York,Gorillaz,Feel Good Inc.
New York,Widespread Panic,Ball of Confusion (That's What the World Is Today)
New York,Hugo Winterhalter,The Third Man Theme
New York,The Shadows,The Third Man Theme
New York,The Waikikis,The Third Man Theme
New York,Blackbear,PINK ROLEX
New York,Asian Dub Foundation,Flyover
New York,The Maccabees,Bicycles
New York,New Kids on the Block,"Funky, Funky, Xmas"
New York,Tech N9ne,Be Jealous
New York,Michael Crawford,The Holy City
New York,Nas,Breathe
New York,Kid Cudi,Up Up & Away
New York,The Roots,The Day
New York,King Tee,Ya Better Bring a Gun
New York,"Kidd Kidd, 50 Cent, Young Buck, G-Unit",Ahhh Shit
New York,Big Sean,4th Quarter
New York,"B.o.B, Frenchie, Chanel West Coast",Ain't Goin' Nowhere
New York,Rick Ross,We Gon' Make It
New York,"Snoop Dogg, Busta Rhymes, Stressmatic",Powder On My Clothes
New York,Neil Diamond,Let the Little Boy Sing
New York,Tanya Tucker,Thunder Rolls
New York,Metallica,Seek & Destroy
New York,Kendrick Lamar,Ronald Reagan Era (His Evils)
New York,"Andreena Mill, Drake",Closer
New York,"Lil Wayne, Gudda Gudda",Grateful
New York,J. Cole,Revenge of the Dreamers
New York,"Lil Wayne, Gudda Gudda",Boyz 2 Menace
New York,"Yo Gotti, DJ Envy, 2 Chainz, Derez De'Shon",Hardaway [Remix]
New York,Sonic Lounge,The Third Man Theme
New York,Café Noir,The Third Man Theme
New York,Kotaro Oshio,The Third Man Theme (Harry Lime Theme)
New York,Johnny Maddox,The Third Man Theme
New York,Anton Karas,The Third Man Theme (Harry Lime Theme from the Movie)
New York,Don Baker Trio,The Third Man Theme
New York,Big Bad Voodoo Daddy,Save My Soul
New York,Bowling for Soup,Get Happy
New York,B.G.,Down For My Stacks
New York,Terry Allen,Salvation
New York,Rufus Wainwright,Poses
New York,Ladytron,Weekend
New York,Ab-Soul,World Runners
New York,2 Live Crew,The Strip Club
New York,Men at Work,Everything I Need
New York,Lynn Anderson,Proud Mary
New York,King Crimson,Neal and Jack and Me
New York,Solomon Burke,Proud Mary
New York,Horace Andy,Spying Glass
