state,city,song,artist
 New York,New York City,Brooklyn 'A' Train,  Houztown/Basement Boys
 New York,New York City,Brooklyn & Austin,  Sara Evans
 New York,New York City,Brooklyn and Jamaica,  Morgan Heritage
 New York,New York City,Brooklyn At Midnight,  Stanley Jordan
 New York,New York City,Brooklyn Babe,  Dee Dee King
 New York,New York City,Brooklyn Ba,  Lana Del Rey
 New York,New York City,(Brooklyn Baseball) Cantata, from 'Tis of Thee'  musical  Alex North
 New York,New York City,Brooklyn Battles,  Masta Ace
 New York,New York City,Brooklyn Beats,  Scotti Deep
 New York,New York City,Brooklyn Blossom,  Adrian Legg
 New York,New York City,Brooklyn Blue,  Big Rude Jake
 New York,New York City,Brooklyn Blues,  Barry Manilow
 New York,New York City,Brooklyn Blues,  Danny Gottlieb
 New York,New York City,Brooklyn Blues,  Evie Sands
 New York,New York City,Brooklyn Bob,  Jim McNeely
 New York,New York City,Brooklyn Boogaloo,  The Flamingos
 New York,New York City,Brooklyn Boogie,  Louis Prima
 New York,New York City,Brooklyn Bounce,  DaddyO
 New York,New York City,Brooklyn Bound,  The Black Keys
 New York,New York City,Brooklyn Boy,  Love Generation
 New York,New York City,Brooklyn Breezes,  Kashif (artist)
 New York,New York City,Brooklyn Bridge,  Bob Bare
 New York,New York City,Brooklyn Bridge,  Buck Owens
 New York,New York City,Brooklyn Bridge,  Carla Bley
 New York,New York City,Brooklyn Bridge,  Casey Neill
 New York,New York City,Brooklyn Bridge,  Darren Hanlon
 New York,New York City,Brooklyn Bridge,  Johnny Desmond
 New York,New York City,Brooklyn Bridge,  Lee DeWyze
 New York,New York City,Brooklyn Bridge,  MPhazes
 New York,New York City,Brooklyn Bridge,  Rolf Kuehn Group
 New York,New York City,The Brooklyn Bridge,"  Sammy Cahn (performed  Frank Sinatra, Mel Tormé, & others)"
 New York,New York City,The Brooklyn Bridge Blues,  Eric Andersen
 New York,New York City,"Brooklyn, Brooklyn!",  Lord Invader
 New York,New York City,Brooklyn  the Sea,  Mort Shuman
 New York,New York City,Brooklyn Can Hear Your Bargain,  Harriet Schock
 New York,New York City,Brooklyn Days,  The Pack featuring Johnny Maestro
 New York,New York City,The Brooklyn Dodge,  William Bolcom
 New York,New York City,The Brooklyn Dodger Strike, from The First (musical)
 New York,New York City,Brooklyn Dodgers,  I Am The Avalanche
 New York,New York City,Brooklyn Dodgers,  Xiu Xiu
 New York,New York City,Brooklyn Dodgers Polka,  Conn. Twins Orchestra
 New York,New York City,Brooklyn Dub,  Prince Jammy
 New York,New York City,Brooklyn Express,  Brooklyn People
 New York,New York City,Brooklyn Girl,  Modern Folk Quartet
 New York,New York City,Brooklyn Girl Jam,  Poser (soca)
 New York,New York City,Brooklyn Girls,  Black 47
 New York,New York City,Brooklyn Girls,  Charles Hamilton
 New York,New York City,Brooklyn Girls,  Robbie Dupree
 New York,New York City,Brooklyn Go Hard,  JayZ feat. Santigold
 New York,New York City,"Brooklyn, Goode",  Black 47
 New York,New York City,Brooklyn Grew Up, (from the musical Brooklyn)
 New York,New York City,Brooklyn Groove,  Euro Cinema
 New York,New York City,Brooklyn Heights,  Down to the Bone (band)
 New York,New York City,Brooklyn Heights Boogie,  Bob James
 New York,New York City,Brooklyn Heights Stroll,  Dick Hyman
 New York,New York City,Brooklyn High,  JayZ
 New York,New York City,Brooklyn Hospitality,  Tony Touch feat. Starang Wondah
 New York,New York City,"Brooklyn (If You See Something, Say Something)",  Taking Back Sunday
 New York,New York City,Brooklyn in Da House,  Funkerman
 New York,New York City,Brooklyn in July,  Joe Crookston
 New York,New York City,Brooklyn in My Mind,  Crooklyn Dodgers III
 New York,New York City,Brooklyn in the Blood, (from the musical Brooklyn)
 New York,New York City,Brooklyn in the Summer,  Aloe Blacc
 New York,New York City,Brooklyn (In the Heart of),  3 the Hard Way
 New York,New York City,Brooklyn Is A Submarine,  Nick Monaco
 New York,New York City,Brooklyn Is Burning,  Head Automatica
 New York,New York City,Brooklyn Keeps On Takin' It,  Chop Shop
 New York,New York City,Brooklyn Kids,  Pete Townshend
 New York,New York City,A Brooklyn Kind Of Life,  Widow Prizum (hip hop)
 New York,New York City,Brooklyn King,  Masta Killa
 New York,New York City,Brooklyn Kisses,  Janice Robinson
 New York,New York City,Brooklyn Miracle,  Mike Heron
 New York,New York City,Brooklyn Movements,  Da Bush Babees
 New York,New York City,Brooklyn Music,"  DJ Cinema, Fabolous, Memphis Bleek"
 New York,New York City,Brooklyn N.Y.C.,  James Tragas
 New York,New York City,Brooklyn Nights,  Gregg Karukas
 New York,New York City,Brooklyn on a Saturday Night,  Neil Diamond
 New York,New York City,Brooklyn on My Mind,  The Blam
 New York,New York City,Brooklyn (Original Old School),  3 the Hard Way
 New York,New York City,Brooklyn (Owes the Charmer Under Me),  Steely Dan
 New York,New York City,BrooklynParis (Transatlantikonexion),  La Conspiration Featuring Widow Prizum (hip hop)
 New York,New York City,Brooklyn Polka,  Bill Gale (polka artist}
 New York,New York City,Brooklyn Queens,  3rd Bass
 New York,New York City,Brooklyn Recycles,  Brooklyn Funk Essentials
 New York,New York City,Brooklyn Roads,  Neil Diamond
 New York,New York City,Brooklyn Rock,  Joe Sydenham & Nikola Gala
 New York,New York City,Brooklyn Rock,  Lord Kitchener (calypsonian)
 New York,New York City,Brooklyn Sky,  Digable Planets
 New York,New York City,Brooklyn Slide,  Los Straitjackets
 New York,New York City,Brooklyn Special,  R Zee Jackson (reggae)
 New York,New York City,Brooklyn Stars,  Matt Pond PA
 New York,New York City,Brooklyn Steakhouse,  Bumblefoot
 New York,New York City,Brooklyn Style,  Ossie Hibbert
 New York,New York City,Brooklyn Style,  Choice MC's
 New York,New York City,Brooklyn Style...Laid Out,  Big Daddy Kane
 New York,New York City,Brooklyn to Broadway,  Pino Donaggio
 New York,New York City,Brooklyn To L.A.,  Doctor Ice
 New York,New York City,Brooklyn to TNeck,  Das EFX
 New York,New York City,Brooklyn Took It,  Jeru The Damaja
 New York,New York City,Brooklyn Tourist,  Chalkdust
 New York,New York City,Brooklyn TwoStep,  Jimmy Shand
 New York,New York City,Brooklyn Uncompromised,  Jeff Berlin
 New York,New York City,Brooklyn We Go Hard,  JayZ
 New York,New York City,Brooklyn Woman,  Lord Kitchener (calypsonian)
 New York,New York City,Brooklyn Zoo,  Ol' Dirty Bastard
 New York,New York City,Brooklynonga, (from Argentine Nights)
 New York,New York City,Brooklyn's Finest,  JayZ feat. The Notorious B.I.G.
 New York,New York City,Brooklyn's Here, (from Newsies)
 New York,New York City,Brooklyn's on Fire,  Nicole Atkins
 New York,New York City,Brooklyn's the Borough,  Tony Touch
 New York,New York City,The Brooklynites,  Soul Coughing
 New York,New York City,Brother,  Gil ScottHeron
 New York,New York City,Brought Up in New York (Brought Down in L.A.),  Paul Anka
 New York,New York City,Brownsville,  Queen Latifah
 New York,New York City,Bruno's Christmas On The Mall,  Tom Chapin
 New York,New York City,Bucktown,  SmifNWessun
 New York,New York City,Buffalo Gals,  Malcolm McLaren
 New York,New York City,A Buffalo In New York City,  Brandywine Bridge
 New York,New York City,Bulletproof Weeks,  Matt Nathanson
 New York,New York City,Bullets Under Broadway, (from the revue Forbidden Broadway)
 New York,New York City,Bulls in Brooklyn,  The Academy Is...
 New York,New York City,Bulls in the Bronx,  Pierce the Veil
 New York,New York City,Bully of New York,  Ana Egge
 New York,New York City,Burning Hot (Trans Brooklyn Express),  Brooklyn Express
 New York,New York City,Bushwick Blues,  Delta Spirit
 New York,New York City,Bushwick To ShinJuku,  Finsta Bundy
 New York,New York City,But I Was Born In New York City,  Paul Evans (musician)
 New York,New York City,BX Warrior,  Tim Dog
 New York,New York City,BX We Invented Hip Hop,  Tim Dog
 New York,New York City,ByeBye Dear Old Broadway, from Zeigfeld Follies of 1907
 New York,New York City,C.R.E.A.M.,  WuTang Clan
 New York,New York City,Cab,  Train
 New York,New York City,Cabbies on Crack,  Ramones
 New York,New York City,Cantaloop,  Us3
 New York,New York City,Cafe Manhattan, (from Lady Sings the Blues)
 New York,New York City,Cafe Manhattan Party, (from Lady Sings the Blues)
 New York,New York City,Cafe Regio's,  Isaac Hayes
 New York,New York City,The Cafes (Including The Automat),  Harry Geller And His Orchestra
 New York,New York City,Cai neve em Nova Iorque,  José Cid
 New York,New York City,Cali to New York,  The Black Eyed Peas
 New York,New York City,California Dreamin',  The Mamas & The Papas
 New York,New York City,The Call of Broadway, (music  Maurie Rubens; lyrics  Ted Lewis (musician) and Jack Osterman)
 New York,New York City,The Camera Eye,  Rush
 New York,New York City,Camino Al Barrio,  Willie Colón
 New York,New York City,Can Broadway Do Without Me?, (from the musical Show Girl)
 New York,New York City,Canal Street,  Love as Laughter
 New York,New York City,Canal Street Cantata,  Harry Geller And His Orchestra
 New York,New York City,Canarsie,  Spanking Charlene
 New York,New York City,The Candy Kid (From the Mission on the Bowery),  The Cowsills
 New York,New York City,Can't Explain (42nd Street Happenstance),  Jill Scott
 New York,New York City,"Canzone Per Loretta  Addio, Mulberry Street",  Dick Hyman
 New York,New York City,Capricious Harlem,  Joan Morris
 New York,New York City,Captain Jack,  Billy Joel
 New York,New York City,Carmelita,  Warren Zevon
 New York,New York City,Carmine Vattelly (N.Y.N.Y.C.),  Celibate Rifles
 New York,New York City,Carnegie Blues,  Duke Ellington
 New York,New York City,Carnegie Hall Blues,  Lionel Hampton
 New York,New York City,Carnegie Hall Pavane (DoDoReDo), (from the musical On the Town)
 New York,New York City,Carnegie Horizons,  George Shearing
 New York,New York City,Carnival,  Natalie Merchant
 New York,New York City,Carnival in Harlem,  Tito Puente
 New York,New York City,Carousel in the Park, from Up in Central Park (film)
 New York,New York City,Carry Me Back To Old Manhattan,  Mabel Mercer
 New York,New York City,The Cars That Ate New York,  Paul Roland
 New York,New York City,Castles in Spain (On a Roof in Manhattan),  Irving Berlin
 New York,New York City,Catch Us At The Met,  Adolph Green and Betty Comden
 New York,New York City,CBGB's,  Syd Straw
 New York,New York City,C'est Magnifique,  Santa Esmeralda
 New York,New York City,Ceilings in the Sky,  Tammany Hall NYC
 New York,New York City,Central Park,  Chick Corea
 New York,New York City,Central Park,  David Hess
 New York,New York City,Central Park,  Harry Geller And His Orchestra
 New York,New York City,Central Park,  Harvey Averne Band
 New York,New York City,Central Park,  Jackie Davies
 New York,New York City,Central Park,  Francis Lai
 New York,New York City,Central Park,  Kazumasa Akiyama
 New York,New York City,Central Park,  King Curtis
 New York,New York City,Central Park,  Les Dudek
 New York,New York City,Central Park,  Martina
 New York,New York City,Central Park,  Maynard Ferguson
 New York,New York City,Central Park,  Mr Hudson
 New York,New York City,Central Park,  Nina Simone
 New York,New York City,Central Park,  Paul Hardcastle
 New York,New York City,Central Park,  Pete Miser
 New York,New York City,Central Park,  Phil Medley
 New York,New York City,Central Park,  Skip Battin
 New York,New York City,Central Park,  Spizzenergi (as Athletico Spizz 80)
 New York,New York City,Central Park,  Union J
 New York,New York City,Central Park Arrest,  Thunderthighs
 New York,New York City,Central Park Blues,  Nina Simone
 New York,New York City,Central Park New York,  The Wiggles
 New York,New York City,Central Park North,  Thad Jones Mel Lewis Jazz Orchestra
 New York,New York City,Central Park Serenade,  Renée Fleming
 New York,New York City,Central Park Stroll,  Mark Snow
 New York,New York City,Central Park Sue, Bohanna
 New York,New York City,Central Park West,  John Coltrane
 New York,New York City,Central Park West,  Kenyon Hopkins
 New York,New York City,Central Park 'n' West,  Ian Hunter
 New York,New York City,Chanteur de jazz,  Michel Sardou
 New York,New York City,Charanga pa Nueva York, Tito Puente Jr.
 New York,New York City,Chase Across the 69th Street Bridge,  John Carpenter & Alan Howarth
 New York,New York City,Chase Manhattan,  Paul Haig
 New York,New York City,Chasing the Sun,  Sara Bareilles
 New York,New York City,Chattanooga Choo Choo,  Glenn Miller
 New York,New York City,Chelsea,  Counting Crows
 New York,New York City,Chelsea,  The Stiffs
 New York,New York City,Chelsea Avenue,  Patti Scialfa
 New York,New York City,Chelsea Drugs,  Frank Strozier Quintet
 New York,New York City,Chelsea Girls,  Nico
 New York,New York City,Chelsea Girls,  Spirit
 New York,New York City,Chelsea Hotel,  Dan Bern
 New York,New York City,Chelsea Hotel,  The Destructors
 New York,New York City,The Chelsea Hotel,  Graham Nash
 New York,New York City,Chelsea Hotel Nights,  Ryan Adams
 New York,New York City,Chelsea Hotel No 2,  Leonard Cohen
 New York,New York City,The Chelsea Hotel Oral Sex Song,  Jeffrey Lewis
 New York,New York City,Chelsea Morning,  Joni Mitchell
 New York,New York City,Chelsea RendezVous,  Joe Lovano Quintet
 New York,New York City,Cherry Street Cafe, (from the musical Rags)
 New York,New York City,"Chicago, New York",  The Aislers Set
 New York,New York City,Chicago (That Toddlin' Town),  Frank Sinatra
 New York,New York City,Chill out,  Black Uhuru
 New York,New York City,Chimes On 42nd Street,  Truth
 New York,New York City,Chinatown,  Dave Grusin
 New York,New York City,Chinatown,  Eric Andersen
 New York,New York City,Chinatown Hustler,  Notorious MSG
 New York,New York City,"Chinatown, My Chinatown",  Al Jolson
 New York,New York City,Chopin Visits Brooklyn,  Mike Garson
 New York,New York City,Chorus Picking Time on Broadway, music  James F. Hanley; lyrics  Eddie Dowling
 New York,New York City,Christmas God of New York,  Ba Bird
 New York,New York City,Christmas in Brooklyn,  Erik Frandsen
 New York,New York City,Christmas in Harlem,  Kanye West and CyHi Da Prynce and Teyana Taylor
 New York,New York City,Christmas in Hollis,  RunD.M.C.
 New York,New York City,Christmas in Manhattan,  Toni Arden
 New York,New York City,Christmas in New York,  Donald Jones (actor)
 New York,New York City,Christmas in New York,  Lea Michele
 New York,New York City,Christmas in New York,  Lou Christie
 New York,New York City,Christmas in N.Y.,  Dr. Buzzard's Savannah Band
 New York,New York City,Christmas in Washington Square,  Wayne Newton
 New York,New York City,Christmas Night in Harlem,"  Mitchell Parish and Raymond Scott, performed  Louis Armstrong, Jack Teagarden, and others"
 New York,New York City,Christmas on Riverside Drive,  Kid Creole
 New York,New York City,Christmas Rappin',  Kurtis Blow
 New York,New York City,Christopher Columbus,  Guy Mitchell
 New York,New York City,Christopher Street, (from the musical Wonderful Town)
 New York,New York City,Church on White,  Pavement
 New York,New York City,Church Street Blues,  Norman Blake (American musician)
 New York,New York City,Cinderella Beautiful,  Peter Cincotti
 New York,New York City,Cinderella On Broadway, music  Bert Grant; lyrics  Harold Atteridge
 New York,New York City,The Circle at Fifth,  David Chesky
 New York,New York City,The City,  Fleetwood Mac
 New York,New York City,The City,  MarkAlmond
 New York,New York City,City Bound (,"E"" Train)""  Novo Combo"
 New York,New York City,City In Heat,  Desmond Child
 New York,New York City,City Lights,  The Flamin' Groovies
 New York,New York City,City Love,  John Mayer
 New York,New York City,City of Blinding Lights,  U2[1]
 New York,New York City,City of Immigrants,  Steve Earle
 New York,New York City,City Of New York,  Raymond Scott
 New York,New York City,City of the Dead,  The Clash
 New York,New York City,Citysong,  Luscious Jackson
 New York,New York City,City Sunday Morning Day,  BJ Thomas
 New York,New York City,Calling Out Names,  Kurupt
 New York,New York City,C.L.A.T.,"  Peppermint (drag queen), Sasha Velour, Aja and Alexis Michelle"
 New York,New York City,Clinton Parkview,  Ernie Watts Quartet
 New York,New York City,Clinton St. Girl,  Wakey Wakey
 New York,New York City,Close To Perfection,  Miquel Brown
 New York,New York City,Cobble Hil,  Gordon Grdina Gary Peacock Paul Motian
 New York,New York City,Cobwebs,  Ryan Adams
 New York,New York City,Cocaine in My Brain,  Dillinger (musician)
 New York,New York City,Cold As Ice (NYC Blues),  Prince Charles and the City Beat Band
 New York,New York City,Cold Again,  Freedy Johnston
 New York,New York City,Cold Hands from New York,  Gordon Lightfoot
 New York,New York City,Cold Sweat, (Full Version)  James Brown
 New York,New York City,Cold Wild Strong Isle,  Too Nice
 New York,New York City,Cold World,  GZA w/ Life
 New York,New York City,Collect to NYC,  Heatmiser
 New York,New York City,A Colloquial Dream [Scenes In The City],  Charles Mingus
 New York,New York City,The Colours Of A Soul (Symphony No. 2),  Lee Johnson
 New York,New York City,Columbus Avenue,  Bill O'Connell
 New York,New York City,Columbus Avenue Sunset,  Stan Bronstein/Elephant's Memory
 New York,New York City,Come Down Sister,  The Throbs
 New York,New York City,Come On Down (To the World's Fair),  Dean Parrish
 New York,New York City,Come to New York,  Paramount Styles
 New York,New York City,Come Up to My Place, (from the musical On the Town)
 New York,New York City,Comes Once in a Lifetime, (from the musical Subways Are for Sleeping)
 New York,New York City,Comin' Thru The Apple,  Richard Holmes And Les McCann
 New York,New York City,Coming on the Hudson,  Thelonious Monk Quartet
 New York,New York City,Coming to America,  the System
 New York,New York City,Community Property,  Steel Panther
 New York,New York City,Como Nueva York No Hay,  Orquesta Broadway
 New York,New York City,Compton Brooklyn,  SMG
 New York,New York City,Coney Island, (from the musical A Catered Affair)
 New York,New York City,Coney Island,  Antje Duvekot
 New York,New York City,Coney Island,  Betsy Gay With Al Trace Orchestra
 New York,New York City,Coney Island,  Bill Nelson
 New York,New York City,Coney Island,  Clyde McPhatter
 New York,New York City,Coney Island,  Death Cab for Cutie
 New York,New York City,Coney Island,  Good Old War
 New York,New York City,Coney Island,  Harry Warren
 New York,New York City,Coney Island,  Herb Alpert & The Tijuana Brass
 New York,New York City,Coney Island,  Kincade
 New York,New York City,Coney Island,  Marco Polo (producer) & Torae
 New York,New York City,Coney Island,  Martha and the Vandellas
 New York,New York City,Coney Island,  Mel Tormé
 New York,New York City,Coney Island,  Mikael Rickfors
 New York,New York City,Coney Island,  Mike Errico
 New York,New York City,Coney Island (4th Of July),  Paul Smith (rock vocalist) & the Intimations
 New York,New York City,Coney Island, (from Simple Simon (musical))
 New York,New York City,Coney Island,  Torae
 New York,New York City,Coney Island,  Woody Guthrie
 New York,New York City,Coney Island Ba,  The Excellents
 New York,New York City,Coney Island Ba,  Lou Reed
 New York,New York City,Coney Island Ba,  Tom Waits
 New York,New York City,Coney Island Ba, (traditional)
 New York,New York City,Coney Island Ballet,  Vernon Duke and John La Touche (lyricist)
 New York,New York City,Coney Island Boat, (from the musical By the Beautiful Sea)
 New York,New York City,Coney Island Chaos,  The Fast
 New York,New York City,Coney Island Cyclone,  Mercury Rev
 New York,New York City,Coney Island Days,  Bruce Sudano
 New York,New York City,Coney Island Dreaming,  Clint Mansell
 New York,New York City,Coney Island Express,  Clint Mansell
 New York,New York City,Coney Island Girl,  Fun Lovin' Criminals
 New York,New York City,Coney Island Low,  Clint Mansell
 New York,New York City,Coney Island Man,  Swing Out Sister
 New York,New York City,Coney Island Moon,  Tom Russell
 New York,New York City,Coney Island Moonlight,  Guitar Crusher
 New York,New York City,Coney Island Night,  Mark Johnson
 New York,New York City,Coney Island of Your Mind,  The Wisdom of Harry
 New York,New York City,Coney Island Rag,  David Chesky
 New York,New York City,Coney Island Sally,  Fifth Estate
 New York,New York City,Coney Island USA, (from the musical I Had a Ball)
 New York,New York City,Coney Island Visit,  Kenyon Hopkins
 New York,New York City,The Coney Island Waltz, (from the musical Love Never Dies)
 New York,New York City,Coney Island Washboard,  The Mills Brothers
 New York,New York City,Coney Island Whitefish,  Joan Jett & The Blackhearts
 New York,New York City,Coney Island's Finest,  Torae
 New York,New York City,Confession of a New Yorker (Hate – Love New York),  Portia Nelson
 New York,New York City,Confession to a Park Avenue Mother, (from the revue Parade)
 New York,New York City,Conquering New York, (from the musical Wonderful Town)
 New York,New York City,Continental American,  Peter Allen
 New York,New York City,Conversation On Park Avenue,"  Willie ""The Lion"" Smith"
 New York,New York City,Conway,  Reel 2 Real
 New York,New York City,Cool Broadway,  Fantastic Johnny C
 New York,New York City,Copa (Cabanga),  De La Soul
 New York,New York City,Copacabana (At the Copa),  Barry Manilow
 New York,New York City,A Corona Jam,  Ronnie G. & The S.M. Crew
 New York,New York City,Cotton Club Stomp,  Duke Ellington
 New York,New York City,Cotton Comes to Harlem,  Galt MacDermot & His Orchestra
 New York,New York City,Couldn't Get It Right,  Climax Blues Band
 New York,New York City,Country Boy & Bleeker Street,  H. P. Lovecraft
 New York,New York City,Country Boy Can Survive,  Hank Williams Jr
 New York,New York City,Country Living,  the Stylistics
 New York,New York City,Covered in Rain,  John Mayer
 New York,New York City,Crack in New York,  Culture (band)
 New York,New York City,Cradle and All,  Ani Difranco
 New York,New York City,Crazy Cuts,  Grand Mixer DXT  (known as Grandmixer D St when he recorded this)
 New York,New York City,Crazyman Dance,  George Michael
 New York,New York City,Crazy Gipsy (Spanish Harlem),  Michel Laurent
 New York,New York City,Crime Saga,  Shabazz the Disciple
 New York,New York City,Crooklyn,"  The Crooklyn Dodgers (Special Ed, Masta Ace, and Buckshot Shorty)"
 New York,New York City,Crooklyn Dub Syndicate,  Bill Laswell Meets Style Scott
 New York,New York City,Cross Bronx Dub,  King Tub
 New York,New York City,Crotona Park,  Dave Valentin
 New York,New York City,Crown Heights Justice,  The Mighty Sparrow
 New York,New York City,Cruise To Harlem,  David Cassidy
 New York,New York City,Crusin' The Hudson,  Bluemoon
 New York,New York City,Cruisin' the Streets,  Boys Town Gang
 New York,New York City,Cuckoo Cocoon,  Genesis
 New York,New York City,Cunailante Bella (Beautiful Coney Island,  Eduardo Migliaccio
 New York,New York City,Da Bridge 2001,"  Capone (rapper), Cormega, Marley Marl, MC Shan, Millenium Thug, Mobb Deep, Nas, Nature & Tragedy Khadafi"
 New York,New York City,Da Bronx Cowboy,  King Vito & The Sea Hippies
 New York,New York City,Daddy Don't Live in That New York City No More,  Steely Dan
 New York,New York City,Daddy Howards in Queens,  Sort Sol
 New York,New York City,Daddy Rich in the Land of 1210,  3rd Bass
 New York,New York City,The Dakota,  Christine Lavin
 New York,New York City,"Dakota, Central Park West, 75em rue",  Jean Guidoni
 New York,New York City,"Damn, Sam (I Love a Woman That Rains)",  Ryan Adams
 New York,New York City,Dance in a New York,  Tristan Palmer
 New York,New York City,Dance Yourself Dizzy,  Liquid Gold
 New York,New York City,Dancin' In The Sky (In New York City),  J Michael Reed
 New York,New York City,Danger Zone,  Big L
 New York,New York City,Dangerous Sex,  Tackhead
 New York,New York City,Danke Schoen,  Wayne Newton
 New York,New York City,The Darlin' of New York, from Jimmy (musical)
 New York,New York City,Darryl & Joe (Krush Groove 3),  RunDMC
 New York,New York City,Date with Ba,  Brooklyn Funk Essentials
 New York,New York City,Daughters of the Soho Riots,  The National
 New York,New York City,The Day I Saw Bo Diddley in Washington Square,  Willie Nile
 New York,New York City,A Day in New York, (from the musical On the Town (musical))
 New York,New York City,A Day In The City: Six Variations On A Theme,  Don Friedman Trio
 New York,New York City,A Day In The Life,  Diamond D & The Psychotic Neurotics
 New York,New York City,Daylight,  Matt and Kim
 New York,New York City,Days in New York,  Pearly Gates
 New York,New York City,Daytona 500,  The Game
 New York,New York City,Dazed In New York City,  Larry McNeely
 New York,New York City,De Panama A Nueva York,  Ruben Blades
 New York,New York City,Dear Old Broadway,  Gustave Kerker and R.H. Burnside
 New York,New York City,Dear Old Manhattan Isle, (music  Jean Schwartz; lyrics  William Jerome)
 New York,New York City,Debbie Loves Joey,  Helen Love
 New York,New York City,December I New York'  Gasolin',
 New York,New York City,Deja Vu (Uptown Ba),  Lord Tariq and Peter Gunz
 New York,New York City,DeeeLite Theme,  DeeeLite
 New York,New York City,Deep Harlem,  Frankie Trumbauer
 New York,New York City,Deep in the Heart of Harlem,  Johnny Nash
 New York,New York City,The Deer and the Park Avenue Lady, from the musical Very Warm for May
 New York,New York City,Definitely,  Big Daddy Kane
 New York,New York City,Delancey Street,  Dana Dane
 New York,New York City,'Dem Jive New Yorkers,  Babs Gonzales
 New York,New York City,Dem New York Dues,  Don Patterson (organist)
 New York,New York City,Descarga Broadway,  Broadway Orchestra
 New York,New York City,Desireless In NY,  Desireless
 New York,New York City,Desolation Row,  Bob Dylan
 New York,New York City,Destination Greenpoint,  The Fleshtones
 New York,New York City,Detachable Penis,  King Missile
 New York,New York City,Deux Hommes Dans Manhattan,  Christian Chevallier
 New York,New York City,Devil in a Sleeping Bag,  Willie Nelson
 New York,New York City,Devil's On The Loose (On 7th Avenue),  Michael Kenny
 New York,New York City,Dial 7 (Axioms of Creamy Spies)/NY 21 Theme,  Digable Planets
 New York,New York City,Diamonds & Rust,  Joan Baez
 New York,New York City,Diamonds On The Soles Of Her Shoes,  Paul Simon
 New York,New York City,Diana (From N.Y.C.),  Lee Moses
 New York,New York City,Dictys on Seventh Avenue,  Eubie Blake
 New York,New York City,Diet Mountain Dew,  Lana Del Rey
 New York,New York City,The Diminished Triangle  Three Part Composition," (including ""Blues For Manhattan"")  Gerald Wilson Orchestra"
 New York,New York City,Dinner At The Ritz,  City Boy (Stork Club)
 New York,New York City,Dirty Apple,  Johnny Hammond
 New York,New York City,Dirty Boulevard,  Lou Reed
 New York,New York City,Dirty Cash (Money Talks),  Adventures of Stevie V
 New York,New York City,Dirty Girls,  UK Subs
 New York,New York City,Disco Stomp,  Hamilton Bohannon
 New York,New York City,Disconnected,  5 Seconds of Summer
 New York,New York City,DJ Spirit,  Chaka Demus
 New York,New York City,Dixie on My Mind,  Hank Williams Jr.
 New York,New York City,Do Like You Do in New York,  Boz Scaggs
 New York,New York City,Do the Right Thing,  Redhead Kingpin and the F.B.I.
 New York,New York City,Do You Feel It,  Joe Cuba
 New York,New York City,Do You Miss New York?,  Dave Frishberg
 New York,New York City,Dodgers' Fan Dance,  Harry James
 New York,New York City,Dodgers Were in Brooklyn,  The Great Divide
 New York,New York City,Does Ol' Broadway Ever Sleep,  Connie Francis
 New York,New York City,Does This Bus Stop at 82nd Street?,  Bruce Springsteen
 New York,New York City,Doin It,  LL Cool J
 New York,New York City,Doing the New York, (music  Ben Oakland; lyrics  J.P. Murray and Barry Trivers)
 New York,New York City,Dominick The Donkey,  Lou Monte
 New York,New York City,The Don,  Nas
 New York,New York City,Don Jose (From Far Rockaway), (from the musical Wish You Were Here)
 New York,New York City,Donnellan Square,  Howard McGhee All Stars
 New York,New York City,Don't Be Upset,  Jeffrey Lewis
 New York,New York City,Don't Believe the Hype,  Public Enemy
 New York,New York City,Don't Blame It All on Broadway, (music  Bert Grant; lyrics  Henry Williams and Joe Young (lyricist))
 New York,New York City,"Don't Forget 127th Street,",  Lee Adams and Charles Strouse from the musical Golden Boy
 New York,New York City,Don't Know,  Mario Winans
 New York,New York City,Don't Leave Me (Ne Me Quitte Pas),  Regina Spektor
 New York,New York City,Don't Look Down,  Iggy Pop
 New York,New York City,Don't Look Down,  David Bowie
 New York,New York City,Don't Tell It,  James Brown
 New York,New York City,Doo Doo Doo Doo Doo (Heartbreaker),  The Rolling Stones
 New York,New York City,Doo Wop in Harlem,  Prefab Sprout
 New York,New York City,Dorothy Is Harlem Bound,  Guy Davis
 New York,New York City,Double Dutch,  Malcolm McLaren
 New York,New York City,Down and Out in New York City,  James Brown
 New York,New York City,Down at the Gaiety Burlesque, (from Sugar Babies (musical))
 New York,New York City,Down at the Village, from Greenwich Village Follies of 1928
 New York,New York City,Down Broadway,  Grachan Moncur III
 New York,New York City,Down Greenwich Village Way, music  Albert Von Tilzer; lyrics  Neville Fleeson
 New York,New York City,Down Here,  The Mountain Goats
 New York,New York City,Down Home New York,  Archie Shepp
 New York,New York City,Down in Chinatown,  Paul Young
 New York,New York City,Down in Gossip Row,  Ada Jones
 New York,New York City,Down In New York,  Chris Robison
 New York,New York City,Down in the Depths (on the Ninetieth Floor),  Cole Porter
 New York,New York City,Down in the Village,  Curtis Knight
 New York,New York City,Down New York City,  Pat Kelly (musician) and Tapper Zukie
 New York,New York City,Down on the Lower East Side,  Justin Townes Earle
 New York,New York City,Downtown,"  Tony Hatch, performed  Petula Clark (covered  Dolly Parton, Frank Sinatra, Emma Bunton, The B52's and others)"
 New York,New York City,Downtown Dirt,  Lou Reed
 New York,New York City,Downtown Swinga,  M.O.P.
 New York,New York City,Downtown Train,  Tom Waits
