,state,city,song,artist
3124, New York,New York City,NYCNYUSA,Fatback Band
3125, New York,New York City,N.Y. City,Alan Merrill
3126, New York,New York City,N.Y. City Local,Del Jays
3127, New York,New York City,NYC's Attitude,Djaimin
3128, New York,New York City,NY Doll,David Johansen
3129, New York,New York City,NY Electric,Aesop Rock
3130, New York,New York City,N.Y. Groove,Third Bass
3131, New York,New York City,N.Y. I Love You,Big Apple Brass
3132, New York,New York City,N.Y. Kangaroo,Eddie Billups & The Gigs
3133, New York,New York City,N.Y. Is My Love,Manhattan Jazz Orchestra
3134, New York,New York City,NY LA,Steve Cole
3135, New York,New York City,N.Y. Nightmare,Phoebe Legere
3136, New York,New York City,N.Y. N.J.,"/""Back To N.Y. N.J.""  Jovonn"
3137, New York,New York City,N.Y. Noodle Town,Yoko Ono & the Plastic Ono Band
3138, New York,New York City,N.Y. N.Y.,Steinski (of Double Dee and Steinski)
3139, New York,New York City,N.Y. N.Y. (The World's My Home),Platypus
3140, New York,New York City,NYCNY,Daryl Hall
3141, New York,New York City,NY NY LA LA,Lil Mama and Snoop Dogg
3142, New York,New York City,N.Y. One,Paul Mauriat
3143, New York,New York City,NYPD Theme,"Johnny ""Hammond"" Smith"
3144, New York,New York City,N.Y. Pie,The Brakes
3145, New York,New York City,N.Y. Plantation,Nature Boys
3146, New York,New York City,N.Y. Pot,Jovonn
3147, New York,New York City,N.Y./L.A. Rappers,Jimmy And The Critters Russ Parr
3148, New York,New York City,N.Y. Slam,The Mob
3149, New York,New York City,N.Y. Snow,Marc Jordan
3150, New York,New York City,N.Y. Stars,Lou Reed
3151, New York,New York City,N.Y. State of Mind,Nas
3152, New York,New York City,N.Y. State of Mind Pt. 2,Nas
3153, New York,New York City,N.Y. Style Eddie,Josh Freese
3154, New York,New York City,N.Y. Times,John Pollard
3155, New York,New York City,N.Y. To The U.K.,Percee P
3156, New York,New York City,N.Y. Trip,The Cure
3157, New York,New York City,NYU,Ponta Box
3158, New York,New York City,NYU Girls,The Argument
3159, New York,New York City,N.Y. Weather Report,Talib Kweli
3160, New York,New York City,N.Y. Woman,KasenetzKatz Super Circus
3161, New York,New York City,"N.Y., You Got Me Dancing",Andrea True Connection
3162, New York,New York City,N.Y. You Let Me Down,Thunderhead [de]
3163, New York,New York City,N.Y.'s Idea Number 1,"/""N.Y.'s Idea Number 2""  J.J. Johnson, Milt Jackson, Kai Winding, Max Roach And Oscar Pettiford"
3164, New York,New York City,Oak Leaf Memorial Park,(music  Jerry Livingston; lyrics  Mack David)
3165, New York,New York City,Ocean Parkway,Spyro Gyra
3166, New York,New York City,Ode To The Brooklyn Bridge,(from the musical Kelly)
3167, New York,New York City,Off Broadway,Buddy Childers
3168, New York,New York City,Off Broadway,Don Costa
3169, New York,New York City,Off Broadway,Every Time I Die
3170, New York,New York City,Off Broadway,George Benson
3171, New York,New York City,Off Broadway,Pat Alger
3172, New York,New York City,Off Broadway,Steve Cole
3173, New York,New York City,Off To Greenwich Village,music  Carlton Kelsey and Maurice Rubens; lyrics  Clifford Grey
3174, New York,New York City,Off to New York,Gustave Kerker and  R.H. Burnside
3175, New York,New York City,Oh Brooklyn,Sad Bastards of Brooklyn
3176, New York,New York City,Oh Oh I Love Her So,Ramones
3177, New York,New York City,"Oh You Chicago, Oh You New York",Albert Von Tilzer and Junie McCree
3178, New York,New York City,"Oh You Wonderful Girl/East Side, West Side",George M Cohan
3179, New York,New York City,"Ohrbach's, Bloomingdale's, Best & Saks",from Coco (musical)
3180, New York,New York City,Ol' Five Spot,Charles Lloyd (jazz musician)
3181, New York,New York City,The Old 52nd Street Rag,Roswell Rudd Trio
3182, New York,New York City,Old Broadway,Company of Strangers (band)
3183, New York,New York City,Old Broadway,The Rivits (Jess Roden)
3184, New York,New York City,Old Brownstone in Brooklyn,Teresa Brewer
3185, New York,New York City,The Old Canarsie Line,Benny Bell
3186, New York,New York City,Old Man Harlem,"Hoagy Carmichael and Rudy Vallée (covered  The Dorsey Brothers, Dave Frishberg, Ethel Waters, and others)"
3187, New York,New York City,Old Man Manhattan,Anne Caldwell and James O'Dea
3188, New York,New York City,Old Man Subway,"Arthur Swanstrom, Ben Oakland, Louis Alter, Owen Murphy, Robert A. Simon and Robert Russell Bennett"
3189, New York,New York City,Old Manhattan Melodies,Gary Brooker
3190, New York,New York City,Old Men Sleeping On The Bowery,Willie Nile
3191, New York,New York City,Old New York,(music  Jerome Kern; lyrics  Anne Caldwell and Glen MacDonough)
3192, New York,New York City,Old New York,Luke Temple
3193, New York,New York City,Old New York,The Mighty Duke
3194, New York,New York City,Old School,2pac
3195, New York,New York City,Old Soul Song (For the New World Order),"Bright Eyes (about the antiwar protests held in New York City on February 15th, 2003)"
3196, New York,New York City,The Oldest Established (Permanent Floating Crap Game In New York),Frank Loesser from the 1950 musical Guys and Dolls
3197, New York,New York City,"Olympia, WA",Rancid
3198, New York,New York City,Omar Bay,State Radio
3199, New York,New York City,On A Roof In Manhattan,Irving Berlin from the 1932 musical Face the Music
3200, New York,New York City,On And On,Aswad featuring Sweetie Irie
3201, New York,New York City,On Broadway,"Barry Mann & Cynthia Weil with Jerry Leiber and Mike Stoller, for The Drifters , also performed  George Benson and many others"
3202, New York,New York City,On Broadway,Bogart
3203, New York,New York City,On Broadway Tonight,The Four Seasons
3204, New York,New York City,(On) Double Fifth Avenue,"Abel Baer, Joe Young (lyricist) and Sam M. Lewis"
3205, New York,New York City,On Lexington & 52nd Street,(from Smash (TV series))
3206, New York,New York City,On My Way to Harlem,Coolio
3207, New York,New York City,On My Way to Harlem,Gregory Porter
3208, New York,New York City,On Riverside Drive,Arthur Ross and his Westerners (featuring Ben Selvin)
3209, New York,New York City,On Second And Fifth,Sonny Fortune
3210, New York,New York City,On Seventh Avenue,Pino Donaggio
3211, New York,New York City,On The Avenue,Irving Berlin
3212, New York,New York City,On The Bowery,Ferre Grignard
3213, New York,New York City,On The Drag,They Might Be Giants
3214, New York,New York City,On The Gay White Way,from My Gal Sal
3215, New York,New York City,On The Hudson,Goldman Band
3216, New York,New York City,{On} The Levee Along Broadway,music  E. Ray Goetz and Sigmund Romberg; lyrics  E. Ray Goetz
3217, New York,New York City,On The Mall,Edwin Franko Goldman (refers to 'The Mall' at the Naumburg Bandshell in Central Park)
3218, New York,New York City,On The Steps Of Grant's Tomb,Irving Berlin
3219, New York,New York City,(On The Street) Of New York City,Harvey Scales
3220, New York,New York City,On The Streets Of The Bronx,The Moonglows
3221, New York,New York City,On The Subway,The Last Poets
3222, New York,New York City,Once Upon a Time in New York City,music  Barry Mann; lyrics  Howard Ashman; performed  Huey Lewis in the 1988 Disney animated film Oliver & Company
3223, New York,New York City,One,Bee Gees
3224, New York,New York City,One Day You'll Dance For Me New York City,Thomas Dybdahl
3225, New York,New York City,One Foot:  FUN.,
3226, New York,New York City,One More Night In Brooklyn,Justin Townes Earle
3227, New York,New York City,One Night In New York,Gene Farrow
3228, New York,New York City,One Night in NYC,The Horrorist
3229, New York,New York City,One Sheridan Square,"Charles Lloyd, The Chico Hamilton Quartet"
3230, New York,New York City,One To 31,J Live
3231, New York,New York City,"OneTwoFive (Main Street, Harlem, USA)",Kurtis Blow
3232, New York,New York City,Only A Ferry Boat Ride Away,New Pulse Jazz Band
3233, New York,New York City,Only In New York,Jeanine Tesori and Dick Scanlan from the musical Thoroughly Modern Millie
3234, New York,New York City,The Only Living Boy in New York,Simon & Garfunkel and covered  Everything but the Girl
3235, New York,New York City,Onyx Club Spree,Stuff Smith
3236, New York,New York City,Opportunity,Will Powers
3237, New York,New York City,Orange Blossom Special,Johnny Cash
3238, New York,New York City,"The Orange, White and Blue",Victor Herbert
3239, New York,New York City,Ornette In New York,Guy Barker
3240, New York,New York City,Orphan Of The Storm,Black 47
3241, New York,New York City,Our Lady of the Bronx,Black 47
3242, New York,New York City,Our Little Tree In The Park,written  Rodgers and Hart
3243, New York,New York City,Our Lives,The Blue Nile
3244, New York,New York City,Our Manhattan Moment,Stan Ridgway
3245, New York,New York City,Our Penthouse On Third Avenue,Tommy Dorsey
3246, New York,New York City,Out of Habit,Ani Difranco
3247, New York,New York City,Out On Fire Island,Terrell Company
3248, New York,New York City,Outside A Small Circle Of Friends,Phil Ochs
3249, New York,New York City,Over Fire Island,Brian Eno
3250, New York,New York City,Over The Brooklyn Bridge,Pino Donaggio
3251, New York,New York City,Overlooking Brooklyn,Holy Ghost Tent Revival
3252, New York,New York City,Pacifics,Digable Planets
3253, New York,New York City,Palace Sign,Adrian Gurvitz
3254, New York,New York City,Palesteena,Con Conrad & J. Russell Robinson
3255, New York,New York City,Palisades Park,Freddy Cannon
3256, New York,New York City,Palladium,Weather Report (about the Palladium Ballroom)
3257, New York,New York City,Palladium Punch,Ralph Flanagan
3258, New York,New York City,Tin Pan Alley,Richard Adler and Jerry Ross
3259, New York,New York City,Pan In Manhattan,Designer (soca)
3260, New York,New York City,Panic in Central Park,Yo La Tengo
3261, New York,New York City,Panic on 5th Avenue,Triumvirat
3262, New York,New York City,Paninaro,Pet Shop Boys
3263, New York,New York City,Paper Boats,Nada Surf
3264, New York,New York City,Paradise Garage,Tim Curry
3265, New York,New York City,Paramount (235 West 46th St.)  Luiz Bonfá,
3266, New York,New York City,ParaNewYork,Dolbie Stéréo
3267, New York,New York City,Paranoia Blues,Paul Simon
3268, New York,New York City,Paree's A Branch Of Broadway,music  Max Hoffmann; lyrics  George BronsonHoward and Harold Atteridge
3269, New York,New York City,Parigi Londra New York,Filipponio (has entry on Italian wikipedia)
3270, New York,New York City,Paris – New York,Space
3271, New York,New York City,"ParisNew York, N.Y.Paris",Jacques Higelin
3272, New York,New York City,Paris Nights/New York Mornings,Corinne Bailey Rae
3273, New York,New York City,Park Avenue,Girls Against Boys
3274, New York,New York City,Park Avenue,Lou Johnson
3275, New York,New York City,Park Avenue,Paul Williams
3276, New York,New York City,Park Avenue Blues,The Wind in the Willows (band)
3277, New York,New York City,Park Avenue Fantasy,Paul Whiteman
3278, New York,New York City,Park Avenue Mambo,Xavier Cugat
3279, New York,New York City,Park Avenue Petite,Art Farmer & Benny Golson
3280, New York,New York City,Park Avenue Rag,David Chesky
3281, New York,New York City,Park Avenue Strut,(music  Phil Baker (comedian) and Maurice Rubens; lyrics  Harold Atteridge and Moe Jaffe)
3282, New York,New York City,Park Avenue Waltz,Charlie Chaplin
3283, New York,New York City,Park Concert,Harry Geller And His Orchestra
3284, New York,New York City,Park Slope,Dean Wareham and Britta Phillips
3285, New York,New York City,The Payback,James Brown
3286, New York,New York City,Peace To New York,Doug E. Fresh
3287, New York,New York City,Pearl of Broadway,"Jerome Kern, Bert Kalmar and Harry Ru"
3288, New York,New York City,Pedro Navaja,Rubén Blades & Willie Colón
3289, New York,New York City,Pelham Parkway,"Elton Dean, Tony Bianco, Jon Wilkinson"
3290, New York,New York City,Penguin At The Big Apple,The Trammps
3291, New York,New York City,Penguin At The Waldorf,Frankie Carle
3292, New York,New York City,Penguins On Broadway,Hellmut Hattler
3293, New York,New York City,Penn Station,Steps Ahead
3294, New York,New York City,Penn Station Rag,David Chesky
3295, New York,New York City,"Penn Station Transition/We Love You, Conrad!",(from the musical Bye Bye Birdie)
3296, New York,New York City,,
3297, New York,New York City,Penny and Me,Hanson
3298, New York,New York City,Penthouse Serenade,Marianne Faithfull
3299, New York,New York City,Penthouse Two (357 East 57),Steve Venet
3300, New York,New York City,People From Manhattan,Guillermo McGill Quartet
3301, New York,New York City,People Who Died,Jim Carroll
3302, New York,New York City,The Peppermint Twist,Danny Peppermint And The Jumping Jacks
3303, New York,New York City,Peppermint Twist,Joey Dee and the Starliters
3304, New York,New York City,Perdu Dans New York,Gilbert Montagné
3305, New York,New York City,Perfect Day,Lou Reed
3306, New York,New York City,The Phantom Who Haunts Broadway,Yo La Tengo
3307, New York,New York City,A Photographer in New York,Gilad Atzmon
3308, New York,New York City,"Piazza, New York Catcher",Belle and Sebastian
3309, New York,New York City,Pike Street,Earl Slick
3310, New York,New York City,Pike Street – Park Slope,Harvey Danger
3311, New York,New York City,P.I.M.P.,50 Cent
3312, New York,New York City,Pincus the Peddler,Benny Bell
3313, New York,New York City,The Place Where We Dwell,Gang Starr
3314, New York,New York City,Planet Rock,Afrika Bambaataa and the Soulsonic Force
3315, New York,New York City,Please Don't Monkey with Broadway,(from the musical Broadway Melody of 1940)
3316, New York,New York City,"Please, Miss Giry, I Want to Go Back",(from the musical Love Never Dies)
3317, New York,New York City,Poem to a Horse,Shakira
3318, New York,New York City,Poet In New York (Freedom Jazz Dance),Ben Sidran
3319, New York,New York City,The Police Of New York,Irving Berlin
3320, New York,New York City,Pompton Turnpike,Charlie Barnet
3321, New York,New York City,Poo Poo La La,Roy Ayers
3322, New York,New York City,Poor Old Dad in New York for the Summer,from 'A Broken Idol' (lyrics  Harry Williams (songwriter))
3323, New York,New York City,Poplar Street Blues,Isham Jones Orchestra
3324, New York,New York City,Portrait Of Manuel Del Fuego,New Pulse Jazz Band
3325, New York,New York City,Poses,Rufus Wainwright
3326, New York,New York City,Positively 4th Street,Bob Dylan
3327, New York,New York City,Postcard to New York,Movieland
3328, New York,New York City,Poster Girl,Backstreet Boys
3329, New York,New York City,"Postmark, N.Y.C.",Phoenix
3330, New York,New York City,Potter's Field,Tom Waits
3331, New York,New York City,Power Move,Derek B
3332, New York,New York City,Practically Fifth Avenue,Fastbuck
3333, New York,New York City,Premier and the Guru,Gang Starr
3334, New York,New York City,The Prince Of Central Park,from Prince of Central Park (musical)
3335, New York,New York City,Princess of Little Italy,Little Steven & The Disciples Of Soul
3336, New York,New York City,Princeton Avenue,Issues
3337, New York,New York City,Theme From 'Prisoner Of Second Avenue',James Last
3338, New York,New York City,Próbatánc A BroadwayN,Locomotiv GT
3339, New York,New York City,Prospect Park,John Lee (musician) & Gerry Brown
3340, New York,New York City,Public Enemy #1,Public Enemy
3341, New York,New York City,Pump Me Up,Trouble Funk
3342, New York,New York City,Pump Up New York,Mr Lee
3343, New York,New York City,Punk Rock Club,The Unlovables
3344, New York,New York City,Pursuit on 53rd Street,The Doobie Brothers
3345, New York,New York City,Puttin' on the Ritz,Irving Berlin
3346, New York,New York City,Q.U.  Hectic,Mobb Deep
3347, New York,New York City,"Que Pasa, New York?",Elephant's Memory featuring John Lennon
3348, New York,New York City,The Queen of Lower Chelsea,The Gaslight Anthem
3349, New York,New York City,Queens,Infamous Mobb featuring Prodigy
3350, New York,New York City,Queens,Pharoahe Monch
3351, New York,New York City,Queens Get the Money,Nas
3352, New York,New York City,Queens Is,LL Cool J featuring Prodigy
3353, New York,New York City,Queens Is Fresh,High Power
3354, New York,New York City,"Queens, NY",50 Cent
3355, New York,New York City,Queens Plaza,Eric Leeds
3356, New York,New York City,A Queens Story,Nas
3357, New York,New York City,Queensboro Bridge,David Mead
3358, New York,New York City,Quincy Street Stomp,Sidney Bechet
3359, New York,New York City,Radio City,Harry Geller And His Orchestra
3360, New York,New York City,Radio City Music Hall,(from 'Pieces of Eight' musical; 1959}
3361, New York,New York City,Radio Free Brooklyn,Pete Miser
3362, New York,New York City,Radio Musicola,Nik Kershaw
3363, New York,New York City,Rainbow Over Harlem,Roland Hanna
3364, New York,New York City,Rainin' In New York,Lonnie Mack
3365, New York,New York City,Raining In New York,Oh Laura
3366, New York,New York City,A Rainy Day In New York City,Martin Briley
3367, New York,New York City,Rainy Night In New York,Yo La Tengo
3368, New York,New York City,Raised By Bats,Aurelio Voltaire
3369, New York,New York City,Ragga House (All Night Long),Simon Harris & Daddy Freddy
3370, New York,New York City,The Rajah Of Broadway,Maurice Levi and Harry B. Smith
3371, New York,New York City,R.A.M.O.N.E.S.,Motörhead
3372, New York,New York City,Ramshackle Day Parade,Joe Strummer and the Mescaleros
3373, New York,New York City,Randall's Island,Ray Anthony
3374, New York,New York City,Rap Machine,Whodini
3375, New York,New York City,Rapper's Delight,Sugarhill Gang
3376, New York,New York City,Rastafari On Wall Street,"Lee ""Scratch"" Perry"
3377, New York,New York City,Rastaman In New York,Mystic Revealers
3378, New York,New York City,Rats in the Cellar,Aerosmith
3379, New York,New York City,Ravenswood House,N.Y. House'n Authority
3380, New York,New York City,The Real Coney Island,(from the musical On the Town)
3381, New York,New York City,Real Rock & Roll Don't Come From New York,The Gizmos
3382, New York,New York City,Rebel Without a Pause,Public Enemy
3383, New York,New York City,Red Cab to Manhattan,Stephen Bishop
3384, New York,New York City,Red Dragon Tattoo,Fountains of Wayne
3385, New York,New York City,"Red Light, Green Light",Diamond D & The Psychotic Neurotics
3386, New York,New York City,Reflections N.Y.C.,Jonathan Cain
3387, New York,New York City,Reggae Christmas,Bryan Adams
3388, New York,New York City,Reggae on Broadway,Bob Marley
3389, New York,New York City,Rego Park Blues,Ronnie Earl
3390, New York,New York City,Relaxin' At Sugar Ray's,Erroll Garner
3391, New York,New York City,Remember Manhattan,Richard Marx
3392, New York,New York City,Rene and Georgette Magritte with Their Dog After the War,Paul Simon
3393, New York,New York City,Rent,"Jonathan Larson, from the musical Rent"
3394, New York,New York City,Rent,Pet Shop Boys
3395, New York,New York City,Respiration,Black Star featuring Common
3396, New York,New York City,Return To New York,Arthur Baker (musician)
3397, New York,New York City,Return to Spanish Harlem,Tony Middleton
3398, New York,New York City,Reunion In Harlem,Joe Marsala
3399, New York,New York City,Reverie,The Morning Of
3400, New York,New York City,Rhapsody in Blue,George Gershwin (inspired  the sounds and motions of a locomotive leaving Grand Central Station)
3401, New York,New York City,The Rich People Of Brooklyn,Sammy Kaye
3402, New York,New York City,Ride Through the Night,(from the musical Subways Are for Sleeping)
3403, New York,New York City,Riding On A Train In Brooklyn,Cassio Ware
3404, New York,New York City,Riding On 52nd Street,Coleman Hawkins
3405, New York,New York City,Riding On The D Train,Oregon (band)
3406, New York,New York City,Riffin' at 24th Street,Illinois Jacquet And His Orchestra
3407, New York,New York City,The Right Profile,The Clash
3408, New York,New York City,Rhinestone Cowboy,Glen Campbell
3409, New York,New York City,Rhumba At The Waldorf,Xavier Cugat
3410, New York,New York City,Rhumboogie,Andrews Sisters
3411, New York,New York City,Rhythm Of The Broadway Moon,Noble Sissle
3412, New York,New York City,Rhythm's OK In Harlem,Ambrose (bandleader)
3413, New York,New York City,Richmond,The Faces
3414, New York,New York City,Ride in Central Park,Mort Shuman
3415, New York,New York City,Riding to New York,Passenger
3416, New York,New York City,Riffin' At The Ritz,Benny Goodman
3417, New York,New York City,Rikers Island,Cocoa Tea
3418, New York,New York City,Rikers Island,Family Dogg
3419, New York,New York City,Rikers Island,Kool G Rap & DJ Polo
3420, New York,New York City,The Rising,Bruce Springsteen
3421, New York,New York City,Rising To The Top,KrsOne & Marley Marl
3422, New York,New York City,The River,Andre Kostelanetz (From 'Hudson River Suite')
3423, New York,New York City,The River Hudson,Red Alert
3424, New York,New York City,Riverside Drive,"Achim Reichel (in German, lyrics  poet Jörg Fauser)"
3425, New York,New York City,Riverside Drive,Frank H. Grey and Bide Dudley
3426, New York,New York City,Riverside Drive,Gregg Karukas
3427, New York,New York City,Riverside Drive,from Jimmy (musical)
3428, New York,New York City,Riverside Drive,Kim Waters
3429, New York,New York City,Riverside Drive,Pepper AdamsKnepper Quintet
3430, New York,New York City,Riverside Drive,Peter Wolf
3431, New York,New York City,Riverside Park,"Chuck Mangione, Livingston Taylor etc."
3432, New York,New York City,Robinson Crusoe in New York,The Silencers
3433, New York,New York City,Rock City,Bernard Lavilliers
3434, New York,New York City,Rock'n'Roll City,Kim Larsen
3435, New York,New York City,Rock The Bells (Of Saint Mary),2 In A Room
3436, New York,New York City,Rockaway,Christine Lavin
3437, New York,New York City,Rockaway,Don Robertson
3438, New York,New York City,Rockaway,Donald Byrd & John Jenkins
3439, New York,New York City,Rockaway,John Jenkins (jazz musician)
3440, New York,New York City,Rockaway,Nick Gilder
3441, New York,New York City,Rockaway,Race
3442, New York,New York City,Rockaway,Rick Ocasek
3443, New York,New York City,Rockaway Ba,The Happy Six (organised  Harry Yerkes)
3444, New York,New York City,Rockaway Beach,Brazzaville
3445, New York,New York City,Rockaway Beach,The Ramones
3446, New York,New York City,Rockaway Playland,Kelly Troy
3447, New York,New York City,Rockaway Reeds,Phoenix
3448, New York,New York City,Rockaway to Sunset,Spyro Gyra
3449, New York,New York City,Rockers NYC,The Bronx (band)
3450, New York,New York City,Rockin' Around in NYC,Marshall Crenshaw
3451, New York,New York City,Rockin' the Bronx,Black 47
3452, New York,New York City,Roll Call: Bronxwood Productions,DJ Chuck Chillout
3453, New York,New York City,(Rolling Down Bowling Green) On a Little TwoSeat Tandem,(from the musical 'Mother Wore Tights')
3454, New York,New York City,Romeo Had Juliette,Lou Reed
3455, New York,New York City,Ronnie Siegel From Avenue L,Barry Goldberg
3456, New York,New York City,Room In Brooklyn,John Squire
3457, New York,New York City,A Room In New York,Lizzy Mercier Descloux
3458, New York,New York City,Rose Of Birdland,Paul Quinichette
3459, New York,New York City,Roseland Shuffle,Count Basie
3460, New York,New York City,Roseland Taxi Dancer,Danny O'Keefe
3461, New York,New York City,Route 95,Eddie Gale
3462, New York,New York City,Roxanne '97,Puff Daddy & Sting
3463, New York,New York City,The Royal Scam,Steely Dan
3464, New York,New York City,Rubens On Broadway,(music  Gus Edwards lyrics  Paul West)
3465, New York,New York City,The Rumble of the Subway,from Mary Jane McKane
3466, New York,New York City,Runyonland,from the musical Guys and Dolls
3467, New York,New York City,Rush,Black Moon
3468, New York,New York City,Safe in New York City,AC/DC
3469, New York,New York City,Saga of New York,The Rascals
3470, New York,New York City,St Mark's & Third,Susanna Smith
3471, New York,New York City,Sally Can't Dance,Lou Reed
3472, New York,New York City,Sally's Got a Friend in New York City,Larry McCray
3473, New York,New York City,Salmon Fishing In New York,Orange Juice
3474, New York,New York City,A Salute to Harlem,Boots & His Buddies
3475, New York,New York City,Same Ol' Thing,A Tribe Called Quest
3476, New York,New York City,Satin Manhattan Lady,Society Of Seven
3477, New York,New York City,Saturday Gigs,Mott The Hoople
3478, New York,New York City,Saturday in the Park,Chicago
3479, New York,New York City,Saturday Night in Central Park,Guy Lombardo & His Royal Canadians
3480, New York,New York City,Savoy,Lucky Millinder
3481, New York,New York City,Savoy Blues,Louis Armstrong
3482, New York,New York City,Savoy Strut,Duke Ellington
3483, New York,New York City,Sax Fifth Avenue,Ian McDonald
3484, New York,New York City,Sax Fifth Avenue,Johnny Beecher
3485, New York,New York City,Sax in Harlem,Master Jay
3486, New York,New York City,Say Goode to Christopher,Jeb Loy Nichols
3487, New York,New York City,Say It Loud – I'm Black and I'm Proud,James Brown (full version)
3488, New York,New York City,Say Young Man Of Manhattan,"Vincent Youmans, Clifford Grey and Harold Adamson"
3489, New York,New York City,Scenes from a Madison Avenue Office,Gregory Gray
3490, New York,New York City,Scenes from an Italian Restaurant,Billy Joel
3491, New York,New York City,Scenes from the City,Charles Mingus
3492, New York,New York City,School Is Out,Gary U.S. Bonds
3493, New York,New York City,Schuyler Sisters,from the musical Hamilton
3494, New York,New York City,SciFi Wasabi,Cibo Matto
3495, New York,New York City,Scrapple from the Apple,Charlie Parker
3496, New York,New York City,Scream in the Night,Garland Jeffreys
3497, New York,New York City,Sebastian,Cockney Rebel
3498, New York,New York City,Second Avenue,Art Garfunkel
3499, New York,New York City,Second Avenue,Horslips
3500, New York,New York City,Second Avenue,No Justice
3501, New York,New York City,Second Avenue and 12th Street Rag,Vernon Duke and Ogden Nash
3502, New York,New York City,Second Avenue Blue,Buddy Rich
3503, New York,New York City,Second Avenue Scene,Robert Maxwell (songwriter)
3504, New York,New York City,Second Avenue Square Dance,Abe Ellstein Orchestra
3505, New York,New York City,Second Hand Rose,"Fanny Brice, covered  Barbra Streisand"
3506, New York,New York City,The Secret to New York,We The Kings
3507, New York,New York City,Seeing New York in the RubberNeck Hack,John Walter Bratton and Paul West
3508, New York,New York City,Self Evident,Ani Difranco
3509, New York,New York City,Senorita De Brooklyn,Lord Nelson (calypso)
3510, New York,New York City,September in New York,Gabrielle Goodman
3511, New York,New York City,Session at Riverside,Charlie Shavers
3512, New York,New York City,Seven One Eight,FannyPack
3513, New York,New York City,Seventh Avenue,John Kaizan Neptune
3514, New York,New York City,Seventh Avenue,Orville Stoeber
3515, New York,New York City,Seventh Avenue,Randy Edelman
3516, New York,New York City,Seventh Avenue,Ratt
3517, New York,New York City,Seventh Avenue,Rosanne Cash
3518, New York,New York City,Seventh Avenue,Trummy Young
3519, New York,New York City,Seventh Avenue,Victor Lewis
3520, New York,New York City,Seventh Avenue Express,Count Basie
3521, New York,New York City,Seventh Avenue Rag,David Chesky
3522, New York,New York City,Shade 45 Freestyle,The Game
3523, New York,New York City,Shadows on the Streets of New York,Joe Bouchard
3524, New York,New York City,Shattered,The Rolling Stones
3525, New York,New York City,She Is the Belle of New York,(from the musical The Belle of New York)
3526, New York,New York City,She Was Hot,Rolling Stones
3527, New York,New York City,She'll Drive the Big Car,David Bowie
3528, New York,New York City,She'll Marry Hoggenheimer of Park Lane...,from The Girl from Kays
3529, New York,New York City,She's a Bombshell from Brooklyn,Xavier Cugat
3530, New York,New York City,She's a Latin from Manhattan,Al Jolson
3531, New York,New York City,She's Crafty,Beastie Boys
3532, New York,New York City,She's The Mother of Broadway Rose,music  Jean Schwartz; lyrics  Harold Atteridge
3533, New York,New York City,Sheena Is a Punk Rocker,Ramones
3534, New York,New York City,The Sheik of Avenue B,Frank Crumit
3535, New York,New York City,A Sheridan Square,Red Allen
3536, New York,New York City,Sherry Darling,Bruce Springsteen
3537, New York,New York City,Shine On (Der Regen von New York),Howard Carpendale
3538, New York,New York City,Shortbus,Yo La Tengo
3539, New York,New York City,The Show,Doug E. Fresh and the Get Fresh Crew
3540, New York,New York City,The Shroud of New York,The Cravats
3541, New York,New York City,Shubert Alley,Robert Freeman (musician)
3542, New York,New York City,Shubert Alley Overture (Opening Night},Harry Geller And His Orchestra
3543, New York,New York City,Shy,Ani Difranco
3544, New York,New York City,Sidewalks of Manhattan,Kai Winding Trombones
3545, New York,New York City,Sidewalks of New York,"James W. Blake and Charles B. Lawlor (1890, used as a presidential campaign tune in the 1920s[2]), performed  Duke Ellington, Cannonball Adderley, and others"
3546, New York,New York City,Silence of the City,Danny Jones from McFLY
3547, New York,New York City,Silver Bells,performed  Bing Cros and others
3548, New York,New York City,Silvertown Blues,Mark Knopfler
3549, New York,New York City,Singin' in Central Park,David Ippolito
3550, New York,New York City,Sinking and Swimming on Long Island,Bayside
3551, New York,New York City,Sister Theresa's East River Orphanage,"The Fabulous Farquahr, The Buffoons"
3552, New York,New York City,Six Men in New York,Taxxi
3553, New York,New York City,Six Queens,Larrikin love
3554, New York,New York City,"SixThirty, Sunday Morning",Peter Allen
3555, New York,New York City,Sixth Avenue,Cedar Walton
3556, New York,New York City,Sixth Avenue Express,Pete Johnson & Albert Ammons
3557, New York,New York City,Sixth Avenue Heartache,The Wallflowers
3558, New York,New York City,Sixth Avenue Stroll,Freddie McCoy
3559, New York,New York City,Sirens,Nell Bryden covered  Cher
3560, New York,New York City,Skanhattan,The Skatalites
3561, New York,New York City,Skanking on Broadway,Barrington Levy
3562, New York,New York City,Skating in Central Park,Francis Lai
3563, New York,New York City,Sketches Of NYC,Nublu Orchestra conducted  Butch Morris
3564, New York,New York City,Skyscraper Blues,Tony Bennett
3565, New York,New York City,Skylines and Turnstiles,My Chemical Romance
3566, New York,New York City,Slam,Onyx
3567, New York,New York City,Slaughter on Tenth Avenue,Richard Rodgers performed  Mick Ronson and others
3568, New York,New York City,Slaughter on the 125th Street,Milt Buckner
3569, New York,New York City,Slaughterhouse,Joe Budden
3570, New York,New York City,Slaves of Broadway,from Greenwich Village Follies of 1928
3571, New York,New York City,Slow Bus Movin' (Howard Beach Party),Fishbone
3572, New York,New York City,Slum Goddess,The Fugs
