,state,city,song,artist
2313, New York,New York City,Max's Kansas City,Wayne County
2314, New York,New York City,Me and Julio Down  the Schoolyard,Paul Simon
2315, New York,New York City,Me and My Shadow,Frank Sinatra and Sammy Davis Jr.
2316, New York,New York City,Me Nu Like Rikers Island,Cocoa Tea & Nardo Ranks
2317, New York,New York City,Meet Me at Madison Square,Tony Middleton
2318, New York,New York City,Meeting Across the River,Bruce Springsteen
2319, New York,New York City,Melbourne's Just Not New York,Little Heroes (band)
2320, New York,New York City,Memories of Madison Square Garden (When the Circus Played the Garden),(from Jumbo (musical))
2321, New York,New York City,Men of Harlem (Tempo Di Jump),Leonard Feather
2322, New York,New York City,Mercy on Broadway,Laura Nyro
2323, New York,New York City,Merengue,Malcolm McLaren
2324, New York,New York City,The Mermaid Parade,Phosphorescent (band)
2325, New York,New York City,Mermaid's Avenue,Woody Guthrie
2326, New York,New York City,The Mess Inside,The Mountain Goats
2327, New York,New York City,The Message,Grandmaster Flash and the Furious Five
2328, New York,New York City,Metropolitan Nights,Irving Berlin
2329, New York,New York City,Metropolitan Opening,"/""Metropolitan Opens In OldTime Splendor"" (from the revue As Thousands Cheer)"
2330, New York,New York City,The Metropolitan SquakTette,"Louis A. Hirsch, Harold R. Atteridge and George BronsonHoward"
2331, New York,New York City,The Mets Special,Rodd Keith
2332, New York,New York City,"Mexico, Manhattan & Malibu",Malcolm McLaren
2333, New York,New York City,Mi Angel De La Guardia,Pete Rodriguez (boogaloo musician)
2334, New York,New York City,Miami 2017 (Seen the Lights Go Out on Broadway),Billy Joel
2335, New York,New York City,Miami to Ibiza,Tinie Tempah
2336, New York,New York City,Miami Vice: New York Theme,Jan Hammer
2337, New York,New York City,MidManhattan,Casiopea
2338, New York,New York City,Middle of Harlem,Gregory Abbott
2339, New York,New York City,Midi sans soleil,Jean Guidoni
2340, New York,New York City,Midnight at The Onyx,( Mitchell Parish and Will Hudson (songwriter)). The Onyx Club was a famous jazz club.
2341, New York,New York City,"Midnight Cowboy, Theme from",Toots Thielemans
2342, New York,New York City,Midnight Cruiser,Steely Dan
2343, New York,New York City,Midnight in Chelsea,Bon Jovi
2344, New York,New York City,Midnight in Gramercy Square,Dana Suesse
2345, New York,New York City,Midnight in Harlem,Chick Webb
2346, New York,New York City,Midnight in Harlem,Tedeschi Trucks Band
2347, New York,New York City,Midnight in Manhattan,Peter White
2348, New York,New York City,Midnight in Manhattan,Seventh Avenue
2349, New York,New York City,Midnight In New York,The Demotrons
2350, New York,New York City,Midnite At Minton's,Howard McGhee Sextet
2351, New York,New York City,Midsummer New York,Yoko Ono/Plastic Ono Band
2352, New York,New York City,A Midsummer Night in Harlem,The Drifters
2353, New York,New York City,Midtown,Tom Waits
2354, New York,New York City,Midtown Madness,Hilton Ruiz Trio
2355, New York,New York City,A Million Miles from Harlem,Mac & Katie Kissoon
2356, New York,New York City,Minetta Lane,Thieves
2357, New York,New York City,Minetta Lane,Tommy Page
2358, New York,New York City,The Minnesota Strip,The Dictators
2359, New York,New York City,Minnesota Strip,(from the musical Runaways)
2360, New York,New York City,Minton's,Houston Person
2361, New York,New York City,Misery On The Hudson,Terumasa Hino  Kikuchi Quartet
2362, New York,New York City,Miss Broadway,La Belle Epoque
2363, New York,New York City,Miss Liberty,Irving Berlin
2364, New York,New York City,Miss Manhattan,Metropole
2365, New York,New York City,Miss You,The Rolling Stones
2366, New York,New York City,Mitternacht In Manhattan,Gene Williams
2367, New York,New York City,Mizz BedStuy,Brooklyn Funk Essentials
2368, New York,New York City,Modern Times,Al Stewart
2369, New York,New York City,Modes in Manhattan,Vernon Duke and John La Touche (lyricist)
2370, New York,New York City,Moment 4 Life,Nicki Minaj
2371, New York,New York City,Mona Lisas and Mad Hatters,Elton John
2372, New York,New York City,"Mona Lisas and Mad Hatters, pt.2",Elton John
2373, New York,New York City,Monday At Minton's,Chu Berry
2374, New York,New York City,Monday Night Village Gate,Terumasa Hino
2375, New York,New York City,Money In My Pocket,Dennis Brown & Prince Mohammed
2376, New York,New York City,Montserrat English,Arrow (musician)
2377, New York,New York City,Moon Over Brooklyn,Anne Murray
2378, New York,New York City,More Shine,Si*Se
2379, New York,New York City,Morning Broadway,Keith Mansfield
2380, New York,New York City,Morph the Cat,Donald Fagen
2381, New York,New York City,Morris Park,Lenny Sesar
2382, New York,New York City,Mortal Thought (I Must Roc the Mic),KRSOne
2383, New York,New York City,Morton Street,Get Wet
2384, New York,New York City,Morton Street Pier,Orville Stoeber
2385, New York,New York City,The Most Expensive Statue in the World,Irving Berlin
2386, New York,New York City,Mother City,Ginger
2387, New York,New York City,Motorcycle Drive By,Third Eye Blind
2388, New York,New York City,The Mountains of Manhattan,Willy DeVille
2389, New York,New York City,Mourir À Harlem  Nicolas Peyrac,
2390, New York,New York City,Move Over New York,(from the musical Bajour)
2391, New York,New York City,Movie House In Manhattan,from Make Mine Manhattan
2392, New York,New York City,Movielike,Jimmy Eat World
2393, New York,New York City,Moving to New York,The Wombats
2394, New York,New York City,Moving to New York,The Wombats
2395, New York,New York City,Moving to NYC,Spek
2396, New York,New York City,Mr Broadway,Dave Brubeck
2397, New York,New York City,"Mr. Broadway, U.S.A.",E. Ray Goetz and Malvin M. Franklin
2398, New York,New York City,Mr D.J.,The Concept
2399, New York,New York City,Mr Jones Of Wall Street,Mike Adkins
2400, New York,New York City,Mr Sax and the Girl,Paul Nicholas
2401, New York,New York City,Ms. Park Avenue,Southside Johnny & The Jukes
2402, New York,New York City,Much Further to Go,Rosie Thomas
2403, New York,New York City,Mulberry Street,Bryndle
2404, New York,New York City,Mulberry Street Festival,Richard Hayman
2405, New York,New York City,Murda Murda,Juelz Santana
2406, New York,New York City,Murmansk Run/Ellis Island,Al Stewart
2407, New York,New York City,Music Machine (Dedication to Studio 54),Asha Puthli
2408, New York,New York City,Music of Manhattan,Hugo Winterhalter
2409, New York,New York City,My Adidas,RunDMC
2410, New York,New York City,My Apartment,Ben Kweller
2411, New York,New York City,My Arverne Rose,(E. Ray Goetz and Bert Grant)
2412, New York,New York City,My Ass Is in the Bronx,Soul Coughing
2413, New York,New York City,My Ballad for 46th Street,Transvision Vamp
2414, New York,New York City,My Best Girl Is A New Yorker,Dan W. Quinn
2415, New York,New York City,My Brooklyn Love Song,from If You Knew Susie (film)
2416, New York,New York City,My City,(from Seesaw)
2417, New York,New York City,My City of Ruins,"Bruce Springsteen (originally inspired  Asbury Park, New Jersey)"
2418, New York,New York City,,
2419, New York,New York City,My Favorite Time of Year,Peter Cincotti
2420, New York,New York City,My Greenwich Village Sue,Dick Robertson (songwriter)
2421, New York,New York City,My Houseboat On The Harlem,(music  Jerome Kern lyrics  Howard Dietz)
2422, New York,New York City,My Lady of Harlem,Ken Tobias
2423, New York,New York City,My Life,Slaughterhouse
2424, New York,New York City,My Love Is in New York,Black 47
2425, New York,New York City,My Manhattan,(from the musical Daddy Long Legs)
2426, New York,New York City,My My Metrocard,Le Tigre
2427, New York,New York City,My New York,Ludwig Englander and Harry B. Smith
2428, New York,New York City,My New York,Irving Berlin
2429, New York,New York City,My New York Sweet,Phil Moore (jazz musician)
2430, New York,New York City,My Opinion Of New York,Mighty Skipper (calypso)
2431, New York,New York City,My Own Way (Carnival Mix),Duran Duran
2432, New York,New York City,My Pearl Is A Bowery Girl,William Jerome and Andrew Mack (actor)
2433, New York,New York City,My Philosophy,Boogie Down Productions
2434, New York,New York City,My Rhyme Ain't Done,LL Cool J
2435, New York,New York City,My Town,Patty Smyth
2436, New York,New York City,Mychal,Black 47m
2437, New York,New York City,Myriad Harbour,The New Pornographers
2438, New York,New York City,Mz Broadway,Joeski Love
2439, New York,New York City,Nachts in Manhattan,Su Kramer
2440, New York,New York City,Naked City,Kiss (band)
2441, New York,New York City,A Nanny In Manhattan,Lilys
2442, New York,New York City,Nashville 9  New York 1,Area Code 615
2443, New York,New York City,Native New Yorker,Odyssey
2444, New York,New York City,Navarro Flats,Bob Shew
2445, New York,New York City,Ne Me Quitte Pas,Regina Spektor
2446, New York,New York City,Negro In N.Y.,Van Kaye + Ignit
2447, New York,New York City,Neon New York,Randall's Island
2448, New York,New York City,Nesting in a New York Tree,(from Little Johnny Jones)
2449, New York,New York City,Nesting Time In Flatbush,Jerome Kern
2450, New York,New York City,Neurotica,King Crimson
2451, New York,New York City,Never Been to Brooklyn,DJ Freak
2452, New York,New York City,Never Been to New York,Daniel Lavoie
2453, New York,New York City,Never Do A Tango With An Eskimo,Alma Cogan
2454, New York,New York City,Never Enough Time,Nate Borofsky
2455, New York,New York City,Never Give Your Love (To a New York Woman),Alan Carvell
2456, New York,New York City,New Amsterdam,Elvis Costello
2457, New York,New York City,New Amsterdam,Travis
2458, New York,New York City,New Jack Swing,WreckxNEffect
2459, New York,New York City,New Killer Star,David Bowie
2460, New York,New York City,New Lee Highway Blues,David Bromberg
2461, New York,New York City,New York Lights,Jimi Bertucci
2462, New York,New York City,New New York,The Cranberries
2463, New York,New York City,The New New York,TruLife
2464, New York,New York City,The New New Yorker,My Life Story
2465, New York,New York City,New Times Square,Chris Rea
2466, New York,New York City,New World...New York...Paradise,Paradise
2467, New York,New York City,New Year's Eve In Olde Tymes Square,Black 47
2468, New York,New York City,New York,The Boxer Rebellion
2469, New York,New York City,New York,Chub Jackson And His Orchestra
2470, New York,New York City,New York,Alicia Keys
2471, New York,New York City,New York,Arrogance
2472, New York,New York City,New York,Artificial Funk
2473, New York,New York City,New York,AZ
2474, New York,New York City,New York,Bay City Rollers
2475, New York,New York City,New York,Cameo
2476, New York,New York City,New York,The Caravelles
2477, New York,New York City,New York,Cat Power
2478, New York,New York City,New York,Continental Drifters
2479, New York,New York City,New York,The Crash
2480, New York,New York City,New York,The Creatures (Italian act)
2481, New York,New York City,New York,Donald Brown (musician)
2482, New York,New York City,New York,Dreams
2483, New York,New York City,New York,Ed Sheeran
2484, New York,New York City,New York,Eskimo Joe
2485, New York,New York City,New York,Flower
2486, New York,New York City,New York,The Flowers of Romance
2487, New York,New York City,New York,Francis Lai
2488, New York,New York City,New York,The Game
2489, New York,New York City,New York,Geoffrey Downes & The New Dance Orchestra
2490, New York,New York City,New York,George Fenton
2491, New York,New York City,New York,The Gladiators
2492, New York,New York City,New York,Guy Mardel
2493, New York,New York City,New York,from How to Marry a Millionaire
2494, New York,New York City,New York,Joe Purdy
2495, New York,New York City,New York,John Lewis
2496, New York,New York City,New York,Ken Hensley
2497, New York,New York City,New York,Lady Gaga
2498, New York,New York City,New York,Leon & Toky AKA Superhero
2499, New York,New York City,New York,Lesley Langley
2500, New York,New York City,New York,Lil' Louis
2501, New York,New York City,New York,Ja Rule
2502, New York,New York City,New York,Le Butcherettes
2503, New York,New York City,New York,Lesley Langley
2504, New York,New York City,New York,Lil Louis
2505, New York,New York City,New York,Konstruktivits
2506, New York,New York City,New York,Marc Ricci featuring Anthony Bambury
2507, New York,New York City,New York,Melissa Horn
2508, New York,New York City,New York,Men & Volts
2509, New York,New York City,New York,Michael Rose
2510, New York,New York City,New York,Miles Jaye
2511, New York,New York City,New York,Nikki Sudden
2512, New York,New York City,New York,Nino Ferrer
2513, New York,New York City,New York,Nuggets
2514, New York,New York City,New York,Ornette Coleman
2515, New York,New York City,New York,Ozark Mountain Daredevils
2516, New York,New York City,New York,Paloma Faith
2517, New York,New York City,New York,Patty Pravo
2518, New York,New York City,New York,Paul Weller
2519, New York,New York City,New York,Prozzäk
2520, New York,New York City,New York,Rapsat
2521, New York,New York City,New York,The Rentals
2522, New York,New York City,New York,Revolutionary Ensemble
2523, New York,New York City,New York,Rhubarb
2524, New York,New York City,New York,Richard Ashcroft
2525, New York,New York City,New York,Sex Pistols
2526, New York,New York City,New York,Shig & Buzz (featuring Peter Miller (musician)
2527, New York,New York City,New York,Snow Patrol
2528, New York,New York City,New York,Stephen Fretwell
2529, New York,New York City,New York,String Driven Thing
2530, New York,New York City,New York,St. Vincent
2531, New York,New York City,New York,Supercharge
2532, New York,New York City,New York,The Templars
2533, New York,New York City,New York,The Sea
2534, New York,New York City,New York,Thegiornalisti (Italian act)
2535, New York,New York City,New York,Tomte (band)
2536, New York,New York City,New York,U2
2537, New York,New York City,New York,Urban Cone
2538, New York,New York City,New York,Vennaskond
2539, New York,New York City,New York,XMas Twins
2540, New York,New York City,New York,Yellowman
2541, New York,New York City,New York,The Zombies
2542, New York,New York City,New York!,Ferde Grofé (From 'Hudson River Suite')
2543, New York,New York City,New York 10022,Jeff Collins
2544, New York,New York City,New York 19,Roland Hanna Trio
2545, New York,New York City,New York 1910,Nathaniel Shilkret
2546, New York,New York City,New York 1963  America 1968,Eric Burdon
2547, New York,New York City,New York 4AM,SauterFinegan Orchestra
2548, New York,New York City,New York 85,Nino Ferrer
2549, New York,New York City,New York '93,from Summer Song (musical)
2550, New York,New York City,New York After Hours,Eddie Gale
2551, New York,New York City,New York Afternoon,Richie Cole
2552, New York,New York City,New York and Chicago,music  Albert Von Tilzer; lyrics  Junie McCree
2553, New York,New York City,New York As A Muse,Yoko Ono
2554, New York,New York City,New York At Night,Kelly Marie
2555, New York,New York City,New York at Night,Willie Nile
2556, New York,New York City,New York Avec Toi,Téléphone
2557, New York,New York City,New York Avenue Bridge,Royal Trux
2558, New York,New York City,New York Avignon,Nicolas Peyrac
2559, New York,New York City,New York Ba,Leona Naess
2560, New York,New York City,New York Baca,Michał Urbaniak & Urszula Dudziak
2561, New York,New York City,New York Bars,Brenda Russell
2562, New York,New York City,New York Belongs to Me,Roger Miret and the Disasters
2563, New York,New York City,New York  Berlin  Paris,Blue System
2564, New York,New York City,New York Bittersweet Symphony,A$AP Rocky
2565, New York,New York City,New York Blackout,The Mighty Sparrow
2566, New York,New York City,New York Blackout,Soul Asylum
2567, New York,New York City,New York Bound,the Critters
2568, New York,New York City,New York Boy,Neil Diamond
2569, New York,New York City,New York/Brazil,Lee Ritenour
2570, New York,New York City,New York Breakdown,Doctor Ross
2571, New York,New York City,New York Broken Toy,Nazareth
2572, New York,New York City,New York Bullseye,The Shadows of Knight
2573, New York,New York City,New York Buzz,Crescent City Gold
2574, New York,New York City,New York By Night,Dennis Parker
2575, New York,New York City,New York Can Wait,Tyler Hilton
2576, New York,New York City,New York Central,Son House
2577, New York,New York City,"New York Charlie, Goode",Gary Burr
2578, New York,New York City,New York/Chicago,Mark Imperial
2579, New York,New York City,New York Child,Adam Bomb
2580, New York,New York City,A New York Christmas,Rob Thomas
2581, New York,New York City,New York City,ATC
2582, New York,New York City,New York City,Al Kasha
2583, New York,New York City,New York City,Alex M.O.R.P.H.
2584, New York,New York City,New York City,Alex Oriental Experience
2585, New York,New York City,New York City,Alphonse Mouzon
2586, New York,New York City,New York City,Artful Dodger
2587, New York,New York City,New York City,Atlantis
2588, New York,New York City,New York City,Big Youth
2589, New York,New York City,New York City,Black Russian
2590, New York,New York City,New York City,Bob Lee
2591, New York,New York City,New York City,Boney M
2592, New York,New York City,New York City,Brotherhood Of Man
2593, New York,New York City,New York City,Christie
2594, New York,New York City,New York City,The Chainsmokers
2595, New York,New York City,New York City,Clean Living
2596, New York,New York City,New York City,Clarence Reid
2597, New York,New York City,New York City,"Cub, covered  They Might Be Giants"
2598, New York,New York City,New York City,The Cult
2599, New York,New York City,New York City,Damon and Naomi
2600, New York,New York City,New York City,David McNeil
2601, New York,New York City,New York City,Delbert McClinton
2602, New York,New York City,New York City,The Demics
2603, New York,New York City,New York City,The Destructors
2604, New York,New York City,New York City,Don Fardon
2605, New York,New York City,New York City,Duncan Brothers
2606, New York,New York City,New York City,Eddi Reader
2607, New York,New York City,New York City,Emigrate
2608, New York,New York City,New York City,Evergreen
2609, New York,New York City,New York City,Fist
2610, New York,New York City,New York City,Flashlight Brown
2611, New York,New York City,New York City,The Fleshtones
2612, New York,New York City,New York City,Frances Black
2613, New York,New York City,New York City,Gatlin Brothers
2614, New York,New York City,New York City,Gil ScottHeron
2615, New York,New York City,New York City,Glen Adams
2616, New York,New York City,New York City,Hanoi Rocks
2617, New York,New York City,New York City,Harris Chalkitis
2618, New York,New York City,New York City,Henry Gross
2619, New York,New York City,New York City,The Heptones
2620, New York,New York City,New York City,Herman Chin Loy
2621, New York,New York City,New York City,Homer
2622, New York,New York City,New York City,Homestead
2623, New York,New York City,New York City,I Roy
2624, New York,New York City,New York City,Israel Vibration
2625, New York,New York City,New York City,Joey Ramone
2626, New York,New York City,New York City,John Lennon and Yoko Ono
2627, New York,New York City,New York City,Johnny Rivers
2628, New York,New York City,New York City,Jonas Fjeld Rock'n'Rolf Band
2629, New York,New York City,New York City,Katja Ebstein
2630, New York,New York City,New York City,Keith Caputo
2631, New York,New York City,New York City,Ken Tobias
2632, New York,New York City,New York City,Kevin Johnson
2633, New York,New York City,New York City,Kristin
2634, New York,New York City,New York City,Kylie Minogue
2635, New York,New York City,New York City,Lead Belly
2636, New York,New York City,New York City,Leapy Lee
2637, New York,New York City,New York City,Lenny Breau
2638, New York,New York City,New York City,Lenny Kravitz
2639, New York,New York City,New York City,Little Louie Vega
2640, New York,New York City,New York City,The Lox
2641, New York,New York City,New York City,Madball
2642, New York,New York City,New York City,Peter Malick and Norah Jones
2643, New York,New York City,New York City,The Manhattans
2644, New York,New York City,New York City,Mason Jennings
2645, New York,New York City,New York City,Mayday
2646, New York,New York City,New York City,Meadowmuffin
2647, New York,New York City,New York City,Mike Hurst (producer)
2648, New York,New York City,New York City,Mimi & J.P. Foucault
2649, New York,New York City,New York City,Miroslav Vitous
2650, New York,New York City,New York City,moe.
2651, New York,New York City,New York City,The Mojo Men
2652, New York,New York City,New York City,The Nuns
2653, New York,New York City,New York City,The Outfield
2654, New York,New York City,New York City,Owl City
2655, New York,New York City,New York City,Pat McGlynn Band
2656, New York,New York City,New York City,Paul Sahlin
2657, New York,New York City,New York City,Paul van Dyk
2658, New York,New York City,New York City,Peter Malick Group
2659, New York,New York City,New York City,Peter Pringle
2660, New York,New York City,New York City,Ph.D.
2661, New York,New York City,New York City,The Precisions
2662, New York,New York City,New York City,Punch Brothers
2663, New York,New York City,New York City,Puzzle
2664, New York,New York City,New York City,Revanche
2665, New York,New York City,New York City,Roxy
2666, New York,New York City,New York City,the Roy Wood Big Band
2667, New York,New York City,New York City,Sham 69
2668, New York,New York City,New York City,Sidney Barnes
2669, New York,New York City,New York City,Snowball
2670, New York,New York City,New York City,Sonia Dada
2671, New York,New York City,New York City,Stanley Clarke
2672, New York,New York City,New York City,Statler Brothers
2673, New York,New York City,New York City,Stisism
2674, New York,New York City,New York City,Sue Lawrence
2675, New York,New York City,New York City,Suzzy Roche
2676, New York,New York City,New York City,T. Rex
2677, New York,New York City,New York City,Tabou Combo
2678, New York,New York City,New York City,Tom Wilson And The Florida Razors
2679, New York,New York City,New York City,Tritons
2680, New York,New York City,New York City,Troy Ave
2681, New York,New York City,New York City,Ursuline Kairson
2682, New York,New York City,New York City,Veronica Unlimited
2683, New York,New York City,New York City,Village People
2684, New York,New York City,New York City,Walter Zwol
2685, New York,New York City,New York City,Wild Horses
2686, New York,New York City,New York City,Winston Soso (soca)
2687, New York,New York City,New York City,Womack & Womack
2688, New York,New York City,New York City 4am,Bonnie and the Boys
2689, New York,New York City,New York City Band,New York City Band
2690, New York,New York City,New York City Beat,Man 2 Man
2691, New York,New York City,New York City Blackout,Blues Image
2692, New York,New York City,New York City Blues,Bonnie Koloc
2693, New York,New York City,New York City Blues,Country Weather
2694, New York,New York City,New York City Blues,Duke Ellington
2695, New York,New York City,New York City Blues,Johnny Green & The Greenmen
2696, New York,New York City,New York City Blues,Merle Haggard
2697, New York,New York City,New York City Blues,Neil Sedaka
2698, New York,New York City,New York City Blues,The Yardbirds
2699, New York,New York City,New York City Boy,Christi Roxxe
2700, New York,New York City,New York City Boy,Mabel
2701, New York,New York City,New York City Boy,Pet Shop Boys
2702, New York,New York City,New York City Bump,Black Rock
2703, New York,New York City,New York City By Day,Thomas Newman
2704, New York,New York City,New York City Christmas,The Cover Girls
2705, New York,New York City,New York City Cops,The Strokes
2706, New York,New York City,New York City Cowboys,Randy Barlow
2707, New York,New York City,New York City Don't Mean Nothing,Savatage
2708, New York,New York City,New York City Dream,Tara Schaft & Black Diamond
2709, New York,New York City,New York City Dreams,Tommy McLain
2710, New York,New York City,New York City Dues,Johnny Rivers
2711, New York,New York City,The New York City Ghost,Herbie Harper
2712, New York,New York City,New York City Girl,Billy Joe Shaver
2713, New York,New York City,New York City Girl,John Waite
2714, New York,New York City,New York City Girl,Modern Talking
2715, New York,New York City,New York City Girls,Reverend Horton Heat
2716, New York,New York City,New York City Has No Power,"Phoebe Buffay, (Lisa Kudrow)"
2717, New York,New York City,New York City Here I Come,Albert Hammond
2718, New York,New York City,New York City Hotel Blues,Margot & the Nuclear So and So's
2719, New York,New York City,"New York City, I Ain't Afraid Of You",Michael Wendroff
2720, New York,New York City,New York City Is Killin Me,Ray LaMontagne
2721, New York,New York City,New York City Is Waiting,Bjorn Skifs
2722, New York,New York City,New York City (Just Another Night In),Star Sisters
2723, New York,New York City,New York City Kingsize Rosewood Bed,Charlie Daniels Band
2724, New York,New York City,New York City Life,David Cassidy
2725, New York,New York City,New York City Lights,Sophie EllisBextor
2726, New York,New York City,New York City Moves to the Sound of L.A.,Funeral Party
2727, New York,New York City,New York City Nights,Leif Garrett
2728, New York,New York City,New York City Pakistan,Terre Roche
2729, New York,New York City,New York City People,212
2730, New York,New York City,New York City Police,Vladimir Cosmo
2731, New York,New York City,New York City Rain,Edward Hand
2732, New York,New York City,New York City Refugee,Bob A. Feldman
2733, New York,New York City,New York City RFD,Waylon Jennings
2734, New York,New York City,New York City Rhythm,Barry Manilow
2735, New York,New York City,New York City (Saint in the City),The Academy Is...
2736, New York,New York City,New York City (Send My Ba Home),Dig Richards
2737, New York,New York City,New York City Serenade,Bruce Springsteen
2738, New York,New York City,New York City Snow,Johnny Rodriguez
2739, New York,New York City,New York City Song,Dion
2740, New York,New York City,New York City Song,Linda Hargrove
2741, New York,New York City,New York City Streets,Life Force
2742, New York,New York City,New York City Streets,Triumph
2743, New York,New York City,The New York City Strut,24th Street Band
2744, New York,New York City,New York City Suite,Walter Murphy
2745, New York,New York City,New York City Suite 409,Lee Clayton
2746, New York,New York City,New York City Twist,The Candymen
2747, New York,New York City,New York City War Call,Lost Boyz
2748, New York,New York City,New York City Winter  Pete Hicks & Nick Magnus,
2749, New York,New York City,New York City (Who Am I?)  Splinter,
2750, New York,New York City,New York City Woman,Sunburst Band (featuring Dave Lee (DJ))
2751, New York,New York City,New York City You Ain't,Potliquor
2752, New York,New York City,New York City (You're a Woman),Al Kooper
2753, New York,New York City,New York City's A Lonely Town,Dick Jensen
2754, New York,New York City,"New York, Cloud 9",Ken Muramatsu
2755, New York,New York City,New York Collapse,Sassafras
2756, New York,New York City,New York Communications,Kamasutra
2757, New York,New York City,New York Connection,Sweet
2758, New York,New York City,New York Connection,Terry Brooks & Strange
2759, New York,New York City,New York Connection,Tom Scott
2760, New York,New York City,New York Connection Blues,Frank Dell
2761, New York,New York City,New York Cowboys,Randy Barlow
2762, New York,New York City,New York Dash,Keith Emerson
2763, New York,New York City,The New York Debut Of An L.A. Artist (Jazz Crowd),Andy Prieboy
2764, New York,New York City,New York Dem Want Go,Jim Irie (reggae)
2765, New York,New York City,New York Doll,David Dundas
2766, New York,New York City,New York Dream's Suite,Happy The Man
2767, New York,New York City,New York Electric Street Music,Larry Young
2768, New York,New York City,New York Eyes,Nicole McCloud and Timmy Thomas
2769, New York,New York City,New York Fever,The Toasters
2770, New York,New York City,New York Full,Michigan & Smiley
2771, New York,New York City,New York Gangstaz,LL Cool J
2772, New York,New York City,New York Giants,Big Punisher
2773, New York,New York City,New York Girl,Freelance Vandals
2774, New York,New York City,New York Girl,Simon F Featuring Steve Stevens
2775, New York,New York City,New York Girls,The Mooney Suzuki
2776, New York,New York City,New York Girls,Morningwood
2777, New York,New York City,New York Girls,Steeleye Span
2778, New York,New York City,The New York Girls Club,Rebecca Pidgeon
2779, New York,New York City,New York Good Sugar,Kathy McCord
2780, New York,New York City,New York Goode,Frummox
2781, New York,New York City,New York Groove,"Hello, Ace Frehley"
2782, New York,New York City,New York Groover,The Gorillas
2783, New York,New York City,New York Guitar,David Matthews
2784, New York,New York City,New York (Harlem Session),Nuggets
2785, New York,New York City,New York Hippodrome,John Philip Sousa
2786, New York,New York City,New York (Hold Her Tight),Restless Heart
2787, New York,New York City,New York Hole,Dan Melchior Und Das Menace
2788, New York,New York City,New York House,Jellybean
2789, New York,New York City,New York Hustle,David A. Stewart
2790, New York,New York City,"New York, I Love You But You're Bringing Me Down",LCD Soundsystem
2791, New York,New York City,New York in a Nutshell,Tony Acquaviva
2792, New York,New York City,New York in the Fifties,Stephen Bishop
2793, New York,New York City,New York Injection,Bob Florence
2794, New York,New York City,New York City (In The Night),Marvin Scott
2795, New York,New York City,New York in the 70s (Sesame St.),Catherine Feeny
2796, New York,New York City,New York in the Spring,Catherine Feeny
2797, New York,New York City,New York Injection,Bob Florence
2798, New York,New York City,New York Inside My Head,Nicky Holland
2799, New York,New York City,New York Is a Christmas Kind of Town,Marah
2800, New York,New York City,New York Is a Jungle Festival,Herbie Mann
2801, New York,New York City,New York Is a Woman,Suzanne Vega
2802, New York,New York City,New York Is Closed Tonight,Barry Greenfield
2803, New York,New York City,New York Is Killing Me,Gil ScottHeron
2804, New York,New York City,New York Is My Home,Dion and Paul Simon
2805, New York,New York City,New York Is My Kind Of Town,Metropolis
2806, New York,New York City,New York Is Rockin',Curtis Stigers
2807, New York,New York City,New York is Rockin',Willie Nile
2808, New York,New York City,New York (Is Sure A Funny City),"Fishbaugh, Fishbaugh & Zorn"
2809, New York,New York City,New York Is the Moon,Duffo
2810, New York,New York City,New York Is The Place,Brooklyn Express
2811, New York,New York City,New York Is The Same Old Place,music  Victor Herbert lyrics  Buddy De Sylva
2812, New York,New York City,New York City Is Waiting,Björn Skifs
2813, New York,New York City,New York Is Where I Live,Steve Tyrell
2814, New York,New York City,New York Is Where I'd Rather Be,Dave Crawford
2815, New York,New York City,New York Isn't Such A Bad Old Town,from 'Over The River'  John Golden
2816, New York,New York City,New York Jets,Emmitt Till
2817, New York,New York City,New York Jig,Seamus Shannon
2818, New York,New York City,New York Joe and Red Neck Tennessee,Freddie Hart & The Heartbeats
2819, New York,New York City,New York Kids,Marc Jordan
2820, New York,New York City,New York — L.A.,Grandmaster Melle Mel & Scorpio
2821, New York,New York City,New York Ladies,Michael Chapman
2822, New York,New York City,New York Lady,Burt Bacharach
2823, New York,New York City,New York Lament,Horace Silver
2824, New York,New York City,New York Life,Monte Carlo (composer) and Alma M. Sanders
2825, New York,New York City,New York Lights,Fort Atlantic
2826, New York,New York City,New York Liner,Dave Matthews
2827, New York,New York City,"New York, London, Amsterdam",Captain Tinrib and Steve Thomas
2828, New York,New York City,(New York London Paris) Spleen,Art Of Noise
2829, New York,New York City,"New York, Los Scandulous",Mellow Man Ace
2830, New York,New York City,New York Mama,Doc & Prohibition
2831, New York,New York City,New York Mambo,Johnny Colon
2832, New York,New York City,New York Melody,Joachim Heider & Michael Holm
2833, New York,New York City,New York Mellow,Bob James
2834, New York,New York City,The New York Mets,The Duke of Iron
2835, New York,New York City,New York Mining Disaster 1941,Bee Gees
2836, New York,New York City,A New York Minute,Alan Licht
2837, New York,New York City,New York Minute,Don Henley
2838, New York,New York City,New York Minute,Mobile
2839, New York,New York City,New York Minute,The Skatalites
2840, New York,New York City,New York Minute,Zoetrope
2841, New York,New York City,New York Mood (New Haircut and a Busted Lip),Tom Waits
2842, New York,New York City,New York Moon,Louise Redknapp
2843, New York,New York City,New York Morning,elbow
2844, New York,New York City,New York Morning,Gunhill Road
2845, New York,New York City,New York Moves,Demo Cates (member of The Fabulous Counts)
